"","ciri2_ids","dcc_ids"
"102","chr2:188055409-188059148","chr3:140614866-140622850"
"103","chr9:67331634-67341341","chr18:44477275-44483422"
"104","chr9:70787138-70787910","chr1:221158144-221158197"
"105","chr11:36400178-36406937","chr7:25947789-25948397"
"106","chr1:127025462-127025957","chr7:120608346-120610489"
"107","chr4:66214543-66219277","chr10:67767935-67767966"
"108","chr17:37911319-37913118","chr1:264071490-264071724"
"109","chr3:175512077-175516165","chr5:118476484-118493628"
"110","chr2:227687641-227702229","chr18:63843748-63844188"
"111","chr4:66193731-66214585","chr6:27858538-27897891"
"112","chr12:47290206-47292049","chr8:118616528-118620855"
"113","chr3:94736244-94745177","chr5:116593430-116658945"
"114","chr3:150384228-150387116","chr7:140415139-140417547"
"115","chr15:48241671-48284550","chr11:24491881-24498116"
"116","chr5:105185997-105187360","chr11:34612627-34616155"
"117","chr14:45668936-45691895","chr1:221158192-221158255"
"118","chr4:66463926-66473208","chr18:307052-312848"
"119","chr2:2903491-2918203","chr17:1395222-1416266"
"120","chr8:6135492-6161740","chr14:82168512-82171569"
"121","chr13:109457218-109588736","chr1:150937283-150961642"
"122","chr10:4624614-4629886","chr14:106153575-106167943"
"123","chr3:14973056-14990824","chr10:49002448-49003062"
"124","chr8:67801800-67812158","chrMT:4478-4543"
"125","chr1:143107055-143109260","chr17:5555491-5571375"
"126","chr17:86845723-86873000","chr12:14654706-14703546"
"127","chr2:186232196-186232527","chr3:94360855-94363073"
"128","chrX:52581092-52679268","chrY:1126684-1153312"
"129","chr8:85442932-85455670","chr7:98016383-98017381"
"130","chr10:48659695-48684279","chr1:176920081-176920214"
"131","chr18:57338957-57345061","chr5:103106261-103201011"
"132","chr2:227687641-227700240","chr6:30631147-30631668"
"133","chr8:26267895-26271172","chr3:8556690-8558685"
"134","chr12:6404013-6419916","chr11:34065888-34070810"
"135","chr1:128621052-128628362","chr10:38622808-38633058"
"136","chr3:177140837-177145025","chr7:73684650-73698020"
"137","chr19:57064910-57073804","chr13:98386342-98403224"
"138","chr17:24032670-24045965","chr9:1473647-1485363"
"139","chr14:6612028-6622491","chr5:156506448-156517254"
"140","chr2:231078900-231128709","chr17:2928274-3717786"
"141","chr14:81267948-81280976","chr17:694609-764010"
"142","chr1:217779008-217782988","chr8:125047301-125047441"
"143","chr13:68116206-68126511","chr12:15075273-15098764"
"144","chr14:106153575-106167943","chr20:5442389-5442484"
"145","chr17:79761095-79789485","chr1:219018599-219028923"
"146","chrX:119090868-119107067","chr1:222763689-222775140"
"147","chr8:23508992-23560371","chr19:17493068-17494680"
"148","chr5:172949060-172965700","chr14:33452541-33543244"
"149","chr14:88786305-88792540","chr2:183520240-183555315"
"150","chr2:23399715-23410608","chr8:85259981-85263858"
"151","chr17:79563596-79575914","chr1:221158198-221158376"
"152","chr18:4217010-4246828","chr8:46716191-46730691"
"153","chr3:111204156-111222750","chr6:28041574-28051704"
"154","chr14:28786814-28836518","chr4:96739878-96745521"
"155","chr12:51582921-51584301","chr2:54571170-54716806"
"156","chr5:75968777-75975620","chr9:100584962-100588953"
"157","chr19:22113525-22179584","chr14:37238505-37254001"
"158","chr4:66322916-66331714","chr1:177569617-177569872"
"159","chr4:152214416-152266040","chr2:241433397-241473849"
"160","chr18:69642130-69657373","chr4:27549175-27563899"
"161","chr4:115104274-115142108","chr15:23840157-23853169"
"162","chr9:51400307-51404424","chr13:85397122-85399509"
"163","chr10:48418262-48438287","chr1:166378662-166385907"
"164","chr3:133108204-133122763","chr18:57070638-57071680"
"165","chr15:41008529-41011344","chr2:113177840-113198013"
"166","chr10:77765225-77772738","chr3:155308522-155317713"
"167","chr10:66595570-66597359","chr13:95167819-95208329"
"168","chr18:81418662-81428974","chr1:173253925-173347994"
"169","chr9:38321692-38326937","chr10:61882916-61885796"
"170","chr1:166208849-166259335","chr1:282194100-282198076"
"171","chr14:69800154-69819258","chr6:21301779-21323737"
"172","chr14:4154610-4182331","chr7:142876375-142876464"
"173","chr4:27449971-27463961","chr16:1778621-1779193"
"174","chr2:188301023-188309036","chr14:46581292-46634010"
"175","chr1:46877133-46894154","chr6:19003638-19027905"
"176","chr4:58093735-58097892","chr7:118172254-118173407"
"177","chr11:89499074-89505391","chr3:162499187-162501905"
"178","chr3:80718406-80732927","chr2:184309074-184309661"
"179","chr3:59670519-59680308","chr19:52991726-52991857"
"180","chr8:116609560-116615939","chrX:984901-990236"
"181","chr12:24271680-24273857","chr18:81724770-81726644"
"182","chr5:144904225-144907761","chr11:31943121-31955266"
"183","chr12:24513410-24524704","chr9:113521622-113521667"
"184","chr9:53492939-53508890","chr19:25886356-25886887"
"185","chr11:34612627-34614139","chr14:69800154-69819258"
"186","chr11:34612627-34631134","chr17:55367271-55374136"
"187","chr7:123685068-123715127","chr4:144996199-145000253"
"188","chr3:61781151-61813898","chr7:2783362-2784225"
"189","chr5:29851601-29865341","chr8:56585375-56590733"
"190","chr5:168944838-168991261","chr1:175781036-175781525"
"191","chr2:140588854-140597578","chr18:30828343-30838446"
"192","chr6:22242071-22250518","chr1:143143055-143143524"
"193","chr10:13767446-13810899","chr8:33312321-33335423"
"194","chr2:34574151-34576926","chr9:92633470-92633974"
"195","chr9:11217254-11219449","chr5:157901413-157903058"
"196","chr9:73752937-73799430","chr17:79573257-79612177"
"197","chr7:97702398-97703700","chr19:52166168-52166499"
"198","chr6:86729142-86748180","chrX:157319616-157319683"
"199","chr13:69077866-69083366","chr3:62696762-62733674"
"200","chr2:197722898-197836197","chr9:113386175-113416653"
"201","chr7:123600187-123652318","chr17:80462156-80462217"
"202","chr3:107229486-107246956","chr1:6800132-6819230"
"203","chr8:87268950-87273285","chr20:4677926-4792380"
"204","chr1:78369712-78370333","chr1:204959155-204961691"
"205","chr4:64894605-64899587","chr17:87758882-87760775"
"206","chr9:50892486-50906966","chr8:21481642-21490337"
"207","chr4:7695555-7707693","chr7:123709341-123715127"
"208","chr4:82682367-82692626","chr9:113918918-113927885"
"209","chr2:231383147-231409493","chr7:114550936-114562987"
"210","chrX:99728011-99852337","chr1:31714405-31718649"
"211","chr1:218878878-218892208","chr17:9912158-9929565"
"212","chr5:12171585-12172003","chr7:28987514-28992637"
"213","chr2:238009644-238038227","chr3:119264196-119265879"
"214","chr17:79775882-79789485","chrX:157322647-157323317"
"215","chr16:3060713-3072642","chr20:21978047-21986948"
"216","chr18:48505040-48521166","chr17:48705876-48709477"
"217","chr5:12156802-12172003","chr4:34569949-34602713"
"218","chr12:1975318-1979802","chr4:168296980-168297373"
"219","chr1:150831000-150846872","chr5:127620259-127629649"
"220","chr19:39164242-39195019","chr5:152619586-152621233"
"221","chr5:144367260-144380803","chr5:76711755-76728269"
"222","chr4:127663314-127673795","chr5:167516567-167526275"
"223","chr15:108315938-108318732","chr2:166406958-166423542"
"224","chr5:148050939-148060187","chr16:49367616-49369496"
"225","chr5:136420692-136510629","chr2:237814781-237851960"
"226","chr7:129696842-129708614","chr4:176868013-176879489"
"227","chr5:160131467-160133589","chr1:239293164-239299795"
"228","chr1:12128638-12134025","chr19:22172781-22179584"
"229","chr17:83502435-83539887","chr19:22158621-22179584"
"230","chr2:34491467-34517560","chr20:8247936-8251825"
"231","chr13:74512346-74520636","chr16:40469880-40483041"
"232","chr5:148844953-148847692","chr17:52477332-52555114"
"233","chr1:220039308-220049075","chr1:192952650-192955267"
"234","chr9:119309035-119311107","chr4:31548414-31550688"
"235","chr8:129617811-129627374","chr1:221152613-221152815"
"236","chr1:142556681-142565170","chr20:4311414-4502852"
"237","chr1:13262070-13268495","chr1:150830996-150887461"
"238","chr1:277379257-277383623","chr8:50222970-50223240"
"239","chr1:222763689-222775140","chr20:4675501-4932900"
"240","chr18:44477275-44489940","chr4:77700069-77706994"
"241","chr20:21978047-21986948","chr10:95834183-95842303"
"242","chr6:10920914-10923681","chr17:83525682-83539887"
"243","chr7:64024698-64033477","chr10:88861708-88861782"
"244","chr2:226954949-226963787","chr4:168260038-168261508"
"245","chr9:112317485-112342454","chr12:48484413-48491121"
"246","chr2:113739689-113747247","chr11:89328437-89332868"
"247","chr12:5603316-5604016","chr12:5646166-5654694"
"248","chr1:114304821-114311513","chr5:166485517-166492515"
"249","chr12:51494918-51495425","chr17:43627537-43816993"
"250","chr8:60814789-60817064","chr1:253120469-253148277"
"251","chr2:33258536-33287948","chr5:167014847-167016955"
"252","chr13:96141606-96154952","chr10:37764317-37764822"
"253","chr5:72119820-72124022","chr2:86868285-86964272"
"254","chr17:9875749-9929565","chr17:79759287-79777211"
"255","chr13:76979427-77004245","chr2:209143856-209152642"
"256","chr7:120608346-120610489","chr20:4675528-4932927"
"257","chr9:50313687-50336038","chrX:71119280-71121063"
"258","chr15:23605382-23606634","chr9:45203455-45205627"
"259","chr2:140366057-140387503","chr8:13523670-13818667"
"260","chr12:6934423-6944194","chr2:247949321-247953356"
"261","chr5:136420698-136471341","chr6:137349485-137359178"
"262","chr3:117374371-117382881","chr5:172936581-172957859"
"263","chr12:5646166-5654694","chr6:125568127-125569718"
"264","chr4:31220330-31319352","chr14:46637992-46638180"
"265","chr7:30382502-30388657","chr18:36640589-36645658"
"266","chr6:136059672-136084622","chr20:21951779-21959614"
"267","chr11:10020678-10022991","chr5:155702728-155709264"
"268","chr10:106673704-106699402","chr5:36040325-36054615"
"269","chr9:12761408-12853702","chr1:265605456-265653628"
"270","chr5:144539229-144547479","chr6:91680247-91680463"
"271","chr4:117422680-117436312","chr20:18695007-18696965"
"272","chr14:37552177-37583161","chr8:23851919-23884848"
"273","chr7:74333372-74358584","chr6:136059672-136084622"
"274","chr6:72418120-72430205","chr7:129696842-129708614"
"275","chr5:100957656-100977901","chr5:144539229-144547479"
"276","chr16:2117271-2126628","chr17:85036937-85057912"
"277","chr13:83815852-83819669","chr2:38006903-38014366"
"278","chr17:694609-728329","chr3:91122599-91173631"
"279","chr2:248464229-248613351","chr9:46123188-46125984"
"280","chr14:43430448-43459087","chr8:73727636-73737419"
"281","chr1:201442093-201451005","chr14:4154610-4182331"
"282","chr2:224794357-224803008","chr18:36244090-36271261"
"283","chr17:29730437-29757605","chr14:108347874-108360012"
"284","chr17:75596939-75616081","chr9:43974886-43977575"
"285","chr5:159085217-159086263","chrX:4876505-4898806"
"286","chr2:257937494-257945564","chr14:79973875-79987917"
"287","chr3:91122599-91173631","chr2:188269009-188301124"
"288","chr3:37972155-37978632","chr11:57442466-57454443"
"289","chr8:126342346-126390804","chr3:8548854-8553003"
"290","chr3:8548854-8553003","chr4:66463926-66473208"
"291","chr9:112005677-112008516","chr4:133073964-133094100"
"292","chr18:59067798-59076998","chr1:275999821-276141673"
"293","chr10:92474821-92476192","chr15:51896716-51944899"
"294","chr2:22950023-22964734","chr6:135790445-135797661"
"295","chr14:83236400-83236920","chr10:62566642-62581037"
"296","chr17:5524117-5537540","chr4:31569126-31569426"
"297","chr3:2762162-2764477","chr15:48231960-48241781"
"298","chr12:5616151-5632155","chr3:61781151-61818651"
"299","chr14:71861197-71877488","chr1:189881664-189882211"
"300","chr4:152939743-152941737","chr11:69064518-69068514"
"301","chr2:11780889-11790870","chr5:74954384-74956829"
"302","chr2:33950934-33955969","chr10:13150441-13150650"
"303","chr20:14358035-14375435","chr3:112471147-112473521"
"304","chr18:73479863-73498648","chr3:164256311-164258286"
"305","chr17:79345740-79373256","chr6:76613549-76626199"
"306","chr19:42856166-42920390","chr2:165721183-165721476"
"307","chr4:27509136-27537918","chr9:59564682-60330075"
"308","chr2:188269009-188309036","chr2:2903491-2918203"
"309","chr18:307052-312848","chr9:112317485-112318444"
"310","chr2:27713879-27755789","chr12:14889128-15098764"
"311","chr13:56114438-56129496","chr19:12691066-12713398"
"312","chr5:167486001-167581074","chr5:160138672-160148072"
"313","chr6:80149001-80150524","chr2:247429495-247446708"
"314","chr8:70524346-70532815","chr11:87896642-87899561"
"315","chr13:86432220-86451001","chr2:166055924-166055966"
"316","chr1:234383455-234538951","chr2:154520979-154532393"
"317","chr3:123825681-123833222","chr9:11217254-11219449"
"318","chr12:9297691-9313769","chr12:29976309-29988732"
"319","chr10:110665498-110690679","chr4:180928263-180929730"
"320","chr7:29284390-29288495","chr2:188301023-188309036"
"321","chr2:38074255-38110573","chr1:221158375-221158533"
"322","chr2:127855809-127866380","chr6:72418120-72430205"
"323","chr11:34616102-34631134","chr8:93334030-93350656"
"324","chr1:222619896-222621077","chr4:11460075-11497530"
"325","chrX:51713405-51794841","chr19:42856166-42920390"
"326","chr10:89036545-89074755","chr2:221062375-221072200"
"327","chr2:113747182-113764892","chr10:18238462-18258433"
"328","chr4:66172555-66196279","chr10:64042077-64042262"
"329","chr10:94307816-94320863","chr4:115820712-115843272"
"330","chr7:28987514-28990116","chr9:65019533-65040855"
"331","chr4:57539277-57561542","chr18:31609901-31619788"
"332","chr10:30980709-30993573","chr2:231056605-231078948"
"333","chr9:20826561-20834954","chr5:171771433-171771960"
"334","chr8:70339051-70367391","chr13:101502509-101503027"
"335","chr1:20961258-20962540","chr14:44440261-44456717"
"336","chr18:25055044-25059278","chr16:71828773-71874158"
"337","chr8:116554093-116555206","chr5:155691684-155709264"
"338","chr6:904491-907083","chr8:64635064-64648503"
"339","chr18:1812898-1819028","chr1:100905472-100910940"
"340","chr1:235750193-235761819","chr20:4302487-4493390"
"341","chr14:15086543-15091475","chr14:35102267-35117990"
"342","chr2:113739689-113745181","chr18:77466020-77494282"
"343","chr3:15042229-15042609","chr4:151436488-151436711"
"344","chr5:2257913-2314821","chr1:243377224-243382726"
"345","chr19:32214551-32215127","chr9:1875552-1880538"
"346","chr11:84632585-84638229","chr8:78521649-78538216"
"347","chr1:89869828-89871257","chr18:61335536-61340634"
"348","chr11:69064518-69068514","chr8:125047309-125047449"
"349","chr18:36637823-36639900","chr10:64042078-64042263"
"350","chr6:14450092-14490352","chr7:30416990-30426040"
"351","chr8:47303909-47306590","chr15:36934315-36940208"
"352","chr3:112288444-112291953","chr2:113739689-113745181"
"353","chr12:9273125-9313769","chr12:40652886-40665373"
"354","chr4:144996199-145000253","chr3:59028745-59043386"
"355","chr12:22400803-22402784","chr3:21878521-21904269"
"356","chrX:128202172-128205259","chr9:66885432-66889912"
"357","chr4:13456793-13470497","chr5:144292767-144294689"
"358","chr8:64635064-64648503","chr6:135786660-135797661"
"359","chr11:34060062-34073206","chr2:20507150-20664961"
"360","chr2:257626382-257634977","chr1:274628955-274647456"
"361","chr6:108797786-108802113","chr5:7703776-7780390"
"362","chr10:51724607-51739115","chr19:32214551-32215127"
"363","chr9:46123188-46125984","chr7:60390972-60408823"
"364","chr8:104504801-104514522","chr2:34491467-34503654"
"365","chr10:110680099-110690679","chr3:163592872-163595055"
"366","chr10:63908528-63915032","chr8:85436186-85444178"
"367","chr9:94463647-94481167","chr9:99556600-100479719"
"368","chr19:22373973-22382073","chr1:257191149-257192683"
"369","chr2:56061126-56069928","chr17:79335091-79352484"
"370","chr12:47286246-47292049","chr6:19003638-19012898"
"371","chr8:23508992-23534941","chr6:136059672-136071884"
"372","chrX:4876505-4898806","chr16:9650675-9658531"
"373","chr1:178953396-178955232","chr3:59048947-59063253"
"374","chr1:128625388-128637195","chr1:263633065-263633397"
"375","chr4:133741680-133744948","chr6:91938501-91961861"
"376","chr2:34396320-34434762","chr18:71575008-71701423"
"377","chr4:145061557-145063825","chr3:113288397-113292074"
"378","chr16:23555919-23600154","chr20:45189472-45193661"
"379","chr3:140598632-140616459","chr1:21160905-21211619"
"380","chr1:221347566-221349792","chr6:109742370-109745287"
"381","chr1:157470071-157490006","chr3:80670138-80732927"
"382","chr6:104798968-104846483","chr1:244630341-244641499"
"383","chr14:17407714-17408515","chr14:5990330-6026568"
"384","chr6:28698503-28698905","chr8:33252442-33279218"
"385","chr1:253120469-253148277","chr3:67751613-67755221"
"386","chr2:184309074-184309661","chr3:159754051-159754822"
"387","chr20:19767793-19780300","chr2:238023879-238038227"
"388","chr3:81134588-81143240","chr1:174165890-174174250"
"389","chr17:63762119-63764370","chr14:104268362-104277402"
"390","chr3:140598632-140622850","chr4:148154508-148155181"
"391","chr5:73937165-73951450","chr2:34373875-34404958"
"392","chr3:8587701-8589420","chr2:93488471-93495152"
"393","chr10:46617270-46621141","chrMT:13072-13436"
"394","chr1:278580846-278620822","chr1:204761727-204780713"
"395","chr18:75429814-75430443","chr3:3413579-3414759"
"396","chr11:24479964-24512332","chr5:100957656-100977901"
"397","chr9:96804834-96812078","chr8:72138878-72148728"
"398","chr19:34270069-34305849","chr2:211605377-211618826"
"399","chr3:54547246-54566332","chr1:221158389-221158669"
"400","chr4:119832192-119837987","chr6:27858538-27889650"
"401","chr12:51960260-51961629","chr20:4772233-4940017"
"402","chr1:166378662-166385907","chr10:1484236-1485251"
"403","chr13:95120752-95128782","chr3:175512077-175535023"
"404","chr5:129621176-129709689","chr18:1337228-1354828"
"405","chrY:1142577-1153312","chr9:9858499-9861991"
"406","chr17:79740146-79789485","chr4:96739878-96787475"
"407","chr3:81127393-81159096","chr4:38263240-38271681"
"408","chr10:30980709-30988908","chr4:67399951-67412670"
"409","chr14:43420839-43430679","chr6:28022406-28051704"
"410","chr9:81232085-81275269","chr3:175512077-175516165"
"411","chr2:171170990-171172517","chr14:43430448-43459087"
"412","chr4:115820712-115833021","chr8:68539308-68542150"
"413","chr11:61121301-61122547","chr17:5429865-5436758"
"414","chr6:125550201-125569718","chr11:36400178-36406937"
"415","chr15:58184903-58194322","chr6:91912886-91961861"
"416","chr15:52636357-52638595","chr5:50318351-50319000"
"417","chr3:123819852-123829647","chrX:75174388-75174831"
"418","chr3:123829471-123833222","chr10:81736165-81755839"
"419","chr6:86842054-86849086","chr6:87208349-87407911"
"420","chr6:105642908-105659706","chr4:151118221-151123637"
"421","chr13:101502509-101503027","chr13:95120752-95348984"
"422","chr10:35876013-35876397","chr2:45456818-45457031"
"423","chr4:34569949-34602713","chr4:96732982-96787475"
"424","chr5:105182877-105187360","chr9:84367943-84370769"
"425","chr12:15075273-15098764","chr8:64133480-64145423"
"426","chr2:231056605-231078948","chr7:41167312-41167751"
"427","chr6:124625936-124652103","chr20:4696211-4940243"
"428","chr4:96739878-96767151","chr9:19698615-19700137"
"429","chr10:48465317-48528848","chr3:152576874-152584183"
"430","chr15:34428289-34428656","chr1:91364172-91364392"
"431","chr13:86424477-86451001","chr6:22373412-22407626"
"432","chr5:171277663-171281241","chr11:71069746-71074618"
"433","chr4:58367537-58373168","chrMT:8184-8332"
"434","chr13:73203187-73265813","chr10:49003276-49003463"
"435","chr4:125762257-125789911","chr13:44721334-44737434"
"436","chr4:96732982-96810129","chr6:72418120-72421935"
"437","chr13:110049191-110052621","chr9:71957021-71960153"
"438","chr1:140131618-140158228","chr17:24045781-24058139"
"439","chr13:105699059-105701842","chr14:77806280-77806415"
"440","chr1:274688579-274701534","chr4:182569250-182570922"
"441","chr6:111709226-111724523","chr14:71861197-71884876"
"442","chr8:127971477-127991861","chrX:105071497-105074006"
"443","chr2:157066595-157082251","chr2:226925637-226926225"
"444","chr8:129123864-129133074","chr5:136437825-136471341"
"445","chr1:126192619-126195625","chr7:73684650-73748233"
"446","chr9:93799182-93955335","chr10:55419844-55436069"
"447","chr5:150850432-150865550","chr12:48509737-48531389"
"448","chr3:3512475-3517163","chr1:78369712-78370333"
"449","chr10:67973997-67982051","chr11:88234482-88234926"
"450","chr11:83939845-83940879","chr7:76229137-76229533"
"451","chr20:27756685-27764410","chr8:90470886-90483077"
"452","chr1:220039308-220040146","chr4:183498456-183537970"
"453","chr6:125538240-125590030","chr9:92627389-92627894"
"454","chr6:43300893-43325257","chr1:57512146-57512199"
"455","chr5:167486001-167547741","chr2:150838385-150846727"
"456","chr2:174336857-174342089","chrY:366439-370065"
"457","chr2:206956638-206976810","chr15:23605382-23606634"
"458","chr13:83643437-83660292","chr16:10920598-10925471"
"459","chr2:185599195-185617434","chr16:79742813-79752370"
"460","chr5:105243242-105253190","chr5:129413066-129528945"
"461","chr5:36043415-36046665","chr1:141592905-141593096"
"462","chr10:86175962-86195240","chr1:12452484-12454601"
"463","chr5:139379737-139386321","chr18:47503453-47503540"
"464","chr11:60383243-60388137","chr4:117383090-117384615"
"465","chr18:77477060-77520779","chr2:22264781-22267377"
"466","chr5:128678699-128681202","chr3:81134588-81159096"
"467","chr4:96732982-96767151","chr5:136420698-136510629"
"468","chr18:29633808-29634585","chr9:37099083-37117919"
"469","chr13:56096834-56129496","chr3:59074112-59085401"
"470","chr14:37228632-37262083","chr16:83050847-83058847"
"471","chr5:159113203-159119213","chr2:128562842-128626488"
"472","chr1:6804365-6816920","chr2:107332440-107336938"
"473","chr1:257191149-257192683","chr2:174336857-174342089"
"474","chr6:21301779-21308087","chr3:133108204-133122763"
"475","chr14:37579854-37584371","chr5:148050939-148054556"
"476","chr19:17493068-17494680","chr5:148835229-148836445"
"477","chr4:96739878-96787475","chr3:123819852-123838734"
"478","chr8:94283953-94292111","chr17:79740146-79777211"
"479","chr10:71515700-71519615","chr20:26499544-26507687"
"480","chr1:20945434-20962540","chr6:9405093-9434931"
"481","chr8:72758511-72762057","chr1:221157830-221157980"
"482","chr2:123163417-123170775","chr14:2977679-2991160"
"483","chr20:50755699-50771244","chr12:30068980-30083826"
"484","chr10:110495072-110508344","chr1:154439745-154447475"
"485","chr5:113794314-113803150","chr4:58765341-58780524"
"486","chr4:49207203-49287862","chr11:68722906-68730129"
"487","chr9:96746440-96775060","chr1:214562895-214581660"
"488","chr2:259591896-259592305","chr19:38861941-38868361"
"489","chr14:79973875-79987917","chr1:225202103-225202303"
"490","chr8:64139289-64145423","chr8:26290097-26294259"
"491","chr4:67449579-67455064","chr19:29642344-29645344"
"492","chr12:5593776-5632155","chr4:66193731-66200637"
"493","chr1:104785950-104795565","chr18:24381676-24395203"
"494","chr19:33010738-33073342","chr10:95092245-95093286"
"495","chr2:251176578-251376470","chr8:67808880-67812158"
"496","chr8:79330088-79347376","chr4:162474510-162480238"
"497","chr9:66751637-66770533","chr20:20529114-20882268"
"498","chr8:50420735-50445054","chr14:28786814-28836518"
"499","chr18:24381676-24395203","chr11:79361488-79399831"
