"","ID","dcc_mean","ciri2_mean"
"77","chr1:20945434-20962540",1.33333333333333,1.06666666666667
"78","chr1:20961258-20962540",3.06666666666667,4
"79","chr1:21142145-21164430",2.8,5.33333333333333
"80","chr1:21160905-21211619",1.33333333333333,1.46666666666667
"81","chr1:214562895-214581660",1.8,2.26666666666667
"82","chr1:216560642-216566201",0.8,1.6
"83","chr1:217779008-217782988",7.26666666666667,12
"84","chr1:217810817-217816442",0.4,0.466666666666667
"85","chr1:219018599-219028923",2.46666666666667,3.66666666666667
"86","chr1:219353460-219354165",1.4,1.33333333333333
"87","chr1:220015523-220016193",3,4.2
"88","chr1:220039308-220040146",2.2,3.8
"89","chr1:220039308-220042767",2.2,3.53333333333333
"90","chr1:220039308-220049075",4.46666666666667,6.73333333333333
"91","chr1:220047471-220049075",44.3333333333333,77.6666666666667
"92","chr1:221156954-221157236",0.666666666666667,1.26666666666667
"93","chr1:221158617-221158790",40.5333333333333,51.6666666666667
"94","chr1:222619896-222621077",1.73333333333333,1.73333333333333
"95","chr1:222763689-222775140",3.2,5.06666666666667
"96","chr1:225086648-225087197",1.06666666666667,0.933333333333333
"97","chr1:233464787-233469856",1.33333333333333,1.33333333333333
"98","chr1:233578229-233581182",1.06666666666667,0.866666666666667
"99","chr1:234383455-234538951",7.33333333333333,7.86666666666667
"100","chr1:235777942-235780409",0.866666666666667,0.6
"101","chr1:236196243-236229567",1.46666666666667,2.4
"102","chr1:238998947-239014340",2.33333333333333,2.26666666666667
"103","chr1:241126635-241139602",1.8,1.93333333333333
"104","chr1:241963278-241964424",0.466666666666667,0.4
"105","chr1:243079518-243080161",1.06666666666667,1.26666666666667
"106","chr1:244630341-244641499",1.66666666666667,2.46666666666667
"107","chr1:244630341-244728217",2.33333333333333,2.86666666666667
"108","chr1:244657648-244664389",1.6,2.13333333333333
"109","chr1:246648294-246649407",3.33333333333333,4.66666666666667
"110","chr1:246648294-246657760",3.66666666666667,4.66666666666667
"111","chr1:247922780-247945662",1.2,1.4
"112","chr1:247931326-247960553",1.53333333333333,1.86666666666667
"113","chr1:247944245-247945662",5.13333333333333,7.26666666666667
"114","chr1:247944245-247960553",8.46666666666667,11.8
"115","chr1:251262192-251269854",4.46666666666667,5.33333333333333
"116","chr1:251455609-251463748",3.93333333333333,9.6
"117","chr1:251455609-251485480",1.53333333333333,2.66666666666667
"118","chr1:252539423-252547611",1.46666666666667,2.53333333333333
"119","chr1:253120469-253148277",4.66666666666667,5.26666666666667
"120","chr1:253147925-253148277",8.86666666666667,13.5333333333333
"121","chr1:255636891-255637533",1.13333333333333,0.933333333333333
"122","chr1:255685048-255694514",1.53333333333333,1.66666666666667
"123","chr1:257191149-257192683",1.6,1.2
"124","chr1:261198164-261200060",1,0.866666666666667
"125","chr1:263633065-263633397",1.86666666666667,3.06666666666667
"126","chr1:264674065-264689905",2,3.13333333333333
"127","chr1:265331904-265401005",4.2,4.6
"128","chr1:265518157-265524404",4.86666666666667,5.6
"129","chr1:265605456-265653628",1.86666666666667,1.2
"130","chr1:274628955-274647456",1.4,1.46666666666667
"131","chr1:274688579-274701534",2.6,3.2
"132","chr1:275999821-276141673",27.9333333333333,28.7333333333333
"133","chr1:276011500-276141673",21.1333333333333,15.0666666666667
"134","chr1:278580846-278594581",6.86666666666667,9.86666666666667
"135","chr1:278580846-278620822",7.33333333333333,8.8
"136","chr1:278580846-278687323",0.866666666666667,0.866666666666667
"137","chr1:278698312-278731755",4.46666666666667,5.2
"138","chr1:278698312-278749829",3.86666666666667,5.26666666666667
"139","chr1:281834156-281857037",3.93333333333333,7.4
"140","chr1:282194100-282198076",0.733333333333333,0.666666666666667
"141","chr1:2839790-2849731",2,4.06666666666667
"142","chr1:29457380-29471715",1,0.866666666666667
"143","chr1:31714405-31718649",1.06666666666667,1
"144","chr1:41834768-41838187",0.933333333333333,1.33333333333333
"145","chr1:45923228-46014665",2.73333333333333,3.2
"146","chr1:46877133-46894154",1.46666666666667,2.33333333333333
"147","chr1:46959021-46968866",0.866666666666667,0.6
"148","chr1:61388743-61406321",1.06666666666667,1.26666666666667
"149","chr1:62532596-62541278",1.46666666666667,1.8
"150","chr1:6601452-6613874",2.4,2.66666666666667
"151","chr1:6800132-6819230",1.73333333333333,2.06666666666667
"152","chr1:6804365-6816920",3.13333333333333,3.8
"153","chr1:78369712-78370333",3.26666666666667,2.93333333333333
"154","chr1:81437928-81438850",1.2,1.6
"155","chr1:8846801-8860029",2.26666666666667,2.8
"156","chr1:88586311-88592011",2.46666666666667,2.86666666666667
"157","chr1:91873487-91879026",2.73333333333333,3.4
"158","chr1:91883192-91887419",0.8,0.666666666666667
"159","chr1:92039556-92043956",3.06666666666667,3.53333333333333
"160","chr10:106264856-106265494",4.8,7.4
"161","chr10:110101466-110101880",9.86666666666667,12
"162","chr10:110495072-110508344",1.4,2.13333333333333
"163","chr10:110660436-110690679",1.2,1.73333333333333
"164","chr10:110680099-110690679",2.86666666666667,7.8
"165","chr10:11626519-11627228",5.26666666666667,7.4
"166","chr10:13767446-13810899",1.66666666666667,11.8
"167","chr10:13944932-13945211",1.4,1.46666666666667
"168","chr10:1484236-1485251",1.26666666666667,1.8
"169","chr10:16706378-16730140",2.6,3.73333333333333
"170","chr10:16724062-16727861",3.53333333333333,4.13333333333333
"171","chr10:16724062-16730140",45,60.9333333333333
"172","chr10:16769713-16774652",2.4,3.06666666666667
"173","chr10:18218676-18238682",1.46666666666667,1.73333333333333
"174","chr10:18396548-18408534",2.6,3
"175","chr10:29318809-29319752",4.73333333333333,45.7333333333333
"176","chr10:29318809-29330456",3.4,5.06666666666667
"177","chr10:30980709-30988908",1.8,2.13333333333333
"178","chr10:30980709-30993573",6.6,8.73333333333333
"179","chr10:35815476-35819778",9.33333333333333,14.8
"180","chr10:35876013-35876397",4.2,6.73333333333333
"181","chr10:37764317-37764822",2,3.2
"182","chr10:38622808-38633058",5.86666666666667,8.33333333333333
"183","chr10:38712831-38720071",1.33333333333333,3.8
"184","chr10:38712831-38725063",1.73333333333333,1.8
"185","chr10:43504523-43509133",3.13333333333333,3.53333333333333
"186","chr10:4583896-4605111",1.66666666666667,1.66666666666667
"187","chr10:4624614-4625498",1.06666666666667,0.866666666666667
"188","chr10:4624614-4629886",8.2,12.7333333333333
"189","chr10:46771409-46776306",1.6,2.93333333333333
"190","chr10:46824807-46826650",2.2,2.93333333333333
"191","chr10:48109533-48125139",2.06666666666667,3.13333333333333
"192","chr10:48418262-48419844",1.26666666666667,1.06666666666667
"193","chr10:48452001-48470732",3,5.13333333333333
"194","chr10:48659695-48684279",2,1.86666666666667
"195","chr10:48728451-48753281",1.33333333333333,1.26666666666667
"196","chr10:51724607-51739115",28.4,44.8666666666667
"197","chr10:55419844-55436069",1.26666666666667,1.6
"198","chr10:574395-593608",2.93333333333333,5.33333333333333
"199","chr10:57508985-57541484",1.06666666666667,1.26666666666667
"200","chr10:57610281-57611309",1.66666666666667,1.93333333333333
"201","chr10:57634023-57634588",5.4,7.26666666666667
"202","chr10:58961407-58965487",2,2.13333333333333
"203","chr10:590904-593608",1.4,1.2
"204","chr10:59294314-59298784",6,13.1333333333333
"205","chr10:59423266-59441831",4.66666666666667,5.8
"206","chr10:61207781-61217982",2.53333333333333,2.73333333333333
"207","chr10:61464686-61498597",4.8,7.13333333333333
"208","chr10:61476849-61483913",2.13333333333333,3.93333333333333
"209","chr10:61882916-61885796",7.13333333333333,10.5333333333333
"210","chr10:61882916-61897730",1.86666666666667,2.06666666666667
"211","chr10:62540625-62581037",1.93333333333333,2.6
"212","chr10:62566642-62575768",1.93333333333333,2.93333333333333
"213","chr10:62566642-62581037",1.86666666666667,3.13333333333333
"214","chr10:62623758-62664462",26.6,82.0666666666667
"215","chr10:63332239-63332486",2.13333333333333,2.4
"216","chr10:63412175-63416200",0.533333333333333,0.4
"217","chr10:63840631-63841166",3.26666666666667,3.86666666666667
"218","chr10:63908528-63915032",2.6,3.73333333333333
"219","chr10:65025196-65026738",1.86666666666667,2.53333333333333
"220","chr10:66595570-66597359",3.93333333333333,4.4
"221","chr10:66891013-66900528",2,2.13333333333333
"222","chr10:66897863-66898928",2.53333333333333,3.26666666666667
"223","chr10:67695779-67706482",1.73333333333333,1.86666666666667
"224","chr10:67936673-67982051",2,2.33333333333333
"225","chr10:67965487-67982051",15.7333333333333,21
"226","chr10:67973997-67982051",0.933333333333333,1.13333333333333
"227","chr10:6991635-6992636",1.66666666666667,2.4
"228","chr10:71515700-71519615",2.53333333333333,4.6
"229","chr10:72369079-72371838",1.8,4.13333333333333
"230","chr10:75337353-75340473",1.8,2.53333333333333
"231","chr10:776697-783836",4.06666666666667,5.86666666666667
"232","chr10:77765225-77772738",5.2,6.73333333333333
"233","chr10:78117809-78126033",1.13333333333333,0.666666666666667
"234","chr10:792229-802135",0.333333333333333,0.533333333333333
"235","chr10:81736165-81755839",1.86666666666667,2.13333333333333
"236","chr10:81798931-81799587",2.26666666666667,3.33333333333333
"237","chr10:85164768-85171060",1.66666666666667,2.46666666666667
"238","chr10:85169572-85172858",5.93333333333333,9.6
"239","chr10:86175962-86184480",1.46666666666667,1.2
"240","chr10:86175962-86195240",8.26666666666667,9.8
"241","chr10:86222510-86227004",2.6,5.93333333333333
"242","chr10:90433263-90444110",1.46666666666667,1.8
"243","chr10:92406311-92432295",1.2,2.33333333333333
"244","chr10:92474821-92476192",21.1333333333333,26.1333333333333
"245","chr10:93451477-93483645",2.4,2.93333333333333
"246","chr10:94083626-94187819",11.7333333333333,414.466666666667
"247","chr10:94292693-94314584",2.33333333333333,2.53333333333333
"248","chr10:94307816-94320863",4.86666666666667,8.6
"249","chr10:95051553-95054842",0.4,0.333333333333333
"250","chr10:95293891-95299099",1.26666666666667,1.53333333333333
"251","chr10:96672236-96679543",3.86666666666667,17.4666666666667
"252","chr11:14700873-14721315",1,1
"253","chr11:24479964-24498116",7.13333333333333,8.06666666666667
"254","chr11:24479964-24512332",1.26666666666667,1.13333333333333
"255","chr11:24491881-24498116",3.2,3.26666666666667
"256","chr11:24547990-24550752",4.33333333333333,5.8
"257","chr11:31723564-31733245",3.33333333333333,4.46666666666667
"258","chr11:31943121-31955266",2.33333333333333,3
"259","chr11:32807347-32832388",0.866666666666667,0.933333333333333
"260","chr11:34060062-34073206",4.06666666666667,7.4
"261","chr11:34065892-34070810",3.8,4.33333333333333
"262","chr11:34495233-34500943",10.2666666666667,12.6
"263","chr11:34612627-34614139",25.8,105.266666666667
"264","chr11:34612627-34616155",4.6,6.26666666666667
"265","chr11:34612627-34631134",15.8666666666667,29
"266","chr11:34631080-34646928",1.26666666666667,1.53333333333333
"267","chr11:34631080-34668255",2.06666666666667,2.33333333333333
"268","chr11:34631080-34738852",6.06666666666667,8.46666666666667
"269","chr11:34861207-34879143",5.26666666666667,10.8
"270","chr11:34879058-34922336",2.2,2.26666666666667
"271","chr11:36400178-36406937",0.866666666666667,0.933333333333333
"272","chr11:57442466-57454443",6.8,9.73333333333333
"273","chr11:60383243-60388137",2.93333333333333,3.86666666666667
"274","chr11:60646798-60656478",2.93333333333333,4.26666666666667
"275","chr11:60943399-60956337",1.66666666666667,1.93333333333333
"276","chr11:61121301-61122547",7.33333333333333,15.5333333333333
"277","chr11:64795077-64815165",1.06666666666667,0.866666666666667
"278","chr11:68652290-68672983",2.86666666666667,3.4
"279","chr11:68722906-68725314",3.46666666666667,5
"280","chr11:68722906-68730129",4.26666666666667,5.73333333333333
"281","chr11:69064518-69068514",2.33333333333333,3.33333333333333
"282","chr11:70086253-70096544",11.2666666666667,16.1333333333333
"283","chr11:70570466-70585055",7.06666666666667,8.33333333333333
"284","chr11:70797120-70799636",1.66666666666667,1.2
"285","chr11:71069746-71074618",5.93333333333333,7.26666666666667
"286","chr11:7355304-7362812",1.46666666666667,1.33333333333333
"287","chr11:74759325-74786639",4.53333333333333,6
"288","chr11:79361488-79399831",2,2.46666666666667
"289","chr11:83939845-83940879",10.7333333333333,16.1333333333333
"290","chr11:84369373-84379343",2.4,2.13333333333333
"291","chr11:84619089-84633565",10.4,13.8
"292","chr11:84619089-84638229",3.33333333333333,5.73333333333333
"293","chr11:84623876-84638229",1.26666666666667,1.4
"294","chr11:84632585-84638229",2.53333333333333,4.46666666666667
"295","chr11:86824053-86834088",1.8,2.13333333333333
"296","chr11:87574249-87591013",1,1.33333333333333
"297","chr11:87896642-87899561",0.266666666666667,0.266666666666667
"298","chr11:87898055-87899561",4.46666666666667,6.73333333333333
"299","chr11:89108654-89110961",6.26666666666667,7.26666666666667
"300","chr11:89175425-89180448",37.6,45.8666666666667
"301","chr11:89316354-89332868",4.33333333333333,5.2
"302","chr11:89328437-89332868",1.53333333333333,1.53333333333333
"303","chr11:89499074-89505391",0.666666666666667,0.733333333333333
"304","chr12:10499000-10534434",2.26666666666667,3.06666666666667
"305","chr12:10527308-10534434",15.6666666666667,19.0666666666667
"306","chr12:13353725-13355604",0.733333333333333,0.733333333333333
"307","chr12:14654706-14703546",3.26666666666667,3.93333333333333
"308","chr12:14689166-14703546",3.66666666666667,5.13333333333333
"309","chr12:15075273-15098764",6.13333333333333,8.2
"310","chr12:1793318-1793869",3.06666666666667,3.26666666666667
"311","chr12:1975318-1979802",0.733333333333333,0.8
"312","chr12:22237823-22238433",3.66666666666667,5.26666666666667
"313","chr12:24513410-24524704",4.46666666666667,5.13333333333333
"314","chr12:24672112-24675150",1.93333333333333,2.13333333333333
"315","chr12:25431710-25435591",8.2,15.3333333333333
"316","chr12:29976309-29988732",2.93333333333333,3.2
"317","chr12:29985632-29988732",5.06666666666667,7.13333333333333
"318","chr12:30068980-30083826",2.33333333333333,2.53333333333333
"319","chr12:30082881-30083826",5.66666666666667,6.06666666666667
"320","chr12:36930749-36931726",2.13333333333333,2.06666666666667
"321","chr12:39627016-39635912",2.06666666666667,3.2
"322","chr12:40307165-40332371",1.53333333333333,2.06666666666667
"323","chr12:40329454-40332371",7.53333333333333,16.4666666666667
"324","chr12:40921342-40923559",0.733333333333333,0.933333333333333
"325","chr12:43501060-43510832",2.2,4.2
"326","chr12:43501060-43576734",10.8,13.8666666666667
"327","chr12:43576497-43576734",4.66666666666667,5.66666666666667
"328","chr12:47286246-47292049",5.8,8.53333333333333
"329","chr12:47290206-47292049",1.46666666666667,1.53333333333333
"330","chr12:48509737-48531389",1.66666666666667,1.93333333333333
"331","chr12:48835825-48837529",1.2,0.666666666666667
"332","chr12:51582921-51584301",10.5333333333333,13.8666666666667
"333","chr12:5603316-5604016",4.4,6.6
"334","chr12:5625442-5634452",1.46666666666667,0.933333333333333
"335","chr12:5646166-5654694",2.33333333333333,2.73333333333333
"336","chr12:589609-591296",1.8,1.6
"337","chr12:628708-632694",5.33333333333333,6
"338","chr12:628708-636629",5.66666666666667,7.4
"339","chr12:6404013-6419916",1.13333333333333,1.53333333333333
"340","chr12:9061581-9062262",7.73333333333333,21.5333333333333
"341","chr12:9165634-9177290",1.26666666666667,1.2
"342","chr12:9229552-9313769",1.8,3
"343","chr12:9256476-9313769",17.0666666666667,22.3333333333333
"344","chr12:9273125-9313769",24.1333333333333,27.9333333333333
"345","chr12:9297691-9313769",23.3333333333333,35.2666666666667
"346","chr12:9309987-9313769",16.6666666666667,21.5333333333333
"347","chr13:100347405-100353039",4.53333333333333,5.53333333333333
"348","chr13:100885656-100893577",4.33333333333333,7.06666666666667
"349","chr13:101502509-101503027",1.86666666666667,2.46666666666667
"350","chr13:101704470-101715410",0.866666666666667,1.26666666666667
"351","chr13:101729059-101732557",2.2,7.06666666666667
"352","chr13:103194816-103197818",0.733333333333333,0.533333333333333
"353","chr13:105699059-105701842",4.6,7
"354","chr13:106507146-106507561",2.13333333333333,2.46666666666667
"355","chr13:109457218-109471561",3.33333333333333,4.13333333333333
"356","chr13:109457218-109588736",2.4,3.13333333333333
"357","chr13:110049191-110052621",2.06666666666667,2.53333333333333
"358","chr13:110837569-110856315",1.93333333333333,3.13333333333333
"359","chr13:113735261-113748416",1.2,1.6
"360","chr13:113832448-113840267",3.53333333333333,1.46666666666667
"361","chr13:26826515-26836657",2,2.6
"362","chr13:34399886-34400364",2.13333333333333,2.6
"363","chr13:34515329-34528874",3.53333333333333,5.33333333333333
"364","chr13:35597462-35608096",4,5.26666666666667
"365","chr13:35597462-35669017",1.13333333333333,1.4
"366","chr13:41898165-41907307",3.46666666666667,5.26666666666667
"367","chr13:56096834-56129496",1.53333333333333,3.8
"368","chr13:57044027-57047903",4.26666666666667,6
"369","chr13:68116206-68126511",0.533333333333333,0.333333333333333
"370","chr13:69077866-69083366",4.13333333333333,7.13333333333333
"371","chr13:72960660-72969502",0.933333333333333,1.26666666666667
"372","chr13:73239822-73265813",1.93333333333333,3.06666666666667
"373","chr13:73615097-73622224",19.2,26.6
"374","chr13:75177963-75192743",2.13333333333333,2.2
"375","chr13:76979427-77004245",7.26666666666667,14.1333333333333
"376","chr13:77000105-77051919",0.933333333333333,0.733333333333333
"377","chr13:82185980-82190210",2.2,2.4
"378","chr13:83601157-83607039",2.53333333333333,2.93333333333333
"379","chr13:83643437-83660292",1.66666666666667,1.93333333333333
"380","chr13:86424477-86451001",2.33333333333333,3.6
"381","chr13:86432220-86451001",1.6,1.33333333333333
"382","chr13:95120752-95128782",2.33333333333333,2.86666666666667
"383","chr13:95167819-95208329",2.13333333333333,2.2
"384","chr13:95193009-95196402",6.8,9.73333333333333
"385","chr13:95230647-95348984",1.8,1.93333333333333
"386","chr13:95914250-95932651",2.6,3.46666666666667
"387","chr13:96986684-97023051",1.33333333333333,1.33333333333333
"388","chr13:97022518-97023051",2.66666666666667,3.86666666666667
"389","chr13:98386342-98403224",10.3333333333333,20
"390","chr14:104268362-104277402",1.93333333333333,2.13333333333333
"391","chr14:104958186-104960143",1.4,1.8
"392","chr14:106153575-106167943",2.13333333333333,2.86666666666667
"393","chr14:106492370-106500203",4.73333333333333,8.4
"394","chr14:106916021-106930939",2.73333333333333,3.46666666666667
"395","chr14:108446849-108456923",9.4,36.4666666666667
"396","chr14:113812793-113857380",1.13333333333333,1.53333333333333
"397","chr14:114649026-114649217",3.06666666666667,4
"398","chr14:15086543-15091475",10.3333333333333,22.9333333333333
"399","chr14:17407714-17408515",1.26666666666667,0.733333333333333
"400","chr14:28786814-28836518",0.8,1.06666666666667
"401","chr14:2944122-2946057",1.2,1.73333333333333
"402","chr14:2977679-3011669",1.93333333333333,4.06666666666667
"403","chr14:37228632-37254001",8.66666666666667,10.3333333333333
"404","chr14:37228632-37262083",5.46666666666667,6.33333333333333
"405","chr14:37238505-37254001",5.46666666666667,6.8
"406","chr14:37238505-37262083",8.06666666666667,10.7333333333333
"407","chr14:37552177-37583161",2.06666666666667,2.4
"408","chr14:4154610-4182331",3.46666666666667,4.6
"409","chr14:4178531-4182331",3,3.33333333333333
"410","chr14:42803980-42809348",2.53333333333333,3.2
"411","chr14:43400193-43421044",0.666666666666667,0.666666666666667
"412","chr14:43420839-43430679",3.93333333333333,6.13333333333333
"413","chr14:43430448-43459087",0.8,0.733333333333333
"414","chr14:44440261-44456717",6.66666666666667,9.26666666666667
"415","chr14:45668936-45683858",4.6,4.86666666666667
"416","chr14:45668936-45691895",5.6,6.26666666666667
"417","chr14:60538626-60539431",2.06666666666667,1.73333333333333
"418","chr14:60581951-60586776",2.66666666666667,3.33333333333333
"419","chr14:6612028-6622491",4.53333333333333,5.93333333333333
"420","chr14:69800154-69819258",6.66666666666667,11.5333333333333
"421","chr14:71861197-71877488",3.26666666666667,7.06666666666667
"422","chr14:71861197-71884876",4.73333333333333,6.73333333333333
"423","chr14:7186515-7190518",9.66666666666667,38.1333333333333
"424","chr14:79973875-79987917",2.06666666666667,2.33333333333333
"425","chr14:81267948-81280976",3.4,4
"426","chr14:81667646-81672500",1.4,3.53333333333333
"427","chr14:82168512-82171569",18.1333333333333,23.2
"428","chr14:82239645-82240095",1.4,1.4
"429","chr14:83236400-83236920",2.46666666666667,3.66666666666667
"430","chr14:85057352-85061960",2.66666666666667,6.6
"431","chr14:85059667-85061960",2.93333333333333,3.06666666666667
"432","chr14:86326421-86326743",1.86666666666667,2
"433","chr14:88724076-88725530",4.4,5.93333333333333
"434","chr14:88761036-88762419",1.2,2.06666666666667
"435","chr14:91797457-91804795",0.533333333333333,0.933333333333333
"436","chr15:108315938-108318732",5.73333333333333,8.26666666666667
"437","chr15:109125713-109141568",6.26666666666667,16.6666666666667
"438","chr15:110234718-110248309",3.06666666666667,3.26666666666667
"439","chr15:23605382-23606634",2.8,3.13333333333333
"440","chr15:23792824-23793342",11.8,58
"441","chr15:23792824-23801848",1.26666666666667,1.53333333333333
"442","chr15:23840157-23853169",2.93333333333333,3.26666666666667
"443","chr15:25320488-25335135",1.73333333333333,1.6
"444","chr15:27768888-27769399",1.13333333333333,1.4
"445","chr15:2849126-2867333",9.53333333333333,11.4666666666667
"446","chr15:2965953-2966833",1.66666666666667,2
"447","chr15:3233141-3239097",1.53333333333333,1.8
"448","chr15:34277381-34277914",2.2,2.8
"449","chr15:36823412-36828644",2.06666666666667,2.73333333333333
"450","chr15:36934315-36940208",2.13333333333333,2.4
"451","chr15:41008529-41011344",4.33333333333333,5.26666666666667
"452","chr15:48165423-48172696",1.6,2.73333333333333
"453","chr15:48231960-48241781",1.2,0.8
"454","chr15:48231960-48284550",0.533333333333333,0.466666666666667
"455","chr15:48241671-48284550",0.4,0.333333333333333
"456","chr15:48268665-48284550",3.53333333333333,3.93333333333333
"457","chr15:48443441-48448185",0.933333333333333,0.8
"458","chr15:51896716-51944899",1.86666666666667,2.93333333333333
"459","chr15:51936366-51944899",8.66666666666667,10.4
"460","chr15:52383307-52387851",1.6,1.66666666666667
"461","chr15:52636357-52638595",1.2,1.06666666666667
"462","chr15:55151603-55154467",2.73333333333333,3.2
"463","chr15:58184903-58194322",0.6,0.466666666666667
"464","chr15:61664226-61683055",1.6,2.33333333333333
"465","chr15:6286850-6464312",1.2,1
"466","chr15:6349802-6464312",5.53333333333333,7.06666666666667
"467","chr15:70790038-70792497",2.33333333333333,2.53333333333333
"468","chr15:70790038-70803614",4.13333333333333,5.4
"469","chr15:837322-852690",2.4,3.33333333333333
"470","chr15:88651499-88659273",4.46666666666667,6.26666666666667
"471","chr16:10920598-10925471",1.66666666666667,2.46666666666667
"472","chr16:11046372-11051389",2.06666666666667,2.53333333333333
"473","chr16:19734284-19735661",1,0.666666666666667
"474","chr16:2115374-2126628",8.26666666666667,12.5333333333333
"475","chr16:2117271-2126628",3.2,4
"476","chr16:2121549-2126628",2.73333333333333,3.66666666666667
"477","chr16:21223068-21238306",2.86666666666667,3.6
"478","chr16:2138232-2171786",2.53333333333333,5.13333333333333
"479","chr16:23555919-23600154",10.9333333333333,24.6
"480","chr16:26628565-26633439",4.86666666666667,6
"481","chr16:3060713-3064512",18.2,26.1333333333333
"482","chr16:3060713-3072642",13.3333333333333,17
"483","chr16:32120310-32121085",1.2,1.26666666666667
"484","chr16:32347403-32355385",2.86666666666667,3.6
"485","chr16:40469880-40483041",1.73333333333333,1.66666666666667
"486","chr16:49367616-49369496",1.33333333333333,2.06666666666667
"487","chr16:49648477-49663240",1.8,3.8
"488","chr16:62023411-62026513",2.6,4.13333333333333
"489","chr16:62023411-62056753",11.7333333333333,20.4
"490","chr16:70699699-70705130",0.733333333333333,0.733333333333333
"491","chr16:71013767-71016529",4.46666666666667,6.33333333333333
