"","ciri2_ids","dcc_ids"
"50","chr7:18416266-18417952","chr1:221158214-221158288"
"51","chr18:48443339-48521166","chr15:6349802-6464312"
"52","chr2:79322029-79336064","chr10:77765225-77772738"
"53","chr7:137216397-137281978","chrX:119109035-119109793"
"54","chr15:45503286-45513468","chr1:221158178-221158228"
"55","chr1:165646261-165654319","chr3:157039863-157040380"
"56","chr1:246648294-246657760","chr6:129621583-129636485"
"57","chr4:99275917-99277560","chr2:38096882-38110573"
"58","chrX:75174388-75174831","chr3:21721366-21756744"
"59","chr18:81724770-81726644","chr13:83643437-83660292"
"60","chr5:36040325-36054615","chr14:2924636-2991160"
"61","chr18:301858-306376","chr1:225202130-225202330"
"62","chr2:210725271-210781694","chr6:8249799-8261060"
"63","chr12:8442273-8443772","chr8:103809557-103825693"
"64","chr7:140415223-140417547","chr9:73766839-73799430"
"65","chr1:244629853-244728217","chr16:23555919-23600154"
"66","chr6:12179226-12179776","chr5:90818736-90827570"
"67","chr4:96736381-96787475","chr9:113534378-113546234"
"68","chr14:106488333-106500203","chr9:111597035-111618959"
"69","chr15:2965953-2966833","chr6:38745004-38762910"
"70","chr7:144080565-144084759","chr2:33252541-33258660"
"71","chr15:2849126-2867333","chr19:22373973-22382073"
"72","chr1:1841452-1846589","chr7:141440384-141440585"
"73","chr6:3324175-3334117","chr5:113776672-113781715"
"74","chr8:70203322-70206310","chr10:845975-846239"
"75","chr19:34292209-34312530","chr18:77466020-77520779"
"76","chr11:64795077-64800821","chr8:64139289-64145423"
"77","chr2:209143856-209152642","chr6:103401041-103413906"
"78","chr2:34476081-34503654","chr6:123538596-123538724"
"79","chr4:632256-642336","chr12:25008872-25012091"
"80","chr1:244650351-244664389","chr4:123873802-123876481"
"81","chr11:34611539-34614139","chr2:34577937-34578047"
"82","chr14:113906516-113922713","chr11:86824053-86834088"
"83","chr2:172312783-172350004","chr4:179704611-179707414"
"84","chr9:81258380-81275269","chr4:99275917-99291251"
"85","chr5:103106261-103201011","chr5:167516581-167581074"
"86","chr15:25320488-25335135","chr4:8223840-8242710"
"87","chr18:72571325-72611211","chr5:146964481-146974020"
"88","chr10:38622808-38633058","chr8:73720946-73729461"
"89","chr18:27977700-27984766","chr7:140415833-140417547"
"90","chr5:167486001-167558250","chr12:628708-636629"
"91","chr12:628708-632694","chr17:33632046-33659382"
"92","chr4:133205267-133215619","chr17:79563596-79575914"
"93","chr13:106507146-106507561","chr17:5546407-5571375"
"94","chr13:74923279-74933949","chr17:694609-739440"
"95","chr10:96672236-96722491","chr5:158071477-158074209"
"96","chr14:85057352-85061960","chr3:14482444-14484145"
"97","chr13:101729059-101732557","chr6:144189453-144275272"
"98","chr9:1473647-1485363","chr1:225209739-225209960"
"99","chr8:127289436-127301219","chr9:66751637-66758584"
"100","chr2:188055409-188059148","chr13:83862000-83863692"
"101","chr12:8323968-8356308","chr8:117318623-117334586"
"102","chr1:127025462-127025957","chr9:71965845-71982423"
"103","chr10:73854212-73857079","chr8:104493052-104514522"
"104","chr6:894593-907083","chr1:253147925-253148277"
"105","chr4:66214543-66219277","chr11:89434192-89447041"
"106","chr17:37911319-37913118","chr10:48460656-48470732"
"107","chr3:175512077-175516165","chr3:140614866-140622850"
"108","chr4:66193731-66214585","chr18:44477275-44483422"
"109","chr12:47290206-47292049","chr14:113865169-113868401"
"110","chr3:128277040-128314209","chr2:20488617-20555751"
"111","chr3:94736244-94745177","chr5:14040651-14043584"
"112","chr3:150384228-150387116","chr8:26304496-26304544"
"113","chr9:75222546-75230161","chr2:24134222-24161334"
"114","chr2:4143950-4174344","chr1:177172066-177172263"
"115","chr5:105185997-105187360","chr7:137303361-137316375"
"116","chr14:45668936-45691895","chr5:103089622-103172127"
"117","chr4:66463926-66473208","chr16:71192886-71203611"
"118","chr2:2903491-2918203","chr7:25947789-25948397"
"119","chr8:6135492-6161740","chr7:120608346-120610489"
"120","chr13:109457218-109588736","chr10:91140959-91159440"
"121","chr10:4624614-4629886","chr4:151118221-151148873"
"122","chr10:48460656-48484868","chr11:79197461-79197929"
"123","chr8:67801800-67812158","chr1:264071490-264071724"
"124","chr17:86845723-86873000","chr18:63843748-63844188"
"125","chrX:52581092-52679268","chr6:27858538-27897891"
"126","chr10:48659695-48684279","chr1:46017758-46018818"
"127","chr8:26267895-26271172","chr7:140415139-140417547"
"128","chr1:177389638-177397572","chr11:24491881-24498116"
"129","chr6:122735612-122745664","chr2:184230696-184230860"
"130","chr1:259479327-259488326","chr11:34612627-34616155"
"131","chr17:24032670-24045965","chr6:29032002-29074704"
"132","chr16:7060974-7067145","chr1:221158192-221158255"
"133","chr14:6612028-6622491","chr13:95003382-95013012"
"134","chr2:231078900-231128709","chr18:307052-312848"
"135","chr14:81267948-81280976","chr17:1395222-1416266"
"136","chr18:1337228-1346489","chr14:82168512-82171569"
"137","chr1:217779008-217782988","chr14:106153575-106167943"
"138","chr14:106153575-106167943","chr2:110186521-110194376"
"139","chr17:79761095-79789485","chr10:49002448-49003062"
"140","chr8:23508992-23560371","chr9:81204850-81208345"
"141","chr2:23399715-23410608","chr12:52574461-52575460"
"142","chr4:29740458-29769899","chr17:5555491-5571375"
"143","chr18:4217010-4246828","chr4:174810962-174816343"
"144","chr12:51582921-51584301","chr5:148835229-148847692"
"145","chr5:75968777-75975620","chr3:94360855-94363073"
"146","chr19:22113525-22179584","chr7:98016383-98017381"
"147","chr4:66322916-66331714","chr5:103106261-103201011"
"148","chr13:78836820-78847234","chr18:27261576-27278436"
"149","chr4:152214416-152266040","chr3:8556690-8558685"
"150","chr18:69642130-69657373","chr11:34065888-34070810"
"151","chr4:115104274-115142108","chr1:261347528-261350203"
"152","chrX:35344847-35352097","chr10:38622808-38633058"
"153","chr9:51400307-51404424","chr13:98386342-98403224"
"154","chr17:75588946-75616081","chr5:75999930-76011558"
"155","chr3:133108204-133122763","chr5:129413066-129475869"
"156","chr15:41008529-41011344","chr9:1473647-1485363"
"157","chr10:77765225-77772738","chr5:156506448-156517254"
"158","chr13:69016108-69031223","chr17:2928274-3717786"
"159","chr13:81156728-81162420","chr17:694609-764010"
"160","chr10:66595570-66597359","chr4:140176029-140185951"
"161","chr18:81418662-81428974","chr8:125047301-125047441"
"162","chr9:38321692-38326937","chr12:15075273-15098764"
"163","chr1:166208849-166259335","chr2:30313110-30313400"
"164","chr4:87186852-87193410","chr1:219018599-219028923"
"165","chr14:69800154-69819258","chr1:222763689-222775140"
"166","chr14:4154610-4182331","chr19:17493068-17494680"
"167","chr2:127855809-127869951","chr14:33452541-33543244"
"168","chr1:253120469-253134791","chrX:46725057-46754070"
"169","chr8:130006477-130031678","chr3:79601463-79602355"
"170","chr2:188301023-188309036","chr3:56148805-56161165"
"171","chr1:46877133-46894154","chr16:62023411-62098109"
"172","chr3:80718406-80732927","chr7:14179077-14179528"
"173","chr3:60744743-60756038","chr10:776697-812554"
"174","chr8:116609560-116615939","chr8:46716191-46730691"
"175","chr5:144904225-144907761","chr4:96739878-96745521"
"176","chr12:24513410-24524704","chr1:1742558-1750895"
"177","chr9:53492939-53508890","chr18:3397653-3400440"
"178","chr11:34612627-34614139","chr14:37238505-37254001"
"179","chr11:34612627-34631134","chr4:27549175-27563899"
"180","chr7:123685068-123715127","chr15:23840157-23853169"
"181","chr3:61781151-61813898","chr13:85397122-85399509"
"182","chr4:176830200-176879489","chr1:166378662-166385907"
"183","chr5:29851601-29865341","chr16:7060974-7067145"
"184","chr1:140044382-140142798","chr9:43004144-43004499"
"185","chr2:140588854-140597578","chr12:47286246-47286938"
"186","chr3:50948203-50963230","chr2:113177840-113198013"
"187","chr10:13767446-13810899","chr9:96970457-96979167"
"188","chr9:11217254-11219449","chr5:128987230-128998323"
"189","chr9:73752937-73799430","chr13:95167819-95208329"
"190","chr13:68736732-68756721","chr6:72392025-72430205"
"191","chr19:25861153-25886887","chr10:61882916-61885796"
"192","chr11:79309778-79361614","chr6:21301779-21323737"
"193","chr6:125523808-125553497","chr7:126970756-126979759"
"194","chr13:69077866-69083366","chr14:32950889-32955257"
"195","chr2:197722898-197836197","chr16:1778621-1779193"
"196","chr7:123600187-123652318","chr17:65780906-65789756"
"197","chr8:87268950-87273285","chr14:46581292-46634010"
"198","chr4:64894605-64899587","chr6:19003638-19027905"
"199","chr9:50892486-50906966","chr2:185599195-185622890"
"200","chr4:7695555-7707693","chr10:61466938-61498597"
"201","chrX:128186178-128198293","chr18:81724770-81726644"
"202","chr4:82682367-82692626","chr19:25886356-25886887"
"203","chr2:231383147-231409493","chr14:69800154-69819258"
"204","chrX:99728011-99852337","chr1:88145614-88147210"
"205","chr20:21662942-21673084","chr17:55367271-55374136"
"206","chr14:22107412-22113789","chr7:2783362-2784225"
"207","chr1:218878878-218892208","chr8:56585375-56590733"
"208","chr19:32512909-32528958","chr17:599906-610676"
"209","chr6:115474914-115513406","chr5:19536900-19546064"
"210","chr5:12171585-12172003","chr3:50948203-50963230"
"211","chr2:238009644-238038227","chr1:175781036-175781525"
"212","chr16:3060713-3072642","chr14:54840654-54869803"
"213","chr18:48505040-48521166","chr18:30828343-30838446"
"214","chr5:12156802-12172003","chr1:143143055-143143524"
"215","chr15:6285057-6349912","chr8:33312321-33335423"
"216","chr19:39164242-39195019","chr9:92633470-92633974"
"217","chr5:144367260-144380803","chr1:221158100-221158227"
"218","chr6:132383344-132391018","chr17:79573257-79612177"
"219","chr17:79573257-79612346","chr10:48182246-48200848"
"220","chr4:127663314-127673795","chr3:159732729-159734286"
"221","chr15:108315938-108318732","chr19:52166168-52166499"
"222","chr5:148050939-148060187","chr9:113386175-113416653"
"223","chr6:22362488-22407626","chr17:80462156-80462217"
"224","chr5:136420692-136510629","chr6:11219826-11221789"
"225","chr7:129696842-129708614","chr5:57335882-57336829"
"226","chr1:12128638-12134025","chr1:6800132-6819230"
"227","chr10:48460656-48470732","chr2:116081754-116090716"
"228","chr2:34491467-34517560","chr1:204959155-204961691"
"229","chr9:44735149-44761047","chr17:87758882-87760775"
"230","chr1:220039308-220049075","chr16:85333905-85334060"
"231","chr9:119309035-119311107","chr7:123709341-123715127"
"232","chr15:1734706-1753492","chr9:113918918-113927885"
"233","chr10:13931236-13933066","chr12:9237057-9313769"
"234","chr8:129617811-129627374","chrX:123224698-123234187"
"235","chr1:13262070-13268495","chr1:177172061-177172258"
"236","chr1:222763689-222775140","chr1:31714405-31718649"
"237","chr18:44477275-44489940","chr4:125771760-125789911"
"238","chr6:10920914-10923681","chr17:9912158-9929565"
"239","chr10:55349536-55362785","chr7:28987514-28992637"
"240","chr9:112317485-112342454","chr3:119264196-119265879"
"241","chr2:113739689-113747247","chr10:40742486-40743388"
"242","chr12:5603316-5604016","chr5:7830490-7872679"
"243","chr3:94720462-94724521","chr5:86427115-86450640"
"244","chr1:114304821-114311513","chr1:260791756-260801171"
"245","chr9:112317485-112377503","chr17:48705876-48709477"
"246","chr8:50224349-50224644","chr4:34569949-34602713"
"247","chr12:51494918-51495425","chr20:29057015-29057058"
"248","chr2:33258536-33287948","chr4:168296980-168297373"
"249","chr5:72119820-72124022","chr5:127620259-127629649"
"250","chr17:9875749-9929565","chr5:76711755-76728269"
"251","chr13:76979427-77004245","chr1:104785950-104795565"
"252","chr7:120608346-120610489","chr2:166406958-166423542"
"253","chr1:204959173-204988430","chr4:176868013-176879489"
"254","chr3:21782079-21792112","chr6:124651885-124677509"
"255","chr15:23605382-23606634","chr1:247743814-247766953"
"256","chr2:140366057-140387503","chr19:22172781-22179584"
"257","chr1:206956299-206978733","chr19:22158621-22179584"
"258","chr5:136420698-136471341","chr17:52477332-52555114"
"259","chr3:117374371-117382881","chr1:192952650-192955267"
"260","chr7:30382502-30388657","chr4:31548414-31550688"
"261","chr13:97559165-97566714","chr1:221347566-221349792"
"262","chr6:136059672-136084622","chr1:259434763-259459540"
"263","chr11:10020678-10022991","chr17:49714293-49721594"
"264","chr10:106673704-106699402","chr20:27538479-27544812"
"265","chr10:110157631-110164041","chr20:4311414-4502852"
"266","chr7:51453247-51479896","chr8:39218756-39235362"
"267","chr5:156454276-156463365","chr2:252807923-252811538"
"268","chr14:37552177-37583161","chr12:9229552-9240810"
"269","chr8:116609560-116622275","chr7:114249897-114280182"
"270","chrX:156703082-156705104","chr11:89328437-89332868"
"271","chr7:74333372-74358584","chr1:157125391-157206401"
"272","chr6:72418120-72430205","chr5:166485517-166492515"
"273","chr16:2117271-2126628","chr12:25012082-25013556"
"274","chr17:58006111-58031197","chr1:278580846-278749829"
"275","chr17:694609-728329","chr1:253120469-253148277"
"276","chr2:248464229-248613351","chr5:167014847-167016955"
"277","chr2:248779402-248811031","chr10:37764317-37764822"
"278","chr1:201442093-201451005","chr10:833125-833396"
"279","chr3:33465220-33503687","chr2:86868285-86964272"
"280","chr17:29730437-29757605","chr2:209143856-209152642"
"281","chrX:46725057-46754070","chrX:71119280-71121063"
"282","chr17:75596939-75616081","chr11:34611539-34631134"
"283","chr5:159085217-159086263","chr9:45203455-45205627"
"284","chr5:122659399-122678330","chr2:247949321-247953356"
"285","chr2:257937494-257945564","chr3:160491308-160495240"
"286","chr13:93158565-93184258","chr7:141893813-141893860"
"287","chr15:51936366-51954838","chr1:225019523-225021984"
"288","chr8:126342346-126390804","chr1:221157975-221158119"
"289","chr9:112005677-112008516","chr6:125568127-125569718"
"290","chr18:59067798-59076998","chr12:25021093-25021365"
"291","chr10:92474821-92476192","chr14:46637992-46638180"
"292","chr15:70769052-70832121","chr16:2115374-2128403"
"293","chr2:22950023-22964734","chr18:36640589-36645658"
"294","chr14:83236400-83236920","chr5:36040325-36054615"
"295","chr19:56186746-56189833","chr13:105693583-105701842"
"296","chr17:5524117-5537540","chr1:265605456-265653628"
"297","chr3:2762162-2764477","chr13:78836820-78847234"
"298","chr4:129533391-129538089","chr8:23851919-23884848"
"299","chr9:16959148-16975339","chr6:136059672-136084622"
"300","chr12:24505864-24511621","chr7:129696842-129708614"
"301","chr14:71861197-71877488","chr8:100006687-100009017"
"302","chr4:152939743-152941737","chr17:85036937-85057912"
"303","chr2:11780889-11790870","chr2:38006903-38014366"
"304","chr2:33950934-33955969","chr9:46123188-46125984"
"305","chr18:73479863-73498648","chr14:4154610-4182331"
"306","chr6:4259110-4315062","chr10:48683733-48705799"
"307","chr10:67579952-67587851","chr18:36244090-36271261"
"308","chr18:48853173-48853595","chr6:124651885-124652103"
"309","chr17:79345740-79373256","chr9:43974886-43977575"
"310","chr19:42856166-42920390","chrX:4876505-4898806"
"311","chr4:27509136-27537918","chr14:79973875-79987917"
"312","chr2:188269009-188309036","chr8:109243253-109263159"
"313","chr18:307052-312848","chr10:48661593-48684279"
"314","chr2:224356779-224363213","chr2:188269009-188301124"
"315","chr2:27713879-27755789","chr11:57442466-57454443"
"316","chr8:50206189-50213003","chr1:249715150-249787629"
"317","chr13:56114438-56129496","chr4:66463926-66473208"
"318","chr5:167486001-167581074","chr2:187027350-187027786"
"319","chr10:48188215-48200848","chr5:100439585-100439669"
"320","chr6:80149001-80150524","chr4:133073964-133094100"
"321","chr8:70524346-70532815","chr9:69896362-69899911"
"322","chr1:234383455-234538951","chrMT:13146-13262"
"323","chr3:123825681-123833222","chr1:275999821-276141673"
"324","chr12:9297691-9313769","chr15:51896716-51944899"
"325","chr1:137247124-137280380","chr6:135790445-135797661"
"326","chr7:29284390-29288495","chr10:62566642-62581037"
"327","chr11:69785001-69837765","chr15:38651172-38701205"
"328","chr2:38074255-38110573","chr1:167254585-167276543"
"329","chr6:125524870-125594377","chr11:69064518-69068514"
"330","chr2:127855809-127866380","chr5:74954384-74956829"
"331","chr1:90116534-90120765","chr3:112471147-112473521"
"332","chr1:222619896-222621077","chr17:79605899-79644806"
"333","chrX:51713405-51794841","chr6:76613549-76626199"
"334","chr10:89036545-89074755","chr9:50892578-50906966"
"335","chr8:64635064-64644354","chr3:60744743-60748589"
"336","chr6:124386601-124400951","chr4:158160946-158166045"
"337","chr15:38217599-38244652","chr16:83837020-83837215"
"338","chr4:66172555-66196279","chr19:56720223-56722271"
"339","chr10:94307816-94320863","chr9:59564682-60330075"
"340","chr7:28987514-28990116","chr2:2903491-2918203"
"341","chr10:30980709-30993573","chr9:112317485-112318444"
"342","chr8:117106575-117109692","chr17:65855661-65896119"
"343","chr14:5607718-5786184","chr5:164432862-164528719"
"344","chr8:70339051-70367391","chr5:160138672-160148072"
"345","chr4:626662-642336","chr2:247429495-247446708"
"346","chr1:20961258-20962540","chr10:39125171-39129794"
"347","chr1:162684057-162691242","chr2:154520979-154532393"
"348","chr6:904491-907083","chr2:29687989-29688075"
"349","chr1:88145614-88147210","chr9:11217254-11219449"
"350","chr1:235750193-235761819","chr12:29976309-29988732"
"351","chr14:15086543-15091475","chr12:24995937-24999159"
"352","chr2:113739689-113745181","chr14:4154610-4198845"
"353","chr3:15042229-15042609","chr12:24986000-24986263"
"354","chr19:32214551-32215127","chr2:123582304-123600232"
"355","chr1:16859047-16875754","chr2:128562842-128590589"
"356","chr2:13599773-13608846","chr2:188301023-188309036"
"357","chr10:626473-633049","chr3:21894168-21904269"
"358","chr11:84632585-84638229","chr1:221158375-221158533"
"359","chr9:93374752-93374958","chr6:72418120-72430205"
"360","chr1:89869828-89871257","chr13:76979427-77035818"
"361","chr11:69064518-69068514","chr2:226925637-226956810"
"362","chr14:10786399-10794860","chr8:93334030-93350656"
"363","chr8:47303909-47306590","chr4:62265575-62272586"
"364","chr12:9273125-9313769","chr19:40914209-40914955"
"365","chr1:22735614-22738713","chr12:24992349-24994938"
"366","chrX:128202172-128205259","chr20:14358035-14375435"
"367","chr8:64635064-64648503","chr19:42856166-42920390"
"368","chr11:34060062-34073206","chr2:221062375-221072200"
"369","chr14:115198980-115237537","chr7:141824553-141832801"
"370","chr10:29318809-29333371","chr1:201523375-201524041"
"371","chr6:1242429-1259749","chr10:64042077-64042262"
"372","chr2:257626382-257634977","chr4:115820712-115843272"
"373","chr6:108797786-108802113","chr12:51547476-51547658"
"374","chr10:51724607-51739115","chr6:144189453-144211647"
"375","chr9:46123188-46125984","chr17:55257392-55263683"
"376","chr8:104504801-104514522","chr9:65019533-65040855"
"377","chr2:20488617-20555751","chr18:31609901-31619788"
"378","chr10:67695779-67711884","chr2:231056605-231078948"
"379","chr10:110680099-110690679","chr5:171771433-171771960"
"380","chr10:63908528-63915032","chr13:101502509-101503027"
"381","chr9:94463647-94481167","chr14:44440261-44456717"
"382","chr19:22373973-22382073","chr16:71828773-71874158"
"383","chr2:56061126-56069928","chr5:155691684-155709264"
"384","chr12:47286246-47292049","chr8:64635064-64648503"
"385","chr1:278580846-278661960","chr20:4302487-4493390"
"386","chr8:23508992-23534941","chr18:2005294-2038143"
"387","chrX:4876505-4898806","chr1:214562895-214605872"
"388","chr10:82038227-82039192","chr1:221158116-221158228"
"389","chr10:56008810-56009454","chr1:243377224-243382726"
"390","chr4:180711145-180722357","chr9:1875552-1880538"
"391","chr19:19872833-19874612","chr10:40395017-40403505"
"392","chr4:145061557-145063825","chr13:113832448-113847832"
"393","chr2:117545216-117666646","chr3:56148805-56152705"
"394","chr9:30099113-30122634","chr7:114608925-114611317"
"395","chr16:23555919-23600154","chr18:61335536-61340634"
"396","chr3:140598632-140616459","chr8:125047309-125047449"
"397","chr1:221347566-221349792","chr2:247883196-247883725"
"398","chr1:157470071-157490006","chr11:79309778-79611741"
"399","chr2:43012575-43019867","chr17:76228430-76265943"
"400","chr6:104798968-104846483","chr11:59040277-59110560"
"401","chr5:75999930-76011558","chr10:35876034-35876397"
"402","chrX:13905156-13917538","chr15:36934315-36940208"
"403","chr6:103401041-103413906","chr18:81289815-81429735"
"404","chr1:253120469-253148277","chr2:113739689-113745181"
"405","chr20:19767793-19780300","chr16:21142668-21143130"
"406","chr2:238742934-238746181","chr3:21878521-21904269"
"407","chr3:81134588-81143240","chr13:83862000-83865745"
"408","chr17:63762119-63764370","chr9:66885432-66889912"
"409","chr4:8162130-8166216","chr17:5513194-5606503"
"410","chr3:140598632-140622850","chr6:135786660-135797661"
"411","chr5:73937165-73951450","chr14:76999946-77005684"
"412","chr5:90880568-90892934","chr1:274628955-274647456"
"413","chr3:8587701-8589420","chr5:7703776-7780390"
"414","chr1:278580846-278620822","chr19:32214551-32215127"
"415","chr18:75429814-75430443","chr2:227293654-227302440"
"416","chr11:24479964-24512332","chr20:50659751-50687868"
"417","chr9:96804834-96812078","chr14:37579854-37583161"
"418","chr8:39392586-39551697","chr7:60390972-60408823"
"419","chr19:34270069-34305849","chr8:118860285-118873176"
"420","chr11:79529343-79611741","chr2:34491467-34503654"
"421","chr3:54547246-54566332","chr3:163592872-163595055"
"422","chrX:99905940-99926471","chr8:85436186-85444178"
"423","chr12:51960260-51961629","chr2:21915465-21921128"
"424","chr1:166378662-166385907","chr15:25331703-25333342"
"425","chr13:95120752-95128782","chr1:257191149-257192683"
"426","chrY:1142577-1153312","chr17:79335091-79352484"
"427","chr17:79740146-79789485","chr1:244630341-244757847"
"428","chr3:81127393-81159096","chr6:19003638-19012898"
"429","chr14:43420839-43430679","chr6:136059672-136071884"
"430","chr4:8120652-8149019","chr16:9650675-9658531"
"431","chr9:81232085-81275269","chr1:263633065-263633397"
"432","chr2:171170990-171172517","chr8:87543960-87550389"
"433","chr11:89155750-89180448","chr6:146466631-146470454"
"434","chr4:115820712-115833021","chr6:91938501-91961861"
"435","chr11:61121301-61122547","chr20:45189472-45193661"
"436","chr6:125550201-125569718","chr6:109742370-109745287"
"437","chr3:123829471-123833222","chr1:244630341-244641499"
"438","chr6:86842054-86849086","chr8:33252442-33279218"
"439","chr1:259421033-259450845","chr2:238023879-238038227"
"440","chr13:101502509-101503027","chr1:174165890-174174250"
"441","chr10:35876013-35876397","chr14:104268362-104277402"
"442","chr4:34569949-34602713","chr7:141134762-141136224"
"443","chr5:105182877-105187360","chr4:130390407-130403303"
"444","chr12:15075273-15098764","chr8:127511921-127527534"
"445","chr2:231056605-231078948","chr2:34373875-34404958"
"446","chr4:96739878-96767151","chr2:93488471-93495152"
"447","chr10:106712126-106721811","chrMT:13072-13436"
"448","chr13:86424477-86451001","chr1:204761727-204780713"
"449","chr10:3191467-3204962","chr8:118066987-118085473"
"450","chr8:56585336-56597269","chr3:3413579-3414759"
"451","chr5:171277663-171281241","chr8:72138878-72148728"
"452","chr4:58367537-58373168","chr2:4961753-4991265"
"453","chr18:17300168-17311559","chr16:6282897-6282981"
"454","chr4:125762257-125789911","chr1:221158389-221158669"
"455","chr11:89293785-89332868","chr16:54054981-54061837"
"456","chr5:86427115-86450640","chr6:27858538-27889650"
"457","chr4:96732982-96810129","chr20:4772233-4940017"
"458","chr1:140131618-140158228","chr10:1484236-1485251"
"459","chr8:118860285-118873176","chr3:175512077-175535023"
"460","chr13:105699059-105701842","chr18:1337228-1354828"
"461","chr1:274688579-274701534","chr9:9858499-9861991"
"462","chr8:127971477-127991861","chr4:96739878-96787475"
"463","chrX:123224698-123234187","chr13:100849531-100851682"
"464","chr2:157066595-157082251","chr9:16959148-16975339"
"465","chr8:129123864-129133074","chr4:38263240-38271681"
"466","chr20:47860620-47896656","chr6:28022406-28051704"
"467","chr8:60441497-60443706","chr8:116609560-116615939"
"468","chr18:14633913-14643454","chr3:1981290-2008447"
"469","chr9:93799182-93955335","chr3:175512077-175516165"
"470","chr5:150850432-150865550","chr8:68539308-68542150"
"471","chr3:3512475-3517163","chr17:5429865-5436758"
"472","chr11:83939845-83940879","chr10:4753547-4757902"
"473","chr14:38500179-38505001","chr2:207375745-207382937"
"474","chr1:220039308-220040146","chr1:221065774-221067559"
"475","chr6:125538240-125590030","chr5:50318351-50319000"
"476","chr6:43300893-43325257","chrX:75174388-75174831"
"477","chr8:78229134-78233432","chr10:81736165-81755839"
"478","chr5:167486001-167547741","chr4:151118221-151123637"
"479","chr8:73720946-73737419","chr2:219674871-219681115"
"480","chr2:174336857-174342089","chr4:96732982-96787475"
"481","chr2:206956638-206976810","chr8:87503726-87511565"
"482","chr13:83643437-83660292","chr9:16036525-16039832"
"483","chr5:160138672-160139442","chrX:105805717-105821741"
"484","chr2:185599195-185617434","chr12:51582921-51592889"
"485","chr5:36043415-36046665","chr9:19698615-19700137"
"486","chr1:45897430-45923422","chr6:104828874-104864968"
"487","chr10:86175962-86195240","chr5:99465650-99474162"
"488","chr5:139379737-139386321","chr1:206989832-207040385"
"489","chr11:60383243-60388137","chr5:90880568-90892934"
"490","chr18:77477060-77520779","chr13:70748434-70749232"
"491","chr20:14319170-14348042","chr6:22373412-22407626"
"492","chr5:128678699-128681202","chr11:71069746-71074618"
"493","chr4:96732982-96767151","chr10:96264760-96266403"
"494","chr18:29633808-29634585","chr13:44721334-44737434"
"495","chr13:56096834-56129496","chr6:72418120-72421935"
"496","chr14:37228632-37262083","chr17:24045781-24058139"
"497","chr10:61217899-61236946","chrMT:13862-13957"
"498","chr6:104844523-104864968","chr16:10585949-10603855"
"499","chr5:159113203-159119213","chr1:225201312-225202658"
"500","chr1:6804365-6816920","chr18:48505040-48531023"
