"","chr","start","end","value"
"120","chr9",73752937,73799430,0
"121","chr13",68736732,68756721,0
"122","chr6",125523808,125553497,0
"123","chr13",69077866,69083366,0
"124","chr2",197722898,197836197,0
"125","chr8",87268950,87273285,0
"126","chr1",78369712,78370333,0
"127","chr4",64894605,64899587,0
"128","chr9",50892486,50906966,0
"129","chr4",82682367,82692626,0
"130","chr1",99510577,99533851,0
"131","chr5",12171585,12172003,0
"132","chr5",13064947,13076754,0
"133","chr16",3060713,3072642,0
"134","chr18",48505040,48521166,0
"135","chr5",12156802,12172003,0
"136","chr2",188308301,188309036,0
"137","chr1",15488392,15514085,0
"138","chr19",39164242,39195019,0
"139","chr5",144367260,144380803,0
"140","chr1",36417425,36419485,0
"141","chr15",108315938,108318732,0
"142","chr5",148050939,148060187,0
"143","chr6",22362488,22407626,0
"144","chr7",129696842,129708614,0
"145","chr17",83502435,83539887,0
"146","chr10",48460656,48470732,0
"147","chr2",34491467,34517560,0
"148","chr1",220039308,220049075,0
"149","chr5",127160496,127165240,0
"150","chr9",119309035,119311107,0
"151","chr8",129617811,129627374,0
"152","chr1",222763689,222775140,0
"153","chr6",10920914,10923681,0
"154","chr7",64024698,64033477,0
"155","chr9",112317485,112342454,0
"156","chr2",113739689,113747247,0
"157","chr6",38617368,38619590,0
"158","chr12",5603316,5604016,0
"159","chr1",114304821,114311513,0
"160","chr8",60814789,60817064,0
"161","chr13",76979427,77004245,0
"162","chr7",120608346,120610489,0
"163","chr3",21782079,21792112,0
"164","chr15",23605382,23606634,0
"165","chr2",140366057,140387503,0
"166","chr5",136420698,136471341,0
"167","chr3",117374371,117382881,0
"168","chr12",5646166,5654694,0
"169","chr4",31220330,31319352,0
"170","chr7",30382502,30388657,0
"171","chr6",136059672,136084622,0
"172","chr10",106673704,106699402,0
"173","chr4",157436084,157436365,0
"174","chr14",37552177,37583161,0
"175","chr6",72418120,72430205,0
"176","chr17",694609,728329,0
"177","chr2",248464229,248613351,0
"178","chr1",201442093,201451005,0
"179","chr3",33465220,33503687,0
"180","chr17",29730437,29757605,0
"181","chrX",46725057,46754070,0
"182","chr5",159085217,159086263,0
"183","chr5",122659399,122678330,0
"184","chr15",51936366,51954838,0
"185","chr3",8548854,8553003,0
"186","chr9",112005677,112008516,0
"187","chr10",92474821,92476192,0
"188","chr2",22950023,22964734,0
"189","chr14",83236400,83236920,0
"190","chr3",2762162,2764477,0
"191","chr12",24505864,24511621,0
"192","chr14",71861197,71877488,0
"193","chr4",152939743,152941737,0
"194","chr2",11780889,11790870,0
"195","chr2",33950934,33955969,0
"196","chr10",81605735,81612625,0
"197","chr18",73479863,73498648,0
"198","chr19",42856166,42920390,0
"199","chr4",27509136,27537918,0
"200","chr2",188269009,188309036,0
"201","chr18",307052,312848,0
"202","chr2",27713879,27755789,0
"203","chr8",50206189,50213003,0
"204","chr13",56114438,56129496,0
"205","chr1",234383455,234538951,0
"206","chr3",123825681,123833222,0
"207","chr12",9297691,9313769,0
"208","chr7",29284390,29288495,0
"209","chr11",69785001,69837765,0
"210","chrX",137709443,137730239,0
"211","chr2",127855809,127866380,0
"212","chrX",51713405,51794841,0
"213","chr18",1318740,1340371,0
"214","chr10",94307816,94320863,0
"215","chr14",43400193,43461320,0
"216","chr7",28987514,28990116,0
"217","chr10",30980709,30993573,0
"218","chr1",20961258,20962540,0
"219","chr8",116554093,116555206,0
"220","chr6",904491,907083,0
"221","chr20",4307892,4499169,0
"222","chr1",235750193,235761819,0
"223","chr14",15086543,15091475,0
"224","chr2",113739689,113745181,0
"225","chr3",15042229,15042609,0
"226","chr5",2257913,2314821,0
"227","chr19",32214551,32215127,0
"228","chr16",62207671,62226896,0
"229","chr10",626473,633049,0
"230","chr11",84632585,84638229,0
"231","chr11",69064518,69068514,0
"232","chr6",45526457,45537399,0
"233","chr12",9273125,9313769,0
"234","chrX",128202172,128205259,0
"235","chr20",3149071,3169368,0
"236","chr8",64635064,64648503,0
"237","chr11",34060062,34073206,0
"238","chr2",257626382,257634977,0
"239","chr6",108797786,108802113,0
"240","chr10",51724607,51739115,0
"241","chr9",46123188,46125984,0
"242","chr8",104504801,104514522,0
"243","chr2",20488617,20555751,0
"244","chr10",110680099,110690679,0
"245","chr10",63908528,63915032,0
"246","chr9",94463647,94481167,0
"247","chr19",22373973,22382073,0
"248","chr2",56061126,56069928,0
"249","chr12",47286246,47292049,0
"250","chr8",23508992,23534941,0
"251","chrX",4876505,4898806,0
"252","chr2",34396320,34434762,0
"253","chr19",19872833,19874612,0
"254","chr9",30099113,30122634,0
"255","chr16",23555919,23600154,0
"256","chr3",140598632,140616459,0
"257","chr2",43012575,43019867,0
"258","chr6",104798968,104846483,0
"259","chr5",75999930,76011558,0
"260","chr1",253120469,253148277,0
"261","chr3",81134588,81143240,0
"262","chr3",140598632,140622850,0
"263","chr5",73937165,73951450,0
"264","chr1",278580846,278620822,0
"265","chr18",75429814,75430443,0
"266","chr12",37373844,37377849,0
"267","chr19",34270069,34305849,0
"268","chr3",54547246,54566332,0
"269","chr12",51960260,51961629,0
"270","chr1",166378662,166385907,0
"271","chr13",95120752,95128782,0
"272","chrY",1142577,1153312,0
"273","chr3",81127393,81159096,0
"274","chr10",30980709,30988908,0
"275","chr14",43420839,43430679,0
"276","chr4",8120652,8149019,0
"277","chr9",81232085,81275269,0
"278","chr2",171170990,171172517,0
"279","chr11",89155750,89180448,0
"280","chr4",115820712,115833021,0
"281","chr11",61121301,61122547,0
"282","chr6",125550201,125569718,0
"283","chr6",86842054,86849086,0
"284","chr13",101502509,101503027,0
"285","chr10",35876013,35876397,0
"286","chr5",105182877,105187360,0
"287","chr12",15075273,15098764,0
"288","chr4",96739878,96767151,0
"289","chr15",34428289,34428656,0
"290","chr13",86424477,86451001,0
"291","chr5",171277663,171281241,0
"292","chr4",58367537,58373168,0
"293","chr13",73203187,73265813,0
"294","chr4",125762257,125789911,0
"295","chr8",73732789,73737419,0
"296","chr13",105699059,105701842,0
"297","chr2",157066595,157082251,0
"298","chr2",178246797,178249289,0
"299","chr8",129123864,129133074,0
"300","chrX",112033981,112050600,0
"301","chr8",60441497,60443706,0
"302","chr5",150850432,150865550,0
"303","chr3",3512475,3517163,0
"304","chr11",83939845,83940879,0
"305","chr1",220039308,220040146,0
"306","chr6",133791092,133795645,0
"307","chr8",73720946,73737419,0
"308","chr2",174336857,174342089,0
"309","chr2",206956638,206976810,0
"310","chr1",3941650,3949063,0
"311","chr5",36043415,36046665,0
"312","chr10",86175962,86195240,0
"313","chr11",60383243,60388137,0
"314","chr5",128678699,128681202,0
"315","chr4",96732982,96767151,0
"316","chr18",29633808,29634585,0
"317","chr14",37228632,37262083,0
"318","chr5",159113203,159119213,0
"319","chr1",6804365,6816920,0
"320","chr8",78908446,78910847,0
"321","chr6",21301779,21308087,0
"322","chr4",96739878,96787475,0
"323","chr10",71515700,71519615,0
"324","chr2",123163417,123170775,0
"325","chr10",110495072,110508344,0
"326","chr5",113794314,113803150,0
"327","chr4",49207203,49287862,0
"328","chr8",64139289,64145423,0
"329","chr12",5593776,5632155,0
"330","chr1",104785950,104795565,0
"331","chr8",79330088,79347376,0
"332","chr3",21878521,21904269,0
"333","chr10",57551345,57563686,0
"334","chr8",45691134,45743143,0
"335","chr9",112317485,112353641,0
"336","chr1",174609600,174613577,0
"337","chr6",49198513,49249731,0
"338","chr5",64346707,64358597,0
"339","chr13",34519015,34528874,0
"340","chr11",31723564,31733245,0
"341","chr4",49207203,49220556,0
"342","chr6",122741264,122741693,0
"343","chr5",50318351,50319000,0
"344","chr9",73752937,73773659,0
"345","chr14",7186515,7190518,0
"346","chr11",86824053,86834088,0
"347","chr11",89316354,89332868,0
"348","chr11",74759325,74786639,0
"349","chr1",204960841,204961691,0
"350","chr15",48165423,48172696,0
"351","chr4",96739878,96745521,0
"352","chr4",151118221,151124504,0
"353","chr5",157863697,157864867,0
"354","chr1",278698312,278749829,0
"355","chr4",10687758,10694249,0
"356","chr2",34462446,34503654,0
"357","chr4",168499186,168517342,0
"358","chr1",154439745,154447475,0
"359","chr17",79609613,79612177,0
"360","chr7",51410270,51416139,0
"361","chr8",124353233,124355370,0
"362","chr4",140870957,140876764,0
"363","chr4",10775672,10777395,0
"364","chrX",139736501,139737195,0
"365","chr3",176914734,176926722,0
"366","chr8",33312321,33317709,0
"367","chr2",187525295,187532740,0
"368","chr13",95193009,95196402,0
"369","chr3",13270114,13288615,0
"370","chr8",65258584,65319417,0
"371","chr16",2138232,2171786,0
"372","chr19",12691066,12713398,0
"373","chr9",88630024,88653711,0
"374","chr15",51822314,51823271,0
"375","chr2",79322029,79429449,0
"376","chr19",42917629,42920390,0
"377","chr6",54522274,54530157,0
"378","chr11",89108654,89110961,0
"379","chr9",121831708,121843361,0
"380","chr6",76591791,76626199,0
"381","chr9",69854064,69860576,0
"382","chr14",45668936,45683858,0
"383","chr8",68539308,68542150,0
"384","chr5",24464482,24478439,0
"385","chr8",112777013,112778440,0
"386","chr4",49201155,49220556,0
"387","chr14",37238505,37254001,0
"388","chr10",16724062,16727861,0
"389","chr7",119987740,119990759,0
"390","chr8",21481642,21490337,0
"391","chr5",8794167,8810643,0
"392","chr8",55398022,55402713,0
"393","chr3",122130941,122141403,0
"394","chr7",62929510,62931338,0
"395","chr9",71954951,71960153,0
"396","chr1",143712491,143723739,0
"397","chr8",72138878,72148728,0
"398","chr7",138739114,138820528,0
"399","chr3",172518176,172524861,0
"400","chr14",113838631,113857380,0
"401","chr1",204960841,204980121,0
"402","chr1",91873487,91879026,0
"403","chr6",125568127,125569718,0
"404","chr6",104828874,104846483,0
"405","chr8",90470886,90483077,0
"406","chr1",238998947,239014340,0
"407","chr6",107055966,107056470,0
"408","chr4",22280005,22380316,0
"409","chr2",29105950,29114770,0
"410","chr5",76711755,76728269,0
"411","chr9",51469347,51524024,0
"412","chr5",152619586,152621233,0
"413","chr2",44554761,44564131,0
"414","chr5",166485517,166492515,0
"415","chr10",110101466,110101880,0
"416","chr12",10527308,10534434,0
"417","chr4",28488037,28520904,0
"418","chr2",247429495,247446708,0
"419","chr5",21277740,21297927,0
"420","chr5",100523899,100640984,0
"421","chr17",79740146,79777211,0
"422","chr13",44907813,44937796,0
"423","chr4",82682367,82685493,0
"424","chr2",31816052,31816763,0
"425","chr7",2558105,2558739,0
"426","chr10",85169572,85172858,0
"427","chr3",123077758,123078115,0
"428","chr18",17404077,17496916,0
"429","chr9",94463647,94474809,0
"430","chr8",61027213,61034811,0
"431","chr6",72717570,72737402,0
"432","chr20",43092420,43093954,0
"433","chr13",73615097,73622224,0
"434","chr5",24473219,24478439,0
"435","chr5",119097703,119129476,0
"436","chr8",72231561,72261300,0
"437","chr15",6349802,6464312,0
"438","chr1",15488392,15494771,0
"439","chr12",9229552,9240810,0
"440","chr6",124596541,124629605,0
"441","chr6",7623900,7698590,0
"442","chr9",82580816,82598718,0
"443","chr5",73937165,73955766,0
"444","chr6",129621583,129660096,0
"445","chr7",64959567,64961215,0
"446","chr14",60581951,60586776,0
"447","chr8",85436186,85444178,0
"448","chr5",128714471,128733959,0
"449","chr19",22143683,22179584,0
"450","chr6",109850518,109875835,0
"451","chr1",25767968,25787662,0
"452","chrX",119115334,119117197,0
"453","chr14",106492370,106500203,0
"454","chr16",7577726,7586144,0
"455","chr8",26290097,26294259,0
"456","chr16",49367616,49369496,0
"457","chr18",31461554,31463598,0
"458","chr10",61207781,61217982,0
"459","chr2",188298849,188309036,0
"460","chr6",125568127,125594377,0
"461","chr17",34787652,34799549,0
"462","chr19",37629883,37633959,0
"463","chr8",64205386,64214997,0
"464","chr17",5511386,5548199,0
"465","chr1",116643750,116660509,0
"466","chr7",123600187,123634890,0
"467","chrX",105071497,105074006,0
"468","chr13",35597462,35668970,0
"469","chr19",15151107,15207439,0
"470","chr16",71849834,71853546,0
"471","chr1",175252582,175284224,0
"472","chr12",40329454,40332371,0
"473","chr3",166743545,166746478,0
"474","chr9",112317485,112318444,0
"475","chr19",30869716,30870010,0
"476","chr4",152355108,152355930,0
"477","chr18",1803205,1821146,0
"478","chr16",49648477,49663240,0
"479","chr1",278580846,278594581,0
"480","chrX",123718252,123720910,0
"481","chr5",136420692,136471341,0
"482","chr1",247944245,247960553,0
"483","chr6",96487054,96541680,0
"484","chr2",20488617,20531444,0
"485","chr1",139943398,139956356,0
"486","chr19",25886356,25903940,0
"487","chr4",150781208,150803194,0
"488","chr11",84619089,84633565,0
"489","chr8",64712695,64734479,0
"490","chr20",34646376,34656748,0
"491","chr10",43539819,43542903,0
"492","chr12",24301970,24306006,0
"493","chr1",163203870,163216364,0
"494","chr5",75990187,76011558,0
"495","chr9",11194239,11219449,0
"496","chr17",9858124,9861877,0
"497","chr1",116604549,116610544,0
"498","chr3",148837814,148852242,0
"499","chr2",49109238,49112006,0
"500","chr8",104493052,104514522,0
"501","chr1",166351174,166368428,0
"502","chr9",43968846,43977575,0
"503","chr5",147482283,147483432,0
"504","chr17",81177595,81187710,0
"505","chr16",2121549,2126628,0
"506","chr6",124625936,124677509,0
"507","chr10",62623758,62664462,0
"508","chr16",2297907,2304875,0
"509","chr8",12160079,12161683,0
"510","chr16",2114006,2126628,0
"511","chr8",104192886,104202285,0
"512","chr15",56804970,56818325,0
"513","chr2",113177840,113198013,0
"514","chr14",104268362,104277402,0
"515","chr20",5347661,5414567,0
"516","chr2",20507150,20519067,0
"517","chr2",189405958,189406741,0
"518","chr13",107733302,107749528,0
"519","chr17",81173780,81187710,0
"520","chr5",78495231,78516521,0
"521","chr1",92039556,92043956,0
"522","chr4",152526403,152536014,0
"523","chr7",130522030,130524289,0
"524","chr3",38609106,38614592,0
"525","chr5",106171074,106171781,0
"526","chr1",47030544,47032563,0
"527","chr14",43420836,43430679,0
"528","chr13",41898165,41907307,0
"529","chr18",1337228,1354828,0
"530","chr17",84855705,84901793,0
"531","chr1",220047471,220049075,0
"532","chr13",98386342,98403224,0
"533","chr2",54755242,54768987,0
"534","chr10",67965487,67982051,0
"535","chr3",56148805,56152705,0
"536","chr9",10773884,10775310,0
"537","chr9",53475012,53508890,0
"538","chr2",93488471,93495152,0
"539","chr4",131366412,131382968,0
"540","chr5",129621176,129647021,0
"541","chr7",29286904,29288495,0
"542","chr1",261347528,261350203,0
"543","chr6",4278307,4315062,0
"544","chr3",81134588,81159096,0
"545","chr8",64724416,64763815,0
"546","chr3",136874645,136896550,0
"547","chr1",141877382,141880461,0
"548","chr17",79345740,79391846,0
"549","chr2",94716330,94720889,0
"550","chr2",144876416,144917472,0
"551","chr13",34515329,34528874,0
"552","chr1",253147925,253148277,0
"553","chr1",201183051,201188802,0
"554","chr19",2506536,2521388,0
"555","chr19",43119868,43124021,0
"556","chr6",104862169,104864968,0
"557","chr2",33933956,33955969,0
"558","chr17",29730437,29731094,0
"559","chr4",66172555,66200637,0
"560","chr10",81736165,81755839,0
"561","chr14",81556164,81560858,0
"562","chr19",32527921,32528958,0
"563","chrY",1126684,1153312,0
"564","chr3",54509941,54566332,0
"565","chr1",104792188,104821976,0
"566","chr14",110683107,110709166,0
"567","chr7",60390972,60408823,0
"568","chr1",185261106,185267832,0
"569","chr5",127856624,127858366,0
"570","chr17",84872804,84888911,0
"571","chr4",151118221,151123637,0
"572","chr17",63849305,63879166,0
"573","chr19",42911935,42920390,0
"574","chr4",158103902,158108668,0
"575","chr15",24302102,24308087,0
"576","chr6",28022406,28051704,0
"577","chr5",136420692,136447778,0
"578","chr5",155702728,155709264,0
"579","chr17",27592203,27602936,0
"580","chr9",10683822,10690477,0
"581","chr1",6800132,6819230,0
"582","chr1",278698312,278731755,0
"583","chr19",31878182,31886209,0
"584","chr3",59678949,59680308,0
"585","chr3",33465220,33467909,0
"586","chr11",34065892,34070810,0
"587","chr1",221158617,221158790,0
"588","chr18",69634006,69657373,0
"589","chr3",157028112,157040380,0
"590","chr17",6857810,6864981,0
"591","chr17",87758882,87771508,0
"592","chr9",1442054,1446134,0
"593","chr2",56451097,56456188,0
"594","chr1",47030544,47077979,0
"595","chr13",109457218,109471561,0
"596","chr10",61464686,61498597,0
"597","chr18",14595550,14610978,0
"598","chr5",156506448,156517254,0
"599","chr1",251262192,251269854,0
"600","chr2",206534104,206536360,0
"601","chr11",84369373,84379343,0
"602","chr5",136437825,136447778,0
"603","chr1",278580846,278749829,0
"604","chr6",76613549,76626199,0
"605","chr4",85481108,85484856,0
"606","chrX",71119280,71121063,0
"607","chr13",35597462,35608096,0
"608","chr9",66964853,66976610,0
"609","chr1",154405931,154425509,0
"610","chr2",24065908,24073884,0
"611","chr10",51724607,51734014,0
"612","chr2",21915465,21921128,0
"613","chr6",137924572,137936007,0
"614","chrX",72273709,72304246,0
"615","chr10",94083626,94187819,0
"616","chr17",694609,739440,0
"617","chr2",34396320,34404958,0
"618","chr1",204959173,204961691,0
"619","chr8",21643844,21652864,0
"620","chr13",95914250,95932651,0
"621","chr1",165414771,165415667,0
"622","chr1",282490425,282498880,0
"623","chr4",3972586,3976284,0
"624","chr6",22373412,22407626,0
"625","chr18",48443339,48505167,0
"626","chr2",93460344,93495152,0
"627","chr5",117716189,117725823,0
"628","chr20",32513668,32523997,0
"629","chr3",112896028,112899649,0
"630","chr6",91933750,91961861,0
"631","chr9",113918918,113927885,0
"632","chr16",3068022,3072642,0
"633","chr9",10347615,10349027,0
"634","chr16",32120310,32121085,0
"635","chr9",113534327,113545068,0
"636","chr14",108446849,108456923,0
"637","chr14",88724076,88725530,0
"638","chr2",240854068,240867796,0
"639","chr12",25431710,25435591,0
"640","chr8",23851919,23884848,0
"641","chr10",77769631,77772738,0
"642","chr12",14689166,14703546,0
"643","chr7",62899716,62978098,0
"644","chr3",140614866,140622850,0
"645","chr1",198932174,198934500,0
"646","chr3",13510410,13602354,0
"647","chr7",118173410,118179266,0
"648","chr1",279235046,279248435,0
"649","chr12",43501060,43510832,0
"650","chrX",144328480,144330480,0
"651","chr4",176868013,176879489,0
"652","chr7",28987514,28992637,0
"653","chr10",71322147,71323079,0
"654","chr4",115104274,115106428,0
"655","chr4",158242270,158244493,0
"656","chr1",150830996,150846872,0
"657","chr12",14654706,14703546,0
"658","chrX",135406401,135419614,0
"659","chr4",117422680,117442928,0
"660","chr15",55485728,55488198,0
"661","chr16",11046372,11051389,0
"662","chr6",136059672,136071884,0
"663","chr2",238023879,238038227,0
"664","chr10",110043769,110090416,0
"665","chr4",168296980,168297373,0
"666","chr5",36040325,36046665,0
"667","chr5",119207376,119211535,0
"668","chr2",189226433,189230967,0
"669","chr4",8223840,8242710,0
"670","chr7",62899716,62931338,0
"671","chr18",63784568,63844188,0
"672","chr14",43511710,43517916,0
"673","chr4",151118221,151148873,0
"674","chr6",12179226,12194014,0
"675","chr3",119264196,119265879,0
"676","chr17",79761095,79777211,0
"677","chr5",7763385,7764306,0
"678","chr5",151944769,151947717,0
"679","chr15",51936366,51944899,0
"680","chr3",123819852,123833222,0
"681","chr5",7830490,7872679,0
"682","chr19",37135068,37156867,0
"683","chr4",99275917,99291251,0
"684","chr9",65361368,65364133,0
"685","chr6",7547050,7572651,0
"686","chr10",18218676,18238682,0
"687","chr8",64205386,64233082,0
"688","chr2",20507150,20531444,0
"689","chr4",100760040,100783015,0
"690","chr8",71336875,71337745,0
"691","chr11",31974630,31979720,0
"692","chr14",108013275,108020828,0
"693","chr17",79367996,79561626,0
"694","chr5",136420698,136447778,0
"695","chr6",125538240,125594377,0
"696","chr16",2115374,2126628,0
"697","chr4",62617602,62619866,0
"698","chr15",103872241,103886205,0
"699","chr5",167516581,167547741,0
"700","chr4",58714647,58748928,0
"701","chr18",71136036,71149287,0
"702","chr1",150887401,150961642,0
"703","chr9",121831708,121862897,0
"704","chr14",81667646,81672500,0
"705","chr11",84619089,84638229,0
"706","chr1",134843160,134848903,0
"707","chr11",34611539,34616155,0
"708","chr2",104882050,104908155,0
"709","chr18",27261576,27278436,0
"710","chr1",150937283,150961642,0
"711","chr3",13510410,13522529,0
"712","chr5",116593430,116658945,0
"713","chr18",1803205,1819028,0
"714","chr10",43227922,43229953,0
"715","chr6",9421744,9434931,0
"716","chr1",128239552,128243030,0
"717","chr1",203272587,203286711,0
"718","chr3",140058428,140061239,0
"719","chrX",51692026,51794841,0
"720","chr6",76487880,76492176,0
"721","chr5",19536900,19546064,0
"722","chr8",73704074,73737419,0
"723","chr8",118066987,118085473,0
"724","chr8",119447348,119465058,0
"725","chr9",46104677,46105695,0
"726","chr9",54232163,54235344,0
"727","chr12",25001615,25002399,0
"728","chr6",136059672,136093254,0
"729","chr11",68722906,68725314,0
"730","chr10",72369079,72371838,0
"731","chr1",8846801,8860029,0
"732","chr4",28457541,28467072,0
"733","chr5",129413066,129457884,0
"734","chr19",42781069,42920390,0
"735","chr5",167516581,167526275,0
"736","chr5",127620259,127629649,0
"737","chr12",5612049,5619907,0
"738","chrX",63177769,63182385,0
"739","chr2",80226167,80234308,0
"740","chr1",21142145,21164430,0
"741","chr4",66172555,66219277,0
"742","chr1",122605870,122678378,0
"743","chr5",74954384,74956829,0
"744","chr6",9405093,9434931,0
"745","chr17",53963185,53968528,0
"746","chr7",72800253,72804218,0
"747","chr10",18326421,18402658,0
"748","chr6",129864989,129890111,0
"749","chr15",88651499,88659273,0
"750","chr3",112752502,112762808,0
"751","chr5",40847502,40856420,0
"752","chr9",113534378,113545068,0
"753","chr10",46771409,46776306,0
"754","chr1",126188351,126195625,0
"755","chr10",37764317,37764822,0
"756","chr2",38096882,38097500,0
"757","chr4",49210934,49220556,0
"758","chr1",243373401,243376079,0
"759","chr5",7817336,7872679,0
"760","chr18",3175483,3176344,0
"761","chr3",94360855,94363073,0
"762","chr11",34611539,34631134,0
"763","chr1",126573474,126583015,0
"764","chr11",24491881,24498116,0
"765","chr6",136102013,136107031,0
"766","chr14",60573253,60586776,0
"767","chr1",246648294,246649407,0
"768","chr18",61308852,61311205,0
"769","chr6",3328492,3345418,0
"770","chr2",113322714,113345579,0
"771","chr10",29318809,29319752,0
"772","chr5",154919349,154929004,0
"773","chr5",100493404,100640984,0
"774","chr4",66193731,66200637,0
"775","chr9",92325183,92327598,0
"776","chr10",35876034,35876397,0
"777","chr1",247944245,247945662,0
"778","chr17",36602134,36627167,0
"779","chr8",439822,456940,0
"780","chr11",89434192,89447041,0
"781","chr5",127852669,127857017,0
"782","chr5",160066006,160070914,0
"783","chr5",7703776,7780390,0
"784","chr1",164025518,164064815,0
"785","chr4",161652798,161658514,0
"786","chr1",175200414,175218889,0
"787","chr12",30082881,30083826,0
"788","chr17",52477332,52555114,0
"789","chr2",34373875,34404958,0
"790","chr4",66172555,66232564,0
"791","chr18",81289815,81428974,0
"792","chr18",61323689,61340634,0
"793","chr3",54509941,54519757,0
"794","chr12",628708,636629,0
"795","chr4",58469325,58485447,0
"796","chr6",135786660,135797661,0
"797","chr8",26290097,26303578,0
"798","chr4",49207203,49232570,0
"799","chr17",5514017,5571375,0
"800","chr15",70790038,70792497,0
"801","chr19",34249087,34272192,0
"802","chr9",37910962,37923009,0
"803","chr11",57442466,57454443,0
"804","chr17",5429865,5436758,0
"805","chr11",34495233,34500943,0
"806","chr20",27278618,27279990,0
"807","chr10",57549452,57549919,0
"808","chr7",102723273,102724348,0
"809","chr1",219018599,219028923,0
"810","chr15",70790038,70819895,0
"811","chr4",171770056,171787877,0
"812","chr2",226925637,226942478,0
"813","chr13",113832448,113836291,0
"814","chr8",72065616,72067595,0
"815","chr10",29318809,29330456,0
"816","chr16",83050847,83058847,0
"817","chr1",166231693,166259335,0
"818","chr6",76620895,76626199,0
"819","chr8",28018432,28026404,0
"820","chr4",8223840,8241173,0
"821","chr11",31943121,31955266,0
"822","chr5",147363511,147368505,0
"823","chr3",81121255,81143240,0
