"","chr","start","end","value"
"177","chr2",128562842,128636642,0
"178","chr2",145501970,145513090,0
"179","chr2",150755405,150756431,0
"180","chr2",154520979,154532393,0
"181","chr2",171170990,171172517,0
"183","chr2",198276002,198284858,0
"184","chr2",20488617,20531444,0
"185","chr2",20507150,20531444,0
"186","chr2",223285167,223304322,0
"187","chr2",227293654,227302440,0
"189","chr2",22950023,22964734,0
"190","chr2",231383147,231409493,0
"191","chr2",247423411,247446708,0
"192","chr2",247429495,247446708,0
"193","chr2",247883196,247883725,0
"194","chr2",251176578,251376470,0
"195","chr2",34373875,34404958,0
"196","chr2",34373875,34476222,0
"197","chr2",34373875,34503654,0
"198","chr2",34396320,34434762,0
"199","chr2",34462446,34503654,0
"200","chr2",34476081,34503654,0
"201","chr2",34574151,34576926,0
"202","chr2",38006903,38014366,0
"203","chr2",57320683,57321619,0
"204","chr2",80205151,80234308,0
"205","chr2",80215799,80234308,0
"206","chr2",80226167,80234308,0
"208","chr20",19767793,19780300,0
"210","chr20",27409750,27415954,0
"211","chr3",10659684,10663946,0
"212","chr3",117374371,117382881,0
"213","chr3",140598632,140622850,0
"214","chr3",157028112,157040380,0
"215","chr3",157039863,157040380,0
"216","chr3",161474539,161487731,0
"217","chr3",172518176,172524861,0
"219","chr3",21721366,21756744,0
"220","chr3",21828368,21904269,0
"222","chr3",44500847,44522988,0
"223","chr3",50948203,50963230,0
"224","chr3",54509941,54548558,0
"225","chr3",60744743,60748589,0
"226","chr3",63717453,63756786,0
"227","chr3",82716131,82725485,0
"229","chr3",8887351,8892631,0
"231","chr4",115636561,115643263,0
"233","chr4",117422680,117446827,0
"234","chr4",125771760,125789911,0
"236","chr4",133205267,133215619,0
"237","chr4",148048163,148052917,0
"238","chr4",151118221,151124504,0
"239","chr4",151118221,151148873,0
"241","chr4",176868013,176879489,0
"242","chr4",182811463,182826795,0
"246","chr4",38263240,38271681,0
"247","chr4",50180977,50200342,0
"248","chr4",58420810,58485447,0
"250","chr4",62265575,62278188,0
"251","chr4",7695555,7707693,0
"252","chr4",8223840,8241173,0
"253","chr4",82682367,82692626,0
"254","chr5",103106261,103201011,0
"255","chr5",106171074,106171781,0
"257","chr5",122659399,122678330,0
"258","chr5",127160496,127165240,0
"259","chr5",127620259,127635191,0
"261","chr5",139394727,139421497,0
"264","chr5",144931944,144942704,0
"265","chr5",148050939,148054556,0
"266","chr5",155702728,155709264,0
"268","chr5",166485517,166492515,0
"269","chr5",64346707,64358597,0
"270","chr5",75293219,75297323,0
"271","chr5",7763385,7798747,0
"272","chr5",8808346,8810643,0
"273","chr5",92962208,92983896,0
"274","chr6",104798968,104846483,0
"275","chr6",108549456,108552990,0
"276","chr6",108573912,108589418,0
"277","chr6",10961830,10979314,0
"278","chr6",125438435,125594377,0
"279","chr6",125538240,125590030,0
"280","chr6",125538240,125594377,0
"281","chr6",125550201,125569718,0
"285","chr6",1613963,1614878,0
"286","chr6",19003638,19012898,0
"287","chr6",19003638,19027905,0
"288","chr6",21334766,21354603,0
"289","chr6",21536571,21540152,0
"290","chr6",21539861,21540152,0
"291","chr6",25599319,25605180,0
"292","chr6",4259110,4315062,0
"293","chr6",4298605,4315062,0
"294","chr6",49198513,49218570,0
"295","chr6",49198513,49249731,0
"297","chr6",72537858,72538290,0
"298","chr6",72548978,72550668,0
"300","chr6",73357940,73361828,0
"301","chr6",78285568,78298091,0
"302","chr6",80085774,80092480,0
"303","chr7",102723273,102723586,0
"304","chr7",102723273,102724348,0
"305","chr7",26522315,26526603,0
"306","chr7",27108142,27134842,0
"307","chr7",30382502,30388657,0
"308","chr7",41167312,41167751,0
"309","chr7",51410270,51416139,0
"310","chr7",62929510,62931338,0
"311","chr7",62929510,62949077,0
"312","chr7",62948952,62978098,0
"313","chr7",64125692,64131186,0
"314","chr7",70688610,70697117,0
"315","chr7",72043294,72073470,0
"316","chr7",90253169,90253772,0
"317","chr8",100006687,100026871,0
"318","chr8",102143262,102147002,0
"319","chr8",104199588,104202285,0
"320","chr8",119447348,119465058,0
"321","chr8",119844188,119860035,0
"322","chr8",119844188,119861690,0
"323","chr8",39790059,39807952,0
"324","chr8",45691134,45743143,0
"325","chr8",45691134,45747011,0
"326","chr8",50206189,50213003,0
"327","chr8",59736470,59745377,0
"328","chr8",60441497,60443706,0
"330","chr8",61027213,61034811,0
"331","chr8",61701009,61715390,0
"332","chr8",63332376,63335340,0
"333","chr8",64724416,64749357,0
"334","chr8",64724416,64763815,0
"335","chr8",64739402,64749357,0
"336","chr8",70524346,70532815,0
"337","chr8",78229134,78233432,0
"338","chr8",85436186,85444178,0
"340","chr8",94718121,94730732,0
"343","chr9",112317485,112353641,0
"345","chr9",113918918,113928459,0
"346","chr9",119309035,119311107,0
"347","chr9",119615345,119617261,0
"348","chr9",18653895,18660843,0
"349","chr9",20817077,20839897,0
"350","chr9",38321692,38326937,0
"351","chr9",43968846,43977575,0
"352","chr9",65019533,65040855,0
"353","chr9",66618610,66620541,0
"354","chr9",67331634,67341341,0
"355","chr9",75051555,75060794,0
"356","chr9",94463647,94504892,0
"357","chr9",96769379,96775060,0
"358","chr9",98245065,98252082,0
"361","chrX",157320211,157323891,0
"362","chrX",157321814,157323322,0
"363","chrX",51713405,51794841,0
"364","chrX",52134152,52181132,0
"365","chrX",68338536,68352920,0
"366","chrX",75174388,75174831,0
