"","chr","start","end","value"
"166","chr1",1815756,1839238,3.46666666666667
"167","chr10",68025546,68044563,1.46666666666667
"168","chr2",161179614,161204793,3.23333333333333
"169","chr13",40826506,40855815,2.13333333333333
"170","chr1",9931891,9934860,20.4333333333333
"171","chr4",75790150,75790797,2.13333333333333
"172","chr4",48369849,48394653,2.9
"173","chr12",111679151,111683307,1.76666666666667
"174","chr14",76166663,76195972,2.2
"175","chr6",18159883,18166378,2.13333333333333
"176","chr1",151024611,151025673,5.43333333333333
"177","chr14",65430216,65455718,4.8
"178","chr4",185247294,185267155,3.4
"179","chr16",83906987,83912367,3.7
"180","chr16",11020193,11061022,5.9
"181","chr19",19492306,19492712,1.8
"182","chr13",49196877,49198574,1.9
"183","chr19",49196440,49196874,1.9
"184","chr7",22291175,22318037,25.5
"185","chr12",19462510,19473355,5.2
"186","chr14",76166663,76180849,2.9
"187","chr14",80895718,80906081,2.13333333333333
"188","chr9",97994631,97998678,1.63333333333333
"189","chr2",190900564,190924593,12.5
"190","chr2",210153495,210154611,4.5
"191","chr9",96320998,96324169,2.7
"192","chr12",57467333,57468224,2.26666666666667
"193","chr4",87046166,87047594,18.5333333333333
"194","chr1",20749723,20773610,4.33333333333333
"195","chr22",29978442,29991670,1.73333333333333
"196","chr1",32948222,32949774,12.8666666666667
"197","chr6",170543601,170549113,3
"198","chr13",21167988,21168399,5
"199","chr21",44855210,44861271,7.86666666666667
"200","chr1",153665220,153668557,1.73333333333333
"201","chr11",66639700,66640123,2.2
"202","chr15",41696075,41699159,4.86666666666667
"203","chr17",29684563,29703062,4.33333333333333
"204","chr7",152309966,152315338,8.2
"205","chr7",100355143,100355804,3.83333333333333
"206","chr9",16727797,16738485,5.33333333333333
"207","chr2",63856306,63857936,11.5333333333333
"208","chr12",104927973,104928694,8.96666666666667
"209","chr1",224952670,225007544,1.73333333333333
"210","chr12",120557282,120557682,8.13333333333333
"211","chr1",25340474,25351693,1.6
"212","chr3",57890041,57896932,2.3
"213","chr13",60439688,60460540,5.06666666666667
"214","chr1",36361221,36362656,2.76666666666667
"215","chr4",73090667,73092300,27.7
"216","chr21",46349012,46349820,4
"217","chr5",79640851,79669028,2.56666666666667
"218","chr3",171188702,171194635,2.8
"219","chr1",113834910,113855049,6.13333333333333
"220","chr5",95755396,95763620,37.7333333333333
"221","chr12",108652272,108654410,31.5333333333333
"222","chr4",177353308,177360677,7.26666666666667
"223","chr8",94537103,94538346,1.63333333333333
"224","chr18",54159765,54205157,1.96666666666667
"225","chr9",35228015,35243364,2.56666666666667
"226","chr1",247155566,247159813,39.6333333333333
"227","chrX",155415575,155419562,1.86666666666667
"228","chr11",36393846,36419303,3.2
"229","chr7",22308339,22318037,14.3
"230","chr2",202555252,202556531,2.03333333333333
"231","chr6",107921797,107929514,3.13333333333333
"232","chr10",91996369,92008275,1.4
"233","chr1",206935486,206935698,1.7
"234","chr4",61934840,61998265,6.56666666666667
"235","chr13",75560753,75569507,9.46666666666667
"236","chr17",67928355,67929487,1.4
"237","chr16",19616114,19652090,1.53333333333333
"238","chr15",100564692,100565265,2.03333333333333
"239","chr6",75634707,75670720,1.73333333333333
"240","chrX",119640692,119653040,2.56666666666667
"241","chr1",155676548,155784089,5.66666666666667
"242","chr1",161778244,161784096,1.46666666666667
"243","chr8",37765526,37766355,9
"244","chr19",45277923,45280734,2.13333333333333
"245","chr8",51845661,51861246,2.56666666666667
"246","chr11",114580132,114583021,7.6
"247","chr11",85974708,85983973,3.66666666666667
"248","chr18",44701175,44701832,1.43333333333333
"249","chr3",169976946,169988359,14.6
"250","chr17",62033787,62035608,7.73333333333333
"251","chr9",111578796,111586165,2.56666666666667
"252","chr9",18336332,18362182,2.46666666666667
"253","chr15",100330889,100334180,3.1
"254","chr1",200043774,200120955,3.83333333333333
"255","chr3",12312380,12392752,2.5
"256","chr10",32451592,32474023,1.76666666666667
"257","chr18",62539681,62550460,4.9
"258","chr3",170113360,170122744,2.26666666666667
"259","chr13",48077153,48090418,2.3
"260","chr14",102040236,102040673,10
"261","chr3",188406112,188524787,1.36666666666667
"262","chr12",29339851,29341816,2.1
"263","chr2",44704283,44715353,1.96666666666667
"264","chr6",135039573,135042126,4.73333333333333
"265","chr11",108227595,108229323,3.8
"266","chr9",18336332,18382646,2.63333333333333
"267","chr18",49929512,49937397,7.43333333333333
"268","chr4",75012425,75013150,4.16666666666667
"269","chr18",9583117,9595102,9.03333333333333
"270","chr14",79697630,79805190,3.3
"271","chr14",89161701,89162969,3.6
"272","chr2",58198594,58232112,12.2
"273","chr18",24064140,24069271,6.96666666666667
"274","chr11",86022367,86031611,3.1
"275","chr6",13639563,13644729,2.26666666666667
"276","chr1",197642711,197658369,14.7666666666667
"277","chr17",51217334,51225209,1.8
"278","chr9",4823548,4833228,3.16666666666667
"279","chrX",150592605,150619139,4.8
"280","chr16",28487456,28489386,2.5
"281","chr4",42503450,42543986,1.56666666666667
"282","chr15",63532647,63537156,3.26666666666667
"283","chr13",40940921,40943925,2.73333333333333
"284","chr1",179120190,179121867,2.53333333333333
"285","chr17",47361378,47379253,2.93333333333333
"286","chr7",98190728,98194572,8.36666666666667
"287","chr4",82878730,82881937,2.33333333333333
"288","chr22",45689712,45702847,2.5
"289","chr2",69337898,69338565,2.33333333333333
"290","chr3",197865423,197875775,24.3
"291","chr11",85996826,86003451,12.7666666666667
"292","chrX",80288906,80310233,5.83333333333333
"293","chr14",35126735,35180777,2
"294","chr9",92256680,92269983,1.5
"295","chr3",128806372,128807671,1.83333333333333
"296","chr11",73707420,73718890,4.33333333333333
"297","chr4",77773081,77776392,10.8333333333333
"298","chr5",74745678,74750667,3.13333333333333
"299","chr22",38494630,38501280,2.33333333333333
"300","chr7",55982210,55983868,2.46666666666667
"301","chr15",85113873,85117839,2.66666666666667
"302","chr8",132722040,132757294,2.26666666666667
"303","chr3",49967470,49975392,4.1
"304","chr12",1027748,1028572,3.56666666666667
"305","chr5",73058433,73077493,6.56666666666667
"306","chr1",45566569,45567020,2.1
"307","chr1",77711747,77715868,4.1
"308","chr6",161048616,161049979,1.73333333333333
"309","chr10",5794885,5800705,13.3
"310","chr15",43398038,43401850,1.7
"311","chr13",99238427,99244624,11.8333333333333
"312","chr10",110881233,110890670,5.83333333333333
"313","chr1",51827796,51834170,4.46666666666667
"314","chr5",73078180,73082825,3.3
"315","chr1",206935486,206937188,2.36666666666667
"316","chr22",43039780,43046573,2.7
"317","chr6",131145285,131169273,2
"318","chr14",30715924,30734858,2.4
"319","chr1",61694697,61696534,1.43333333333333
"320","chr16",74459682,74463479,3.76666666666667
"321","chr3",172251260,172310881,6.26666666666667
"322","chr7",105073619,105078963,1.86666666666667
"323","chr17",56848696,56856625,4.16666666666667
"324","chr11",85974708,86031611,2.93333333333333
"325","chr16",11020193,11126146,6.36666666666667
"326","chr3",56627037,56628614,8
"327","chr2",99169550,99171429,5.9
"328","chr7",27785163,27800090,1.66666666666667
"329","chr3",155829688,155834041,2.96666666666667
"330","chr6",144781922,144803147,5.9
"331","chr2",26364302,26375148,2.36666666666667
"332","chr2",202755538,202759353,3.4
"333","chrX",150736595,150737448,4.93333333333333
"334","chr11",33286413,33287511,106.033333333333
"335","chr10",67988663,68014186,1.66666666666667
"336","chr20",32366384,32371874,8.13333333333333
"337","chr12",128814775,128815070,4.53333333333333
"338","chr3",134175609,134195182,2.83333333333333
"339","chr6",87215903,87218731,18.9666666666667
"340","chr7",11061791,11111467,1.36666666666667
"341","chr2",109564366,109593119,5.26666666666667
"342","chr12",116096669,116111512,6.5
"343","chrX",107840670,107854704,2.66666666666667
"344","chr5",61472681,61473037,6.4
"345","chr3",183643480,183651276,4.96666666666667
"346","chr3",57242856,57248351,4.06666666666667
"347","chr1",172555869,172557794,2.63333333333333
"348","chr19",12679457,12680325,1.66666666666667
"349","chr7",70762870,70771644,2.26666666666667
"350","chr3",71041328,71053773,14.3333333333333
"351","chr19",23831597,23833112,2.8
"352","chr14",50150008,50153173,1.8
"353","chr11",119273868,119274953,2.26666666666667
"354","chr8",116655856,116658980,1.86666666666667
"355","chr1",70292388,70315566,6.63333333333333
"356","chr11",108301648,108304852,1.56666666666667
"357","chr2",44209210,44218537,4.5
"358","chr5",61472681,61494410,2.86666666666667
"359","chrX",148661908,148662768,2.43333333333333
"360","chr9",19286769,19305527,2.2
"361","chr2",61112522,61118116,3.03333333333333
"362","chr5",84060300,84066606,10.3666666666667
"363","chr15",51451645,51453641,1.96666666666667
"364","chr16",19616114,19647882,3.73333333333333
"365","chr3",37121492,37149038,1.6
"366","chr4",38089932,38103157,7.56666666666667
"367","chr13",77719532,77753358,3.5
"368","chr1",155676548,155679512,50.1666666666667
"369","chr1",151166934,151167414,3.16666666666667
"370","chr12",50427762,50429090,2.13333333333333
"371","chr5",118928537,118944649,1.63333333333333
"372","chr13",49168613,49178654,2.56666666666667
"373","chr9",14639896,14680162,5.96666666666667
"374","chr21",15014344,15043574,21.7333333333333
"375","chr15",90217439,90219891,1.56666666666667
"376","chr3",179203544,179204588,2.63333333333333
"377","chr2",95148885,95153259,5.83333333333333
"378","chr17",82763965,82781721,5.56666666666667
"379","chr7",158788004,158799072,13.5
"380","chr9",96522506,96565483,3.3
"381","chr2",61495455,61498913,2.03333333333333
"382","chr7",156826605,156836885,7.13333333333333
"383","chr8",86368939,86381629,1.6
"384","chr11",72757767,72759381,2.13333333333333
"385","chr18",9195551,9221999,5.23333333333333
"386","chr5",171183199,171205612,1.73333333333333
"387","chr13",95723242,95725252,3.46666666666667
"388","chr2",168063500,168129758,4.8
"389","chr13",40559509,40560860,1.76666666666667
"390","chr14",80743075,80778046,1.66666666666667
"391","chr15",62033441,62044255,2.23333333333333
"392","chr13",45151687,45207505,1.63333333333333
"393","chr4",53414615,53428183,5.06666666666667
"394","chr2",8888018,8958642,3.13333333333333
"395","chr1",63478764,63508570,2.16666666666667
"396","chr5",38990949,39021136,2.56666666666667
"397","chr7",8003908,8060248,2.8
"398","chr11",102362896,102368548,3.4
"399","chr15",77467095,77471814,2.8
"400","chr16",70258980,70262524,2.1
"401","chr7",140702866,140704963,1.83333333333333
"402","chr3",9750945,9751949,3.5
"403","chr8",47279862,47294030,4.2
"404","chr1",172551512,172557794,5.16666666666667
"405","chr3",170136419,170149244,4.63333333333333
"406","chr8",98706467,98707311,9.53333333333333
"407","chr19",29971193,29986417,3.13333333333333
"408","chr16",27211146,27215008,2.06666666666667
"409","chr1",211353239,211354467,5.1
"410","chr6",4891713,4892379,10.2333333333333
"411","chr1",1223244,1223968,1.73333333333333
"412","chr3",138570318,138571356,8.16666666666667
"413","chr12",1371833,1444750,2.26666666666667
"414","chr2",201129729,201149835,1.5
"415","chr17",28122603,28172618,2.36666666666667
"416","chr14",31127785,31133675,5.36666666666667
"417","chr4",104518577,104519454,2.33333333333333
"418","chr3",170113360,170149244,1.56666666666667
"419","chr12",104844472,104928694,2.16666666666667
"420","chr1",35358925,35361789,9.2
"421","chr1",66891154,66905375,23.8
"422","chr1",171523221,171527844,2.66666666666667
"423","chr10",11997672,12014184,3.2
"424","chr2",213310059,213364145,2.96666666666667
"425","chr2",58084089,58089723,4.13333333333333
"426","chr6",157036835,157084905,6
"427","chr16",80684538,80685129,2.26666666666667
"428","chr3",195959012,195960086,3.83333333333333
"429","chr22",45700282,45740538,4.46666666666667
"430","chr9",111386377,111391824,16.7
"431","chr16",85633914,85634132,11.3666666666667
"432","chr12",106842589,106843947,2.26666666666667
"433","chr4",102304317,102324998,6.7
"434","chr16",88018428,88038011,1.9
"435","chr1",180984677,181005463,3.23333333333333
"436","chr21",14968297,15043574,1.63333333333333
"437","chr13",41252645,41260915,2.33333333333333
"438","chr8",140347757,140360193,2.13333333333333
"439","chr8",127890589,127890998,3
"440","chr12",31442775,31447769,2.66666666666667
"441","chr8",43069555,43072307,1.96666666666667
"442","chr3",63912588,63913225,7
"443","chr8",17753717,17755961,2.13333333333333
"444","chr11",124647365,124648175,3.73333333333333
"445","chr1",113825142,113834439,1.66666666666667
"446","chr2",172558708,172565073,2.96666666666667
"447","chr7",73686636,73687095,1.63333333333333
"448","chr7",116110708,116112038,4.3
"449","chr12",28225795,28259442,20.6333333333333
"450","chr9",85669485,85712566,2.53333333333333
"451","chr21",39206108,39212707,11.3666666666667
"452","chr16",8915254,8917156,2.3
"453","chr16",66938037,66939358,3.46666666666667
"454","chr3",93995874,94003908,1.9
"455","chr8",94664697,94665196,8.8
"456","chr1",114463104,114464388,6.63333333333333
"457","chr16",18839698,18842454,3.13333333333333
"458","chr18",9208657,9221999,5
"459","chr8",130152736,130169067,4.7
"460","chr20",2986765,2988474,2.2
"461","chr3",170122591,170126007,2.63333333333333
"462","chr1",113848540,113855049,7.7
"463","chr21",36247517,36248568,16.4666666666667
"464","chr13",95757644,95763953,10.9333333333333
"465","chr3",4410865,4420146,3.53333333333333
"466","chr2",135748267,135772547,2.3
"467","chr22",41342529,41343576,2.66666666666667
"468","chr19",45277923,45278615,1.5
"469","chr16",69370483,69372355,6
"470","chr13",41865736,41868477,8.13333333333333
"471","chr9",85618983,85633374,3.9
"472","chr7",6814764,6823360,5.53333333333333
"473","chr10",7276892,7285954,15.2333333333333
"474","chr15",25405461,25415842,5.13333333333333
"475","chr5",160089506,160094065,1.46666666666667
"476","chr1",50655442,50744775,2.26666666666667
"477","chr10",100937402,100944128,2.03333333333333
"478","chr2",199323803,199433514,3.63333333333333
"479","chr3",188609161,188609844,2.26666666666667
"480","chr14",61720382,61721823,1.76666666666667
"481","chr13",32732101,32735330,2.33333333333333
"482","chr1",173992755,173993135,3.6
"483","chr2",168012634,168017095,1.63333333333333
"484","chr20",35714185,35725155,13.7666666666667
"485","chr1",47368469,47375293,1.73333333333333
"486","chr17",28163543,28172618,2.06666666666667
"487","chr18",24064140,24083081,4.56666666666667
"488","chr11",36227085,36227430,4.76666666666667
"489","chr8",67118248,67137603,1.73333333333333
"490","chr15",76287846,76292700,3.56666666666667
"491","chr2",88857271,88857415,11.9666666666667
"492","chr15",77252367,77284030,1.6
"493","chr13",102622877,102627924,2.8
"494","chr8",42957094,42964474,4.56666666666667
"495","chr5",143037196,143057747,9.33333333333333
"496","chr6",158282263,158314268,26.1
"497","chr4",150798081,150817257,8.83333333333333
"498","chr4",25151960,25159107,1.86666666666667
"499","chr19",20544619,20545976,1.86666666666667
"500","chr6",3410188,3415855,2.76666666666667
"501","chr4",51863437,51899378,2.26666666666667
"502","chr1",117402186,117420649,65.0666666666667
"503","chr19",18537601,18538433,2.6
"504","chrX",135545423,135556300,5.8
"505","chr13",32535769,32537027,3.26666666666667
"506","chr14",96833467,96860735,9.63333333333333
"507","chr1",233177802,233208689,1.73333333333333
"508","chr10",101672915,101676436,3.6
"509","chr9",112250929,112252788,2.2
"510","chr21",37420299,37472880,6.7
"511","chr11",108176246,108177090,2.86666666666667
"512","chr4",102304317,102315830,20.4333333333333
"513","chr10",126970702,127000307,3.7
"514","chr11",61437625,61438113,6.66666666666667
"515","chr5",65988635,66014725,4.4
"516","chr2",207724800,207742342,4.2
"517","chr2",199323803,199328910,10.3333333333333
"518","chr7",50319048,50327757,2.76666666666667
"519","chr9",120831331,120833456,2.23333333333333
"520","chr11",119284969,119285566,3.23333333333333
"521","chr1",117460489,117502970,3.06666666666667
"522","chr18",13681605,13682105,3.06666666666667
"523","chr22",36932765,36933994,1.86666666666667
"524","chr15",44615363,44620403,4.63333333333333
"525","chr19",19640085,19640571,5.26666666666667
"526","chr10",5773842,5800705,3.56666666666667
"527","chr19",53380722,53385027,1.83333333333333
"528","chr14",71413948,71418196,4.13333333333333
"529","chr3",9418733,9418882,1.56666666666667
"530","chr3",125313308,125331238,7.53333333333333
"531","chr12",27714780,27724186,7.06666666666667
"532","chr1",8541214,8614686,5.7
"533","chr4",76124649,76144473,1.63333333333333
"534","chr10",7276892,7381949,2.26666666666667
"535","chr10",94030683,94032252,16.4333333333333
"536","chr5",122019260,122022407,2.1
"537","chr2",64551443,64553409,3.43333333333333
"538","chr1",219193082,219241308,2.5
"539","chr22",45729425,45740538,15.6666666666667
"540","chr1",92563642,92636336,1.86666666666667
"541","chr1",39853970,39857417,1.53333333333333
"542","chr22",46176753,46198591,2.3
"543","chr3",67495798,67498295,4.2
"544","chr6",116698704,116705160,6.63333333333333
"545","chr12",124419957,124430787,1.86666666666667
"546","chr1",233217899,233227371,2.7
"547","chr2",168691034,168717978,4.66666666666667
"548","chr3",123223559,123259589,2.1
"549","chr6",7181124,7189322,5.4
"550","chr5",123545417,123557564,88.2666666666667
"551","chr9",20923660,20933103,2
"552","chr1",245915530,245929937,2.33333333333333
"553","chr7",22960256,22991139,2.26666666666667
"554","chr5",176943335,176958154,21.9333333333333
"555","chr18",58696366,58700591,2.9
"556","chr6",99439769,99465136,2.56666666666667
"557","chr1",42265115,42278672,7.03333333333333
"558","chr18",44949881,44953340,7.23333333333333
"559","chr5",124639133,124701269,2.96666666666667
"560","chr2",172558708,172570824,1.8
"561","chr10",126970702,127061776,2.03333333333333
"562","chr6",43055545,43056445,3.83333333333333
"563","chr1",45659028,45661225,2
"564","chr11",68551121,68564432,2.93333333333333
"565","chr10",91994535,92008275,3.76666666666667
"566","chr15",89871475,89889140,4.36666666666667
"567","chr13",40826506,40836885,2.23333333333333
"568","chr7",140355668,140369682,1.7
"569","chr4",102722871,102726683,2.06666666666667
"570","chr1",13715541,13742157,2.96666666666667
"571","chr16",31722626,31723353,12.8
"572","chr20",56381433,56386533,1.93333333333333
"573","chr2",24564295,24593721,3.73333333333333
"574","chr15",58912563,58916999,12.6666666666667
"575","chr6",154787861,154792976,2.56666666666667
"576","chr4",4237827,4246343,1.76666666666667
"577","chr17",47618350,47619164,3.96666666666667
"578","chr4",177353308,177353728,2.1
"579","chr3",43299754,43303792,6.2
"580","chr18",31832084,31839457,2.03333333333333
"581","chr17",48112031,48113401,4.2
"582","chr15",85064370,85067204,2.16666666666667
"583","chr14",102193463,102195120,2.03333333333333
"584","chr8",100259107,100264785,1.5
"585","chr7",99493040,99494631,12.9666666666667
"586","chr10",93381219,93389154,3.53333333333333
"587","chr6",130955105,130956499,13.3333333333333
"588","chrX",73577407,73584572,1.96666666666667
"589","chr8",38347497,38348215,1.73333333333333
"590","chrX",107088436,107088839,2.2
"591","chr9",37126312,37126942,13.0333333333333
"592","chr3",138570318,138572984,5.93333333333333
"593","chr6",7176655,7189322,21.1333333333333
"594","chr21",39206108,39229436,2.33333333333333
"595","chr13",60439688,60467379,17.5
"596","chr12",29293300,29297200,2.86666666666667
"597","chr4",42543917,42556040,1.63333333333333
"598","chr15",42950262,42966286,1.76666666666667
"599","chr2",61113770,61118116,2.46666666666667
"600","chr12",66145841,66153448,2.5
"601","chr4",4648977,4649542,1.83333333333333
"602","chr1",8495063,8557523,1.9
"603","chr5",14316513,14336727,2.73333333333333
"604","chr7",39987599,40002031,6.6
"605","chr3",141512163,141540609,2.46666666666667
"606","chr4",145845956,145849561,2.8
"607","chr1",185214507,185231708,6.56666666666667
"608","chr9",93471141,93498886,20.8
"609","chr7",105062164,105081797,2.2
"610","chr4",122927634,122979386,2.8
"611","chr3",196487399,196488683,1.96666666666667
"612","chr7",92294889,92327900,13.4333333333333
"613","chr2",106122970,106166083,1.7
"614","chr15",65752379,65761438,2.86666666666667
"615","chr1",13778418,13782831,2.53333333333333
"616","chr15",74926766,74929232,4.86666666666667
"617","chr3",16301626,16302748,3.36666666666667
"618","chr12",50427762,50441643,2.86666666666667
"619","chr1",77631850,77641655,2.46666666666667
"620","chr2",15461201,15478289,3.1
"621","chr17",31982999,31988497,3
"622","chr20",56381433,56384324,3
"623","chr5",128138597,128152805,3.3
"624","chr14",49825867,49831361,4
"625","chr18",58934433,58953799,5.46666666666667
"626","chr2",61522611,61533903,41
"627","chr10",68468123,68470163,6.3
"628","chr1",59321536,59378837,5.03333333333333
"629","chr20",35721740,35725155,6.03333333333333
"630","chr3",111913319,111920419,3.66666666666667
"631","chr4",109491327,109494856,5.4
"632","chr20",47623911,47633636,1.93333333333333
"633","chr12",32598497,32625779,2.06666666666667
"634","chr12",51055835,51056502,3.5
"635","chr13",100257595,100273346,3.06666666666667
"636","chr17",62010550,62063301,2.06666666666667
"637","chr1",180824753,180825344,1.76666666666667
"638","chr1",171523221,171532961,2.76666666666667
"639","chr1",197652235,197715074,1.93333333333333
"640","chr3",47425485,47428670,4.83333333333333
"641","chr1",40189055,40202614,3.86666666666667
"642","chr4",76738761,76741926,1.5
"643","chr5",77046347,77048272,4.66666666666667
"644","chr9",74996447,75017448,1.7
"645","chr14",88574693,88578140,2.86666666666667
"646","chr9",33948374,33956146,4.73333333333333
