"","chr","start","end","value"
"93","chr14",49862577,49862646,4
"94","chr2",15461201,15478289,1.7
"95","chr4",53414615,53428183,3.73333333333333
"96","chr12",28225795,28259442,10
"97","chr2",172558708,172565073,1.8
"98","chrM",9060,9195,2.7
"99","chrM",5599,5800,6.33333333333333
"100","chr3",158122103,158123991,3.53333333333333
"101","chr8",73673107,73688813,6.16666666666667
"102","chrM",6813,6980,3.06666666666667
"103","chrM",9051,9179,3.93333333333333
"104","chr11",65500208,65500412,19.9333333333333
"105","chr3",123931102,123949132,2.53333333333333
"106","chr2",26364302,26375148,2.63333333333333
"107","chr3",114350274,114351878,13.6666666666667
"108","chr1",179120190,179121867,2.03333333333333
"109","chr20",38057532,38066256,3
"110","chr21",46349012,46349820,2.26666666666667
"111","chr11",65500470,65500552,3.06666666666667
"112","chr1",28742403,28743986,2.16666666666667
"113","chr1",151024611,151025673,4.06666666666667
"114","chr16",56625784,56627062,1.8
"115","chr9",76067955,76096102,2.66666666666667
"116","chr9",85618983,85633374,1.86666666666667
"117","chr2",199323803,199328910,9.8
"118","KI270857.1",1189251,1190272,2.16666666666667
"119","chr19",12928342,12928847,12.6
"120","chr6",70426439,70452571,2.2
"121","chr7",22266964,22318037,2.53333333333333
"122","chr11",118786052,118786518,4.96666666666667
"123","chr12",109139397,109140058,3.4
"124","chr14",96555847,96556413,2.23333333333333
"125","KI270846.1",584538,1029622,3.8
"126","chr11",65500540,65500617,1.86666666666667
"127","chr12",120958444,120960298,2.1
"128","chr14",49586763,49862621,3.76666666666667
"129","chr14",49586741,49862825,5.96666666666667
"130","chr14",49586675,49586878,20.6
"131","chr4",25151960,25159107,1.83333333333333
"132","chr4",38089932,38103157,5.63333333333333
"133","chr8",17713214,17723833,2.33333333333333
"134","chr11",72757767,72759381,2.43333333333333
"135","chr6",108663455,108664889,3.06666666666667
"136","chr6",138943513,138944622,22.3
"137","chr11",65499634,65499734,9.06666666666667
"138","chr14",49586811,49862713,3.36666666666667
"139","chrM",5902,6084,6.03333333333333
"140","chr22",41808875,41813822,2.2
"141","chr14",73147795,73173707,5.43333333333333
"142","chr13",24477701,24478276,1.53333333333333
"143","chr1",113829592,113834439,16.7333333333333
"144","chr14",49586735,49586866,10.1
"145","chr15",74923648,74926887,1.9
"146","chr10",11997672,12014184,3.06666666666667
"147","chr15",85064370,85067204,1.5
"148","chr11",65499719,65499844,2.63333333333333
"149","chr16",48347507,48348290,2.13333333333333
"150","chr1",16566408,16567351,3.03333333333333
"151","chr17",4282798,4296814,6.63333333333333
"152","chr7",22291175,22318037,11.2666666666667
"153","chr15",84680713,84691644,4.36666666666667
"154","chr11",61437625,61438113,4.96666666666667
"155","chr1",8495063,8557523,1.66666666666667
"156","chr11",65500542,65500630,9.4
"157","chr11",65422818,65423113,4.16666666666667
"158","chrM",5062,5177,2.5
"159","chr3",3137260,3144710,2.43333333333333
"160","chr11",65500417,65500507,1.73333333333333
"161","chr14",34551714,34554912,24.9333333333333
"162","chrM",3615,3784,2.36666666666667
"163","chr4",25847294,25847864,2.93333333333333
"164","chr21",39206108,39212707,5.23333333333333
"165","chrX",150736595,150737448,3.56666666666667
"166","chr11",72773360,72774508,3.3
"167","chr8",42906173,42943445,2.8
"168","chr7",23611171,23611553,8.73333333333333
"169","chrM",10290,10397,1.9
"170","chr6",154773989,154795139,1.8
"171","chr13",32535769,32537027,2.43333333333333
"172","chr1",9931891,9935627,1.83333333333333
"173","chr14",65430216,65455718,1.86666666666667
"174","chr15",92924321,92929091,3
"175","chr7",55982210,55983868,2.23333333333333
"176","chr10",7276892,7285954,10.3666666666667
"177","chr11",72984088,72989097,4.7
"178","chr15",69210316,69261329,1.4
"179","chr15",32857015,32902040,1.56666666666667
"180","chr11",65500446,65500608,2.56666666666667
"181","chr4",139125164,139139497,4.23333333333333
"182","chr22",45793545,45807022,4.6
"183","chr3",197104903,197119530,3.16666666666667
"184","chr3",67746771,67768433,1.66666666666667
"185","chr10",68487144,68506718,1.86666666666667
"186","chrX",118584735,118590302,1.56666666666667
"187","chr11",65505849,65505911,4.56666666666667
"188","chr2",183128287,183130545,2.43333333333333
"189","chr16",31722626,31723353,4.66666666666667
"190","chr2",89176521,89244973,3.26666666666667
"191","chr2",199308760,199368707,2
"192","chr4",169155480,169156679,3.06666666666667
"193","chr8",38819522,38820635,3.13333333333333
"194","chrM",7199,7384,5.06666666666667
"195","chr14",73147795,73148106,1.86666666666667
"196","chr19",34430576,34434968,6.86666666666667
"197","chr16",87975048,87984259,4.93333333333333
"198","chr1",95143891,95151419,21.6666666666667
"199","chr6",116689320,116705160,1.8
"200","chr1",77801331,77815231,2.46666666666667
"201","chr10",110881233,110887886,3.43333333333333
"202","chr14",96833467,96860735,6.33333333333333
"203","chr12",56670275,56673065,2
"204","chr11",57491224,57491862,4.63333333333333
"205","chr5",145764931,145826200,5.5
"206","chr3",3777725,3789074,4.5
"207","chr12",82857010,82857580,5.5
"208","chr1",9931891,9934860,13.4666666666667
"209","chr4",150415438,150491035,2.06666666666667
"210","chr2",64572946,64585545,2.7
"211","chr14",105588375,105708644,8.76666666666667
"212","chr19",14492051,14492355,1.83333333333333
"213","chr6",87210451,87218731,5.5
"214","chrM",12430,12666,4.2
"215","chr5",171183171,171205612,6.23333333333333
"216","chr17",51263274,51268904,4.2
"217","chr2",199323803,199381820,3.5
"218","chr13",100257595,100273346,2.4
"219","chr3",47037666,47046621,2.53333333333333
"220","chr5",43675511,43704400,3.53333333333333
"221","chr1",59339958,59378837,10.6333333333333
"222","chr15",89113725,89116521,10.9666666666667
"223","chr10",32565558,32584304,2.46666666666667
"224","chr8",131940499,131946633,2.33333333333333
"225","chr1",20770930,20773610,7.53333333333333
"226","chr1",35413972,35415714,2.06666666666667
"227","chr1",149655699,149669310,4.1
"228","chr2",214767482,214781509,2.46666666666667
"229","chrM",15953,16083,3.06666666666667
"230","chr11",65500470,65500641,1.83333333333333
"231","chr5",139600372,139614966,3.63333333333333
"232","chr14",49586801,49862778,2.56666666666667
"233","chrM",14815,14948,1.63333333333333
"234","chr3",155893518,155911279,1.8
"235","chr14",24209885,24211851,2.5
"236","chr13",49451553,49451909,2.76666666666667
"237","chrM",6585,6803,2.7
"238","chrM",5901,6119,2.76666666666667
"239","chr8",60741259,60743097,4.03333333333333
"240","chr10",31373018,31387798,1.73333333333333
"241","chr2",168493610,168494153,4.5
"242","chr3",195625331,195729739,3.13333333333333
"243","chr16",71658233,71679535,1.56666666666667
"244","chr1",206928961,206929276,2.93333333333333
"245","chr15",94367605,94385525,2.5
"246","chr2",199308760,199381820,5.03333333333333
"247","chr18",54159765,54205157,2
"248","chr6",13579451,13584225,5.1
"249","chr14",49586808,49862639,4.1
"250","chr11",73707420,73720899,2.63333333333333
"251","chr17",2394043,2395454,1.96666666666667
"252","chr22",41808875,41810291,6.36666666666667
"253","chr2",8770670,8776892,3.13333333333333
"254","chr3",50065031,50066502,4.5
"255","chr20",51674153,51690819,2.8
"256","chr20",34096657,34098633,3.93333333333333
"257","chrM",9052,9198,2.7
"258","chr12",124912735,124913418,3.03333333333333
"259","chr1",48355670,48359770,4.53333333333333
"260","chr6",144487548,144493456,2.9
"261","chr17",18670867,18672302,7.03333333333333
"262","chr21",8212935,8396212,2.86666666666667
"263","chr6",157036835,157084905,2.6
"264","chr11",65499694,65499767,4.13333333333333
"265","chr9",93471141,93476338,10.4333333333333
"266","chr14",49586583,49586851,3.13333333333333
"267","chr5",57246300,57249576,3.2
"268","chr11",65500420,65500510,1.6
"269","chr14",49586773,49862771,4.33333333333333
"270","chr3",170122591,170129552,6.46666666666667
"271","chr2",144208603,144211579,2.63333333333333
"272","chr7",66991137,66994341,2
"273","chr9",83678441,83686155,7.4
"274","chr14",39276934,39279537,4.83333333333333
"275","chr5",123545417,123557564,49.8333333333333
"276","chr22",32478981,32485209,1.8
"277","chr17",59839778,59839905,3.56666666666667
"278","chr16",3850297,3851009,6.56666666666667
"279","chr5",57246300,57247215,2.26666666666667
"280","chr7",100992703,101003946,4.53333333333333
"281","chr1",13731000,13742157,1.93333333333333
"282","chr10",97437191,97437750,1.83333333333333
"283","chrM",7146,7285,3.3
"284","chr11",18291442,18292976,5.93333333333333
"285","chr14",49586734,49586865,5.3
"286","chr11",65501247,65501561,6.1
"287","chr3",129265549,129267099,1.86666666666667
"288","chr1",247155566,247159813,22.2
"289","chr13",45516143,45525051,1.76666666666667
"290","chr6",27867302,27867588,3.96666666666667
"291","chr19",45263113,45263367,4.13333333333333
"292","chr5",109713520,109716264,6.33333333333333
"293","chr19",23831597,23833521,8.4
"294","chr1",88740988,88786213,2.43333333333333
"295","chr3",197865423,197875775,10.1666666666667
"296","chr2",58084089,58089723,2.23333333333333
"297","chr11",65499726,65499826,4.66666666666667
"298","chrM",7698,7970,4.3
"299","chr2",135748267,135772547,2
"300","chr11",65500443,65500517,3.33333333333333
"301","chr19",11513056,11514221,1.9
"302","chr11",65499660,65499839,3.56666666666667
"303","chr4",71236576,71255399,2.9
"304","chr7",98190728,98194572,6.43333333333333
"305","chrX",65051462,65075912,6.56666666666667
"306","chr11",65422983,65423218,2.73333333333333
"307","chr1",171568247,171575128,2.63333333333333
"308","chr11",65500058,65500413,6.66666666666667
"309","chr7",100991668,100991820,3.43333333333333
"310","chr19",39863332,39863660,3.03333333333333
"311","chrX",101041317,101042312,3.33333333333333
"312","chr2",199380364,199433514,3.36666666666667
"313","chr1",20775724,20776005,1.8
"314","chr11",65499228,65499340,2
"315","chr21",29326059,29329693,1.93333333333333
"316","chr13",95757644,95763953,6.06666666666667
"317","chrM",11875,12020,8.56666666666667
"318","chr10",96944113,96952196,2.86666666666667
"319","chr2",32377588,32395593,2.33333333333333
"320","chr11",120475340,120477526,1.93333333333333
"321","chr11",65499716,65499830,5.93333333333333
"322","chr14",73147795,73198129,1.73333333333333
"323","chr21",8213101,8440803,6.53333333333333
"324","chr2",88857271,88857415,5.96666666666667
"325","chr1",155675010,155679512,7.66666666666667
"326","chr12",108652272,108654410,22.8
"327","chr4",71339370,71357187,2.53333333333333
"328","chr3",174523413,174553757,1.93333333333333
"329","chr12",123345258,123350441,2
"330","chr12",95208843,95211267,6.23333333333333
"331","chr12",111552280,111555919,5
"332","chr7",16258390,16278226,8.8
"333","chr8",99274198,99275254,1.66666666666667
"334","chr17",3705081,3705645,2.26666666666667
"335","chr7",35667434,35673278,6.63333333333333
"336","chr6",31863555,31869637,6.86666666666667
"337","chr9",33948374,33953474,2.46666666666667
"338","chr10",68459104,68470163,2
"339","chrM",7137,7276,2.76666666666667
"340","chr11",65500511,65500593,4.83333333333333
"341","chr1",65913245,65918835,2.33333333333333
"342","chr8",18867674,18872733,3.16666666666667
"343","chr20",51516784,51524110,1.7
"344","chr14",49586731,49586862,2
"345","chr20",35653528,35659014,3.83333333333333
"346","chrM",4715,4763,1.76666666666667
"347","chr3",111913319,111920419,3.26666666666667
"348","chrM",7081,7275,2.96666666666667
"349","chr1",117402186,117442325,10.5333333333333
"350","chr7",24623666,24650712,2.16666666666667
"351","chr11",65500572,65500619,1.76666666666667
"352","chr9",86305192,86310017,8.06666666666667
"353","chr3",56660731,56673725,4.33333333333333
"354","chr15",85113873,85121014,12.0333333333333
"355","chr2",74165218,74172752,1.66666666666667
"356","chrX",12975136,12976323,3.16666666666667
"357","chr5",74745678,74750667,2.3
"358","chr15",44711514,44715563,9.96666666666667
"359","chr13",112516440,112527484,2.93333333333333
"360","KI270733.1",123418,168867,2.5
"361","chr11",65500525,65500608,3.23333333333333
"362","chrX",37386599,37426000,1.56666666666667
"363","chr4",128074460,128077962,3.46666666666667
"364","chr11",65499661,65499768,3.9
"365","chr1",206935486,206937188,1.7
"366","chr8",130152736,130169067,2.9
"367","chr8",42459896,42465917,1.53333333333333
"368","chr18",21765772,21779685,23.6333333333333
"369","chr20",62139075,62140944,4.66666666666667
"370","chr4",102714438,102726683,4.36666666666667
"371","chr12",122340753,122341697,4.6
"372","chr11",65500488,65500619,2.2
"373","chr19",57863501,57863762,2.63333333333333
"374","chr14",73147795,73148094,3.46666666666667
"375","chr7",17890363,17897446,2.2
"376","chr14",89161701,89162969,2.1
"377","chr1",45566569,45567020,1.66666666666667
"378","chr6",77271340,77273307,1.8
"379","chr3",149846011,149912083,2.13333333333333
"380","chr8",51860845,51861246,43.8
"381","chr13",24222819,24224582,1.6
"382","chr2",207724800,207742342,2.86666666666667
"383","chrM",9290,9514,9.73333333333333
"384","chrM",8187,8289,2.26666666666667
"385","chr17",81855142,81855586,1.86666666666667
"386","chr8",22196680,22197420,2.03333333333333
"387","chr11",65505516,65505743,1.63333333333333
"388","chr6",44113886,44116628,2.76666666666667
"389","chr2",196912882,196922186,1.86666666666667
"390","chrX",119640692,119653040,2.1
"391","chr4",122927634,122979386,2.06666666666667
"392","chr10",101667886,101676436,10.0333333333333
"393","chr11",13413530,13445181,3.6
"394","chr6",144537582,144542870,2.3
"395","chr15",85113873,85115487,11.2666666666667
"396","chr12",113267843,113269845,3.16666666666667
"397","chr12",19462510,19473355,3.96666666666667
"398","chr9",76067955,76107351,3.06666666666667
"399","chr14",49586604,49862779,7.03333333333333
"400","chr10",124408542,124412200,1.5
"401","chr12",2820086,2821792,3.8
"402","chr19",39863368,39863663,2
"403","chr1",51827796,51834170,2.43333333333333
"404","chr14",105587600,105708081,1.9
"405","chr14",103662117,103662928,2.06666666666667
"406","chr11",65500426,65500518,2.06666666666667
"407","chr7",22960256,22991139,2.43333333333333
"408","chr10",13127745,13136897,4
"409","chr1",247157000,247159813,2.3
"410","chr22",50372020,50394135,6.5
"411","chr13",60439688,60467379,11.6666666666667
"412","chrM",6834,7154,10.2
"413","chrM",14131,14210,3.23333333333333
"414","chr14",45118028,45130790,3.7
"415","chr1",147252623,147259918,2.5
"416","chr15",63553715,63563008,2.8
"417","chr8",37870420,37877551,4.26666666666667
"418","chr1",23030469,23050520,6.8
"419","chr11",65500464,65500621,2.96666666666667
"420","chr1",21050866,21111383,1.56666666666667
"421","chr21",29321221,29329693,6.13333333333333
"422","chr3",138570318,138572984,5.7
"423","chr5",65988635,65994864,8.33333333333333
"424","chr17",48112031,48113401,3.1
"425","chr9",19286769,19305527,1.8
"426","chr14",49586788,49862627,2.4
"427","chr1",151427823,151442205,2.4
"428","chr8",140846260,140890769,3.9
"429","chr11",65499651,65499901,2.56666666666667
"430","chr18",62539681,62550460,3.63333333333333
"431","chrX",53614534,53615835,3.86666666666667
"432","chr19",1271329,1272051,2.06666666666667
"433","chr14",49853674,49862789,27.2333333333333
"434","chr1",633914,634120,4
"435","chr2",176296860,176337577,2.03333333333333
"436","chr1",153614326,153614582,2.96666666666667
"437","chr14",88416711,88437903,1.73333333333333
"438","chr18",36026900,36033837,2.6
"439","chr9",37126312,37147445,6.2
"440","chr8",22474954,22475624,2.43333333333333
"441","chr2",164692221,164695836,1.73333333333333
"442","chr1",116397956,116398756,3.06666666666667
"443","chr12",69800209,69801721,25.1666666666667
"444","chr1",634148,634207,1.7
"445","chr11",72773365,72774499,2.66666666666667
"446","chr5",138810038,138827718,2.6
"447","chr14",49586739,49586870,10.7666666666667
"448","chr9",14146689,14179780,1.9
"449","chr14",49586660,49586878,2.03333333333333
"450","chr14",20343080,20343216,3.16666666666667
"451","chr11",120474560,120477526,3.43333333333333
"452","chr22",24302195,24313466,2.83333333333333
"453","chr1",58506060,58536741,4.13333333333333
"454","chr7",33146242,33177591,1.96666666666667
"455","chr15",41696075,41699159,4
"456","chr2",8908621,8958642,14.1666666666667
"457","chrM",4130,4241,6.76666666666667
"458","chr11",65500135,65500213,1.6
"459","chr4",52626018,52631144,1.76666666666667
"460","chrM",7175,7291,8.93333333333333
"461","chr2",61522611,61533903,29.0333333333333
"462","chr11",70354301,70356254,2.86666666666667
"463","chr12",70278132,70311017,2.36666666666667
"464","chr9",83679775,83686155,5.96666666666667
"465","chrM",7702,7809,3.3
"466","chrM",14512,14580,1.83333333333333
"467","chr10",48401612,48410168,4.8
"468","chr6",79042843,79060818,3.5
"469","chr14",21230319,21234229,10.7
"470","chr1",35470863,35479212,1.93333333333333
"471","chr8",70159505,70162854,8.1
"472","chr4",148435104,148436862,6.96666666666667
"473","chr1",206937374,206937747,1.63333333333333
"474","chr10",5773842,5800705,2.83333333333333
"475","chr4",73085249,73092300,20.1
"476","chr2",110545069,110545631,3.83333333333333
"477","chrX",132281095,132283032,3.4
"478","chrM",11511,11705,2.06666666666667
"479","chr5",56864734,56865977,7.2
"480","chr7",139715932,139717015,5.26666666666667
"481","chr11",62521953,62522126,2.3
"482","chr19",49196440,49196874,1.7
"483","chr13",95723242,95725252,2.9
"484","chr6",52995623,52995788,1.8
"485","chr14",49586765,49862640,6.66666666666667
"486","chr9",35295696,35313989,7.53333333333333
"487","chr14",34862044,34862322,4.63333333333333
"488","chr5",88220563,88245792,2.3
"489","chr6",42603588,42606651,2.63333333333333
"490","chr20",35713019,35725155,1.86666666666667
"491","chrM",11869,12017,3.63333333333333
"492","chrX",150592605,150619139,3.96666666666667
"493","chr18",9583117,9595153,4.6
"494","chr11",65499750,65499859,5.4
"495","chr3",56627037,56628614,4.1
"496","chrM",8688,8958,1.8
"497","chr9",83677727,83686155,1.93333333333333
"498","chrM",12580,12693,2.76666666666667
"499","chr18",24064140,24083081,1.7
"500","chr7",117504253,117559655,2.13333333333333
"501","chr9",133019662,133019842,1.8
"502","chr12",124913340,124913567,3.16666666666667
"503","chr14",105707850,105708129,1.8
"504","chr15",42260958,42268032,2.43333333333333
"505","chr4",177353308,177360677,5.66666666666667
"506","chrX",78014662,78020398,2.03333333333333
"507","chr5",176943335,176958154,13.8333333333333
"508","chr3",124737568,124744203,1.76666666666667
"509","KI270846.1",736785,1048927,2.23333333333333
"510","chr5",145817894,145826200,14.4666666666667
"511","chr4",73078642,73092300,1.96666666666667
"512","chr15",29761139,29773357,1.96666666666667
"513","chr5",146254943,146258593,2.76666666666667
"514","chr17",47361378,47379253,1.7
"515","chr4",51863437,51877854,5.3
"516","chr2",58198594,58232112,7.26666666666667
"517","chr7",100993219,100998102,2.33333333333333
"518","chr6",149369909,149379518,1.53333333333333
"519","chr8",130152736,130180880,4.03333333333333
"520","chr11",65500017,65500111,2.16666666666667
"521","chr8",94664697,94665196,6.76666666666667
"522","chr3",71041328,71053773,10.2333333333333
"523","chr17",1050050,1100735,46.7
"524","chr10",94030683,94032252,12.1333333333333
"525","chr7",135577796,135593192,1.9
"526","chr5",132892164,132893118,2.76666666666667
"527","chrM",15951,16077,10.7
"528","chr18",58934433,58953799,3.13333333333333
"529","chr5",109713520,109729513,7.43333333333333
"530","chr15",58912563,58916999,4.4
"531","chr10",93381219,93389154,2.63333333333333
"532","chr11",65500460,65500624,16.7
"533","chr4",127921524,127939997,4.46666666666667
"534","chr11",72773365,72774508,1.76666666666667
"535","chr2",85368686,85371562,3.16666666666667
"536","chrM",8666,8818,5.03333333333333
"537","chr17",12054889,12095694,5.16666666666667
"538","chr2",172568741,172596023,2.53333333333333
"539","chr11",65502175,65502339,8.23333333333333
"540","chr16",68266593,68266721,3.26666666666667
"541","chr13",95161189,95188542,1.66666666666667
"542","chr8",67105905,67116122,2.66666666666667
"543","chr3",172247533,172251541,10.4
"544","chrM",10293,10376,2.26666666666667
"545","chr12",46229153,46254936,3.5
"546","chr13",41811225,41819386,1.93333333333333
"547","chr4",186706563,186709845,10.7666666666667
"548","chr8",37877109,37877551,14.5666666666667
"549","chr21",44855210,44861271,3.33333333333333
"550","chr5",154029489,154034967,3.66666666666667
"551","chr3",185437447,185443636,2.2
"552","KN538369.1",213260,213653,6.03333333333333
"553","chr11",65500051,65500120,1.83333333333333
"554","chr7",100993950,100998875,3.1
"555","chr4",82878730,82881940,5.13333333333333
"556","chr3",47425485,47428670,3.1
"557","KQ031384.1",285347,353799,4.06666666666667
"558","chr1",45640210,45642499,9.83333333333333
"559","chrX",85067127,85074391,2.66666666666667
"560","chr15",75411492,75413045,2.63333333333333
"561","chr9",33996223,34017189,2.03333333333333
"562","chrM",11237,11290,3.26666666666667
"563","chr11",65501321,65501542,4
"564","chr5",10415488,10417404,6.16666666666667
"565","chr6",5404542,5431172,1.86666666666667
"566","chr8",98706467,98707311,6.5
"567","chr11",65499661,65499767,4
"568","chr7",100992703,101000697,1.53333333333333
"569","chr10",110885253,110890670,2.26666666666667
"570","chrX",19965044,19970298,2.2
"571","chr2",30525587,30533314,3.66666666666667
"572","chr21",39228500,39229436,3.5
"573","chr14",22906195,22911403,5.83333333333333
"574","chrM",11520,11631,1.5
"575","KI270936.1",104236,105141,4.46666666666667
"576","chr13",28256292,28261458,2.73333333333333
"577","chr21",43746079,43749080,1.9
"578","chr5",133091193,133092789,1.93333333333333
"579","chr4",102304317,102315830,12
"580","chr2",8939821,8958642,2.36666666666667
"581","chr5",66053406,66054951,4.8
"582","chr2",224535528,224557856,3.63333333333333
"583","chr10",100923975,100926019,2.46666666666667
"584","chr5",77449760,77464809,1.6
"585","chr11",65500467,65500734,1.86666666666667
"586","chr19",11722954,11725327,1.76666666666667
"587","chr12",124419957,124430787,2.03333333333333
"588","chr7",122113118,122133741,1.96666666666667
"589","chrX",135545423,135556300,3.73333333333333
"590","chr16",31090775,31091342,7.03333333333333
"591","chr9",110972073,110973558,18.8
"592","chr19",34430576,34438766,3.83333333333333
"593","chr3",15411245,15415942,2.16666666666667
"594","chr17",4066447,4072756,3.63333333333333
"595","chr6",118511298,118566316,2.3
"596","chr18",49363161,49379758,3.03333333333333
"597","chr4",9641071,9641450,3.06666666666667
"598","chr4",1900626,1930770,1.6
"599","chr11",65501239,65501544,4.73333333333333
"600","chr12",128814775,128815070,2.2
"601","chr14",49586793,49862624,4.33333333333333
"602","chr1",65364635,65366196,2.76666666666667
"603","chrM",14865,14929,2.36666666666667
"604","chr5",171183195,171205612,2.53333333333333
"605","chr10",68787927,68788328,2.4
"606","chr21",37420299,37421866,2.56666666666667
"607","chr1",44308310,44339322,2.26666666666667
"608","chr2",8943187,8958642,4
"609","chr11",65500053,65500122,2.7
"610","chr3",171188702,171194635,3.1
"611","chr2",147972739,147982081,3.36666666666667
"612","chr12",6967345,6967556,2.63333333333333
"613","chr11",77624963,77625818,3.43333333333333
"614","chr1",111147642,111161296,2.5
"615","chr9",37126312,37127263,2.5
"616","chr19",38808744,38808863,2.33333333333333
"617","chr3",49967470,49975392,2.96666666666667
"618","chr9",75016268,75017448,2.6
"619","chr10",126970702,126990603,1.8
"620","chr11",32927157,32935435,10.9
"621","chr2",36396614,36442735,4.46666666666667
"622","chr12",51055835,51056502,3.1
"623","chr2",69348171,69363670,1.96666666666667
"624","chr15",63529014,63537156,1.8
"625","chr4",185247294,185267155,3.3
"626","chr19",18539371,18539720,3.93333333333333
"627","chr9",95978061,96004701,3.7
"628","chr14",49853678,49862793,17.7666666666667
"629","chr20",2964272,2965202,9.96666666666667
"630","chr20",2986765,2988474,1.86666666666667
"631","chr11",65499696,65499837,2.56666666666667
"632","chr12",32607957,32611283,5.7
"633","chr10",126970702,127061776,2
"634","chr5",180261684,180280608,4.33333333333333
"635","chr1",629306,629417,6.3
"636","chr1",206937445,206937700,2.23333333333333
"637","chr7",105073619,105077433,2.53333333333333
"638","chr1",20757166,20773610,7.2
"639","chr8",116655856,116658980,1.76666666666667
"640","chr11",108227595,108229323,2.76666666666667
"641","chr15",44615363,44620403,3.26666666666667
"642","chr4",42543917,42556040,2.03333333333333
"643","chr12",50427762,50430570,2.36666666666667
"644","chr11",65500490,65500621,2.63333333333333
"645","chr7",107791192,107793869,2.6
"646","chr18",46890580,46903635,3.23333333333333
"647","chr2",39112534,39112833,2.76666666666667
"648","chr11",73707420,73718718,12.9
"649","KI270905.1",4737029,4747949,3.66666666666667
"650","chrM",10691,10744,6.33333333333333
