"","chr","start","end","value"
"75","chr15",80120328,80122800,12.0666666666667
"76","chr5",61472681,61473037,3.03333333333333
"77","chr9",125657651,125672643,2.36666666666667
"78","chr6",130955105,130956499,5.63333333333333
"79","chr17",64821767,64822393,3.36666666666667
"80","chr20",35858302,35871829,2.46666666666667
"81","chr5",73058433,73077493,3.33333333333333
"82","chr15",92996957,92998621,2
"83","chr17",32362914,32368014,1.93333333333333
"84","chr17",51263274,51268904,4.7
"85","chr7",105038126,105041023,2
"86","chr2",226906793,226914351,3.4
"87","chr11",120474560,120477526,4.43333333333333
"88","chr17",49311312,49312042,3.83333333333333
"89","chr8",144190784,144200541,3.13333333333333
"90","chr12",42210355,42210680,2.03333333333333
"91","chr8",51845661,51861246,2.16666666666667
"92","chr11",46076754,46092223,2.86666666666667
"93","chr6",87215903,87218731,11.4
"94","chr19",18175040,18175697,2.3
"95","chr11",118583809,118584644,1.93333333333333
"96","chr1",233198939,233236980,2.26666666666667
"97","chr1",58506060,58536741,4.03333333333333
"98","chr4",53414615,53428183,2.2
"99","chr5",180261684,180280608,5.46666666666667
"100","chr10",101667886,101676436,9.86666666666667
"101","chr4",74174506,74225394,3.46666666666667
"102","chr17",81855142,81855586,3.2
"103","chr2",159169250,159170805,1.63333333333333
"104","chr10",88893871,88905660,1.86666666666667
"105","chr2",241632917,241634079,1.96666666666667
"106","chr22",20933779,20934244,13.9666666666667
"107","chr12",50427762,50429090,3
"108","chr3",119500695,119513719,2.2
"109","chr20",35713019,35725155,2.06666666666667
"110","chr6",70426439,70452571,2.33333333333333
"111","chr14",102040236,102040673,8.46666666666667
"112","chr10",110964125,110985765,10.6333333333333
"113","chr2",120073178,120078581,2.96666666666667
"114","chr10",124681607,124696212,1.8
"115","chr1",211778918,211793190,1.66666666666667
"116","chr12",45926142,45928859,2.23333333333333
"117","chr17",51201592,51203228,1.4
"118","chr7",135577796,135593192,4.1
"119","chr17",79077430,79077864,3.1
"120","chr8",67105905,67116122,2.43333333333333
"121","chr5",73074742,73077493,20.3666666666667
"122","chr21",39228500,39229436,2.66666666666667
"123","chrX",41660439,41671530,1.66666666666667
"124","chr15",41696075,41699159,4.73333333333333
"125","chr9",122280443,122291840,4.53333333333333
"126","chr4",122927634,122979386,2.1
"127","chr1",32948222,32949774,9.36666666666667
"128","chr15",89871475,89889140,2.36666666666667
"129","chr14",63998914,64022863,2.8
"130","chr6",158267234,158314268,3.3
"131","chr1",28742403,28743986,2.7
"132","chr4",127669036,127687867,1.9
"133","chr1",117402186,117414831,10.5333333333333
"134","chr4",120754553,120811449,2.43333333333333
"135","chr21",43746079,43749080,2.13333333333333
"136","chr1",99993537,99999415,1.63333333333333
"137","chr14",99257471,99257836,1.73333333333333
"138","chr2",24556015,24584560,1.3
"139","chr9",6420912,6434173,4.2
"140","chr15",85113873,85121014,7.36666666666667
"141","chr8",60741259,60743097,7.13333333333333
"142","chr9",86305192,86310017,8.4
"143","chr19",5604583,5604936,6.66666666666667
"144","chr11",85996826,86001158,1.73333333333333
"145","chr1",247155566,247159813,32.5
"146","chr12",116230533,116237705,20.3
"147","chr10",84417771,84425893,11
"148","chr2",173358712,173359491,6
"149","chr8",38819522,38820635,2.23333333333333
"150","chr5",177536358,177539147,7.96666666666667
"151","chr13",95970112,95999307,1.66666666666667
"152","chr9",33948374,33953474,2.83333333333333
"153","chr2",109585126,109593119,1.96666666666667
"154","chr16",74459682,74463479,2.23333333333333
"155","chr9",37126312,37126942,6.5
"156","chr11",129123446,129164427,4.1
"157","chr3",119503532,119517315,1.73333333333333
"158","chr16",28487456,28489386,1.73333333333333
"159","chr6",145864388,145894977,1.86666666666667
"160","chr13",75621763,75727098,2.3
"161","chr21",41226266,41257326,2.3
"162","chr22",50372020,50394135,5.43333333333333
"163","chr12",69800209,69801721,18.7
"164","chr18",32111754,32113860,10.2
"165","chr12",100282943,100298175,7.6
"166","chr8",94664697,94665196,5.76666666666667
"167","chr7",127704839,127721400,1.4
"168","chr2",238182065,238185287,7.1
"169","chr19",9652953,9660874,1.96666666666667
"170","chr20",35714185,35725155,12.7
"171","chr2",199308760,199328910,3.96666666666667
"172","chr4",109491327,109494856,3.5
"173","chr9",35228015,35243364,1.7
"174","chr2",196912882,196923125,6.86666666666667
"175","chr16",28166508,28169909,2.53333333333333
"176","chr18",21765772,21779685,21.1666666666667
"177","chr6",100798713,100805880,1.83333333333333
"178","chr16",58559804,58560362,2.36666666666667
"179","chr19",12928342,12928847,17.2
"180","chr4",48684673,48710698,2.63333333333333
"181","chr2",95148885,95153259,2.66666666666667
"182","chr1",169978085,170031975,3.3
"183","chr2",68490190,68545312,7.9
"184","chr4",9641071,9641431,3.66666666666667
"185","chr11",68551121,68564432,1.53333333333333
"186","chr10",84417771,84477664,1.86666666666667
"187","chr7",66991137,66994341,2.36666666666667
"188","chr7",98190728,98194572,9.03333333333333
"189","chr6",87210451,87218731,6.66666666666667
"190","chr16",68266593,68275249,2.83333333333333
"191","chr9",14639896,14680162,3.03333333333333
"192","chr22",45729425,45740538,12.4666666666667
"193","chr9",33996223,34017189,2.5
"194","chr10",5785142,5800705,5.83333333333333
"195","chr6",2263601,2273417,3.4
"196","chr4",10097711,10103986,5.43333333333333
"197","chr19",58392976,58393487,5.2
"198","chr17",59731421,59738947,7.86666666666667
"199","chr14",99458279,99465813,27.7666666666667
"200","chr2",44209210,44218537,2.36666666666667
"201","chr5",123532569,123557564,1.66666666666667
"202","chr4",186706563,186709845,30.5666666666667
"203","chr9",19356972,19358160,1.93333333333333
"204","chr8",140347757,140360193,3.06666666666667
"205","chr4",41013583,41014398,2.46666666666667
"206","chrX",135545423,135556300,1.8
"207","chr2",90082996,90159914,91.5333333333333
"208","chr6",116698704,116705160,2.3
"209","chr8",61680968,61684188,16.8333333333333
"210","chr16",53873786,53888951,6.56666666666667
"211","chr13",41865736,41868477,9.43333333333333
"212","chr10",101672915,101676436,3.53333333333333
"213","chr10",84438512,84477664,6.96666666666667
"214","chr18",2890561,2892486,2.03333333333333
"215","chr1",26729651,26732792,19.8
"216","chr12",28305649,28307749,3.53333333333333
"217","chr9",125337018,125337591,10.5666666666667
"218","chr3",47678198,47686170,1.86666666666667
"219","chr5",123545417,123575963,1.96666666666667
"220","chr5",139600372,139614966,3.16666666666667
"221","chr18",12999421,13042334,2.06666666666667
"222","chr1",31915895,31919658,14.1666666666667
"223","chr19",23358430,23362725,23.9666666666667
"224","chr11",86011030,86031611,4.8
"225","chr13",95723242,95725252,2.6
"226","chr10",96944113,96952196,1.86666666666667
"227","chr17",47663089,47668410,1.56666666666667
"228","chr8",141253989,141254629,22.9
"229","chr19",34430576,34434968,8.26666666666667
"230","chr16",27213585,27215008,2.2
"231","chr6",160397979,160410846,3.8
"232","chr2",58198594,58232112,7.23333333333333
"233","chr7",77585543,77600806,4.5
"234","chr5",36982165,36986301,6.93333333333333
"235","chr6",135039573,135042126,3.46666666666667
"236","chr2",232787150,232796221,1.7
"237","chr19",57776543,57780146,1.7
"238","chr14",76166663,76180849,2.03333333333333
"239","chr1",247157000,247159813,2.73333333333333
"240","chr3",33684359,33696933,3.5
"241","chr2",88857271,88857415,4.5
"242","chr4",78826037,78851056,1.9
"243","chr13",28174272,28177935,3.26666666666667
"244","chr1",30992390,31007102,3.4
"245","chr2",26373367,26375148,1.6
"246","chr5",154950821,154967237,1.63333333333333
"247","chr6",158583954,158589782,10.1
"248","chr20",35366557,35384133,2.9
"249","chr5",154029489,154034967,2.66666666666667
"250","chr19",3660966,3662001,4.23333333333333
"251","chr4",139137630,139139497,2.73333333333333
"252","chr1",151166934,151167414,2.06666666666667
"253","chr13",100257595,100273346,2.76666666666667
"254","chr10",126970702,127000307,2.86666666666667
"255","chr3",172251260,172262083,4.7
"256","chr1",35470863,35479212,2.03333333333333
"257","chr17",67945409,67975958,26.6
"258","chr12",29339851,29341816,1.66666666666667
"259","chr16",53155926,53157541,2.63333333333333
"260","chr2",8908621,8958642,11.9666666666667
"261","chr1",63478764,63508570,1.7
"262","chr7",156756393,156826744,2.76666666666667
"263","chr15",85113377,85126374,1.73333333333333
"264","chr16",53141179,53157541,12.9666666666667
"265","chr1",42265115,42278672,4.93333333333333
"266","chr5",171183195,171205612,6.73333333333333
"267","chr22",27894555,27914347,3.3
"268","chr7",23611171,23611553,7.36666666666667
"269","chr2",54982515,54987698,9.5
"270","chr4",55411614,55417985,20.7333333333333
"271","chr11",14771937,14789242,4.9
"272","chr9",33971651,33973237,5.73333333333333
"273","chr2",199380364,199433514,4.7
"274","chr14",32090502,32117287,15.7
"275","chr1",208210280,208218002,2.3
"276","chr15",64974602,64983593,3.23333333333333
"277","chr8",130358017,130361771,2.23333333333333
"278","chr6",159682474,159688242,4.26666666666667
"279","chr14",80497469,80530886,2.66666666666667
"280","chr2",64551443,64553409,2.6
"281","chr2",173954873,173956232,2.43333333333333
"282","chr16",31722626,31723353,5.23333333333333
"283","chr2",20254863,20256170,1.76666666666667
"284","chr2",226864604,226867318,7.23333333333333
"285","chr1",20770930,20773610,4.26666666666667
"286","chr7",156826605,156836885,8.83333333333333
"287","chr9",111386377,111391824,10.7333333333333
"288","chr19",17276495,17276909,4.13333333333333
"289","chr21",46349012,46349820,2.56666666666667
"290","chr5",77046347,77048272,2.06666666666667
"291","chr12",116230433,116237705,2.9
"292","chr15",60442416,60445791,2.86666666666667
"293","chr6",136694140,136698682,3.96666666666667
"294","chr14",65561337,65561766,12.0666666666667
"295","chr20",47262288,47276795,2.7
"296","chr12",49097566,49098105,3
"297","chr2",27350314,27350632,2.8
"298","chr2",40428473,40430304,17.6333333333333
"299","chr3",47435008,47443091,2.96666666666667
"300","chr3",61622463,61623555,3.56666666666667
"301","chr16",87748673,87762040,2.46666666666667
"302","chr2",32377588,32395593,2.83333333333333
"303","chr21",44855210,44861271,5.46666666666667
"304","chr16",29833733,29834066,3.53333333333333
"305","chr12",82857010,82857580,3.13333333333333
"306","chr6",99439769,99465136,2.1
"307","chr1",155676548,155784089,2.3
"308","chr3",67495798,67508903,6.76666666666667
"309","chr8",100709133,100713181,2
"310","chr2",201145378,201149835,3.6
"311","chrX",17103718,17138961,2.73333333333333
"312","chr2",36396614,36442735,5.96666666666667
"313","chr17",1842803,1853189,1.83333333333333
"314","chr1",230954333,230961303,9
"315","chr3",170136419,170149244,2.8
"316","chr4",25333183,25333988,3.06666666666667
"317","chr7",129014979,129018157,18.2333333333333
"318","chr10",49915917,49935142,5.4
"319","chr4",51863437,51891851,6.93333333333333
"320","chr5",170878097,170896115,3.26666666666667
"321","chr12",94169153,94186473,4.16666666666667
"322","chr16",53154447,53157541,3
"323","chr19",5047476,5082504,5.03333333333333
"324","chr2",15461201,15478289,2
"325","chr19",21974729,21988909,3.83333333333333
"326","chr2",8770670,8776892,1.7
"327","chr17",62033787,62035608,3.13333333333333
"328","chr12",113267843,113269845,3.43333333333333
"329","chr9",112574057,112575251,4.2
"330","chr5",95755396,95763620,17.3333333333333
"331","chr16",68121987,68126610,36.3666666666667
"332","chr21",36338779,36344707,8.53333333333333
"333","chr9",83677727,83678599,6.23333333333333
"334","chr3",47097955,47106120,5.06666666666667
"335","chr3",134158121,134195182,1.83333333333333
"336","chr20",33619517,33623296,11.5
"337","chr5",137985257,137988315,49.2
"338","chr20",10556231,10560820,4.7
"339","chr1",95143891,95151419,11.4666666666667
"340","chr10",103439746,103440850,2.13333333333333
"341","chr6",42603588,42606651,2.2
"342","chr3",155833468,155842619,1.66666666666667
"343","chr7",140702866,140704963,1.83333333333333
"344","chr5",139614586,139623461,1.56666666666667
"345","chr14",75046376,75049718,7.36666666666667
"346","chr1",8541214,8614686,3.93333333333333
"347","chr8",73673107,73688813,7
"348","chr10",15816835,15847943,5.4
"349","chr18",58934433,58953799,4
"350","chr13",112516440,112527484,4.8
"351","chr1",8541214,8557523,4.33333333333333
"352","chr17",39708321,39710481,8.13333333333333
"353","chr2",176296860,176337577,3.56666666666667
"354","chr9",33986760,34017189,2.03333333333333
"355","chr16",88027483,88038011,12.2
"356","chr9",93471141,93498886,18.7666666666667
"357","chr5",176943335,176958154,14.4
"358","chr11",86556553,86559823,1.6
"359","chr1",45087881,45088237,1.4
"360","chr19",53380722,53385027,1.96666666666667
"361","chr15",25405461,25415842,4
"362","chr1",180984677,180993425,6.83333333333333
"363","chr10",68025546,68044563,2.03333333333333
"364","chr9",4823548,4833228,4.26666666666667
"365","chr20",41533050,41551360,3.03333333333333
"366","chr1",66891154,66905375,9
"367","chr11",77619606,77629899,2.66666666666667
"368","chr7",103025063,103029418,1.73333333333333
"369","chr5",146254943,146258593,2.53333333333333
"370","chr3",8935871,8941804,2.33333333333333
"371","chrX",85303406,85308216,4.36666666666667
"372","chr14",30670256,30675065,2.43333333333333
"373","chr19",49196440,49196874,2.1
"374","chr6",7181124,7189322,3.8
"375","chr13",26337567,26353880,3.66666666666667
"376","chr15",85113873,85115487,11.0333333333333
"377","chr17",29684563,29703062,2.23333333333333
"378","chr10",110124017,110130486,3.1
"379","chr22",45689712,45740538,1.63333333333333
"380","chr1",151024611,151025673,2.13333333333333
"381","chr1",12578718,12579412,2.66666666666667
"382","chr9",131506114,131506453,1.8
"383","chr16",88018428,88038011,2.26666666666667
"384","chr7",24623666,24680520,1.93333333333333
"385","chr1",197642711,197658369,6.9
"386","chr5",139600372,139623461,2.2
"387","chr6",35312302,35312772,1.66666666666667
"388","chr11",129062280,129066868,1.56666666666667
"389","chr20",62139075,62140944,7.86666666666667
"390","chr12",108652272,108654410,22.1333333333333
"391","chr16",30483827,30484263,2.1
"392","chr11",130260856,130261929,19.3333333333333
"393","chr12",116236821,116237705,2.96666666666667
"394","chr12",70278132,70311017,2.23333333333333
"395","chr12",46239679,46254936,3
"396","chr5",43675511,43704400,2.36666666666667
"397","chr17",42498924,42501304,3.73333333333333
"398","chr12",120782655,120784593,11.2666666666667
"399","chr17",56848696,56856625,2.16666666666667
"400","chr4",25127264,25159107,1.66666666666667
"401","chr22",36341370,36349255,2.23333333333333
"402","chr1",23030469,23059167,2.2
"403","chr7",30621393,30622462,1.6
"404","chr20",48953556,48963898,3.96666666666667
"405","chr4",7868622,7872080,3.86666666666667
"406","chr6",160046498,160048543,3.63333333333333
"407","chr2",214767482,214797117,3.56666666666667
"408","chr16",72088987,72090786,2.46666666666667
"409","chr3",3137260,3144710,2
"410","chr6",75702645,75711416,2.83333333333333
"411","chr18",9208657,9221999,1.86666666666667
"412","chr6",79042843,79060818,4.33333333333333
"413","chr18",12999421,13030608,8.76666666666667
"414","chr4",150735258,150808398,3.6
"415","chr14",102194938,102209862,3.7
"416","chr7",100355143,100355804,4.4
"417","chr5",142885298,142932125,4.36666666666667
"418","chr8",42401788,42403461,1.66666666666667
"419","chr7",102227367,102227669,4
"420","chr2",189728660,189744788,3.1
"421","chr4",82878730,82881940,4
"422","chr16",954357,954666,1.86666666666667
"423","chr8",108449823,108455930,4.36666666666667
"424","chr12",1027748,1028572,3.36666666666667
"425","chr2",88801099,88804880,5.4
"426","chr7",24620052,24668660,4.26666666666667
"427","chr16",48347507,48348290,3.06666666666667
"428","chr15",63696124,63716473,4.06666666666667
"429","chr6",138333970,138335188,1.73333333333333
"430","chr11",76463821,76472840,2.8
"431","chr4",76134175,76144473,8.53333333333333
"432","chr20",63928335,63931022,1.66666666666667
"433","chr7",35667434,35673278,5.5
"434","chr2",61485768,61490776,1.93333333333333
"435","chrX",2953143,2955537,1.96666666666667
"436","chr15",64499293,64500166,24.9
"437","chr12",46229153,46243314,20.1333333333333
"438","chr6",154773989,154795139,2.63333333333333
"439","chr15",76292431,76295737,2.4
"440","chr1",155675010,155679512,7.13333333333333
"441","chr7",156966270,156967092,3.7
"442","chr11",6941571,6955782,2.06666666666667
"443","chr1",117402186,117420649,45.6
"444","chr12",89459638,89472275,2.4
"445","chr22",45689712,45718493,2.53333333333333
"446","chr11",34957384,34978182,5.4
"447","chr15",75859878,75873568,2.33333333333333
"448","chr3",56627037,56628614,2.9
"449","chr4",150798081,150817257,6.13333333333333
"450","chr18",58918271,58920633,1.83333333333333
"451","chr13",32517857,32527532,29.8
"452","chr19",23831597,23833521,5.16666666666667
"453","chr15",49235851,49292537,5.8
"454","chr18",8718424,8720496,3.76666666666667
"455","chr5",168488602,168497348,6.03333333333333
"456","chr4",105424196,105456745,4.43333333333333
"457","chr3",149846011,149872154,3.73333333333333
"458","chr7",35010468,35018596,5.66666666666667
"459","chr9",112268049,112297916,4.76666666666667
"460","chr3",172112452,172226947,1.73333333333333
"461","chr14",73147795,73173707,4.56666666666667
"462","chr13",75560753,75569507,10.6333333333333
"463","chr21",39206108,39212707,4.86666666666667
"464","chr1",40189055,40202614,2.66666666666667
"465","chr17",59353215,59353526,4.5
"466","chr2",23823258,23823569,3.1
"467","chr6",170543601,170549113,2.13333333333333
"468","chr22",41808875,41813822,5.33333333333333
"469","chr13",50927407,50949505,6.53333333333333
"470","chr4",1900626,1935262,2.06666666666667
"471","chr3",51541498,51552063,7.56666666666667
"472","chr9",95978061,96004701,4.43333333333333
"473","chr17",42500707,42501304,4.03333333333333
"474","chr5",122019260,122022407,1.5
"475","chr14",71413948,71467247,1.53333333333333
"476","chr1",231795242,231818517,2.4
"477","chr14",21503173,21503881,12.1666666666667
"478","chr14",96833467,96860735,14
"479","chr6",116689320,116692392,6.53333333333333
"480","chr3",169976946,169988359,6.03333333333333
"481","chr12",120782655,120791557,2.26666666666667
"482","chr19",17101660,17102557,7.13333333333333
"483","chr13",32535769,32537027,2.13333333333333
"484","chr8",130152736,130180880,3.5
"485","chr11",57491224,57491862,4.1
"486","chr1",95143891,95173889,3.06666666666667
"487","chr6",47503280,47504758,3.7
"488","chr5",88220563,88245792,1.8
"489","chr1",186406083,186419077,1.63333333333333
"490","chr2",28906460,28914208,1.5
"491","chr1",117402186,117442325,13.4
"492","chr8",42325970,42329214,1.86666666666667
"493","chr5",151790323,151791062,1.9
"494","chr11",13413530,13445181,2.43333333333333
"495","chr7",92294889,92327900,8.66666666666667
"496","chr1",160323431,160332557,3.9
"497","chr1",147252623,147259918,2.66666666666667
"498","chr2",40428473,40430301,2.23333333333333
"499","chr1",47368469,47375293,1.5
"500","chr4",152411303,152412529,87.8666666666667
"501","chr9",33960826,33973237,2.86666666666667
"502","chr12",69251129,69262562,8.66666666666667
"503","chr3",183643480,183672484,1.53333333333333
"504","chr17",16101250,16101805,2.53333333333333
"505","chr9",33948374,33956146,3.66666666666667
"506","chr1",155721517,155726019,2.06666666666667
"507","chr9",37424845,37426654,11.4
"508","chr4",139889357,139890967,3.33333333333333
"509","chr5",141582312,141583615,2
"510","chr7",22291175,22318037,19.0666666666667
"511","chr9",85618983,85633374,3.16666666666667
"512","chr2",152575136,152581049,1.93333333333333
"513","chr19",37199400,37207254,2.06666666666667
"514","chr15",74926766,74929232,1.53333333333333
"515","chr16",11020193,11126146,6
"516","chr8",17743604,17755961,6.66666666666667
"517","chr11",9429674,9431003,4.53333333333333
"518","chr3",56592970,56594028,6.46666666666667
"519","chr19",29985223,29986417,3.2
"520","chr18",49929512,49937397,4.46666666666667
"521","chr8",140818277,140864399,1.96666666666667
"522","chr18",24064140,24069271,2.53333333333333
"523","chr16",19463280,19464024,1.56666666666667
"524","chr22",45178238,45178900,3.1
"525","chr5",56864734,56865977,4.43333333333333
"526","chr1",172555869,172557794,1.46666666666667
"527","chr9",33960826,33989126,2.1
"528","chr15",90441506,90443478,3.03333333333333
"529","chr12",69589485,69592159,5.96666666666667
"530","chr3",47425485,47428670,3.36666666666667
"531","chr5",168488602,168494650,28.4666666666667
"532","chr8",140818277,140890769,5.06666666666667
"533","chr4",82871944,82875822,4.16666666666667
"534","chr11",17878208,18010139,2.63333333333333
"535","chr1",41070595,41075451,8.4
"536","chr22",25375813,25381578,4.16666666666667
"537","chr2",62979188,62996766,1.46666666666667
"538","chr7",139715932,139717015,4.73333333333333
"539","chr2",69348171,69363670,1.76666666666667
"540","chr19",12524796,12528696,1.9
"541","chr5",79439010,79457018,2.56666666666667
"542","chr12",96323948,96334865,2.3
"543","chr17",61776401,61780401,3
"544","chr1",171523221,171527844,1.9
"545","chr2",235797759,235807331,2.8
"546","chr2",15488894,15511350,2.1
"547","chr2",127763062,127771004,2.06666666666667
"548","chr16",47497399,47547548,2.36666666666667
"549","chr21",15014344,15043574,11.5
"550","chr14",22906195,22911403,4.3
"551","chr4",38089932,38103157,5.23333333333333
"552","chr14",91481576,91485730,1.73333333333333
"553","chr4",94573351,94586444,6.46666666666667
"554","chr10",7276892,7285954,4.9
"555","chr19",33002247,33003000,1.83333333333333
"556","chr2",72465160,72480750,1.73333333333333
"557","chr10",31908172,31910563,35.9333333333333
"558","chr11",77683710,77693611,6.96666666666667
"559","chr15",80098416,80122800,2.93333333333333
"560","chr17",48112031,48113401,3.63333333333333
"561","chr8",98706467,98707311,10.3
"562","chr11",68347847,68365702,2.43333333333333
"563","chr13",60439688,60467379,10.2666666666667
"564","chr5",32135572,32143880,6.53333333333333
"565","chr1",113848540,113855049,1.96666666666667
"566","chr6",110887505,110890356,9.4
"567","chr20",37065424,37068186,1.73333333333333
"568","chr20",34072066,34078553,2.9
"569","chr9",710804,713464,2.2
"570","chr2",190900564,190924593,6.5
"571","chr5",132892164,132893118,2.3
"572","chr2",214767482,214781509,6.1
"573","chr18",42027443,42049605,1.93333333333333
"574","chr5",140440119,140449305,2.16666666666667
"575","chr1",15717893,15721388,4.56666666666667
"576","chr6",18159883,18166378,3.53333333333333
"577","chr4",1900626,1904378,3.96666666666667
"578","chr11",73707420,73720899,3.63333333333333
"579","chr6",34606555,34646798,1.66666666666667
"580","chr17",66496201,66514466,1.66666666666667
"581","chr5",74634684,74636498,6.4
"582","chr2",202464809,202467689,6.53333333333333
"583","chr6",158312051,158314268,32.4666666666667
"584","chr10",5773842,5800705,3.56666666666667
"585","chr5",77449760,77464809,2.06666666666667
"586","chr11",34090179,34092056,2.13333333333333
"587","chr4",152411303,152469988,2.23333333333333
"588","chrX",100862171,100863595,3.06666666666667
"589","chr2",235930765,235968623,2.13333333333333
"590","chr19",58260851,58263676,1.66666666666667
"591","chr4",73085249,73092300,17.7
"592","chr5",65988635,65994864,8.26666666666667
"593","chr1",220006106,220007338,1.8
"594","chr9",110972073,110973558,5.16666666666667
"595","chr4",9641071,9641450,21.6666666666667
"596","chr9",85669485,85712566,1.53333333333333
"597","chr5",50750151,50763242,1.7
"598","chr20",32366384,32371874,8.3
"599","chr10",101792839,101810314,4.66666666666667
"600","chr1",32030298,32033334,1.9
"601","chr15",94356137,94385525,1.9
"602","chr9",37126312,37147445,4.83333333333333
"603","chr4",102304317,102315830,8.76666666666667
"604","chr1",173992755,173993135,3.2
"605","chr10",12081472,12091684,1.7
"606","chr12",6510279,6510532,2.33333333333333
"607","chr1",70292388,70315566,3.43333333333333
"608","chr6",130926605,130956499,4.2
"609","chr13",52417992,52427219,2.13333333333333
"610","chr4",177353308,177353728,2.86666666666667
"611","chr10",13127745,13136897,2.5
"612","chr15",90217439,90219891,1.86666666666667
"613","chr3",149846011,149912083,1.66666666666667
"614","chr3",56660731,56673725,4.36666666666667
"615","chr15",42827928,42840433,3.13333333333333
"616","chr7",24623663,24668660,5.6
"617","chr2",199348701,199433514,7.16666666666667
"618","chr5",128138597,128152805,4.26666666666667
"619","chr4",36228582,36229645,2.23333333333333
"620","chr8",70159505,70162854,5.4
"621","chr8",60794986,60801593,1.73333333333333
"622","chr1",30992390,30995220,4.26666666666667
"623","chr15",72760407,72775097,2.16666666666667
"624","chr4",127921524,127939997,3.2
"625","chr16",70463169,70463774,1.7
"626","chr17",64171100,64188415,1.73333333333333
"627","chr2",239990074,240007370,8.06666666666667
"628","chr1",117460489,117502970,1.83333333333333
"629","chr1",26942660,26943065,3.2
"630","chr3",16286342,16303592,1.76666666666667
"631","chr7",17890363,17897446,1.76666666666667
"632","chr1",51827796,51834170,1.76666666666667
"633","chr20",62660412,62661175,2.4
"634","chr1",23030469,23050520,7.53333333333333
"635","chr16",11020193,11061022,4.1
"636","chr5",10415488,10417404,4.8
"637","chr11",118786052,118786518,4.36666666666667
"638","chr16",11846501,11847806,3.26666666666667
"639","chr11",85974708,85983973,2.66666666666667
"640","chr3",197865423,197875775,11.3333333333333
"641","chr3",31576396,31580096,11.2666666666667
"642","chr1",77801331,77815231,2.23333333333333
"643","chr6",35857261,35872728,2.56666666666667
"644","chr2",224535528,224557856,4.5
"645","chr16",70258980,70262524,1.56666666666667
"646","chr7",140355668,140358785,6.33333333333333
