"","chr","start","end","value"
"66","chr11",65500635,65500759,4.03333333333333
"67","chrM",4677,4763,4.86666666666667
"68","chr19",17101660,17102557,4.2
"69","chr6",130926605,130956499,3.4
"70","chr11",65500627,65500751,4.03333333333333
"71","chr4",10097711,10103986,3.63333333333333
"72","chr7",149492859,149558839,1.93333333333333
"73","chrX",65075474,65113813,3.46666666666667
"74","chr11",65500529,65500611,4.2
"75","chr12",122340753,122341697,2.83333333333333
"76","chr11",65499716,65499831,4.96666666666667
"77","chrM",9051,9179,3.5
"78","chr5",128131067,128141981,4.4
"79","chr6",170543601,170549113,2
"80","chr11",65505856,65505953,2.16666666666667
"81","chr11",65499046,65499270,5
"82","chr1",112653598,112659779,2.33333333333333
"83","chr11",65500446,65500608,2.16666666666667
"84","chr5",69174877,69175537,6.2
"85","chr3",71015549,71053773,4.16666666666667
"86","chr4",39913611,39925933,3.2
"87","chr9",14146689,14179780,1.66666666666667
"88","chr17",4282798,4296814,3.06666666666667
"89","chr8",56073059,56073709,1.66666666666667
"90","GL000220.1",112554,113005,18.2
"91","chr10",126970702,127000307,2.33333333333333
"92","chr12",82857010,82857580,2.03333333333333
"93","chr2",158470942,158474621,3.4
"94","chr7",155672867,155680908,15.9333333333333
"95","chr10",15816835,15847943,4.26666666666667
"96","chr2",121605701,121606180,3.16666666666667
"97","chr3",155833468,155842619,1.56666666666667
"98","chr2",199348701,199433514,5.83333333333333
"99","chr14",30670256,30675065,2
"100","chr1",35381259,35389082,1.73333333333333
"101","chr6",35857261,35872728,2.1
"102","chr7",30550636,30574881,2.26666666666667
"103","chr10",84417771,84477664,1.4
"104","chr21",8212392,8395607,3
"105","chr20",58438945,58441083,2
"106","chrM",7702,7809,2.5
"107","chr1",70292388,70315566,2
"108","chr17",19062002,19188105,3.2
"109","chr14",65561337,65561766,8
"110","chr13",32732101,32735330,2.33333333333333
"111","chr11",65500547,65500635,8.33333333333333
"112","chrM",6939,7160,27.5333333333333
"113","chr11",65500595,65500639,1.76666666666667
"114","chr7",102227367,102227669,2.56666666666667
"115","chr14",22906195,22911403,2.8
"116","KI270910.1",89111,140752,2.8
"117","chr2",40428473,40430301,1.73333333333333
"118","chr2",199308760,199328910,3.4
"119","chr7",72890627,72891110,4.5
"120","chr8",127890589,127890998,13.3
"121","chr17",42498924,42501304,2.43333333333333
"122","chr2",229858772,229880128,1.56666666666667
"123","chr11",70354301,70356254,2.1
"124","chr5",50399107,50411383,5.9
"125","chr1",155853276,155853806,4.6
"126","chrM",13020,13121,2.63333333333333
"127","chr11",65499694,65499767,2.5
"128","chr15",63532647,63563008,4.5
"129","chr19",35116757,35116809,2.06666666666667
"130","chr12",108652272,108654410,16
"131","chr22",45729425,45740538,8
"132","chrM",11619,11697,1.73333333333333
"133","chr20",47262288,47276795,2
"134","chr17",29876603,29876849,2.7
"135","chr2",88857271,88857415,2.4
"136","chrM",9060,9173,1.96666666666667
"137","chr1",213077696,213117410,1.8
"138","chr22",50372020,50394135,3.53333333333333
"139","chr15",44717718,44718023,2.3
"140","chr17",39708321,39710481,5.76666666666667
"141","chr3",172251260,172262083,3.2
"142","chr3",65929626,65930063,3.2
"143","chr14",102081063,102081181,5.33333333333333
"144","chr4",152411303,152412529,40.6666666666667
"145","chr4",25333183,25333988,2.53333333333333
"146","chr12",1027748,1028572,3.1
"147","chr17",82596480,82596545,1.8
"148","chr1",1804419,1817875,2
"149","chr2",207724800,207742342,1.83333333333333
"150","chr7",5923387,5923962,1.66666666666667
"151","chr8",123077111,123105464,1.93333333333333
"152","chr11",65500541,65500629,4.13333333333333
"153","chr12",120782655,120784593,7.73333333333333
"154","chrM",9061,9174,18.6
"155","chr18",62348168,62349937,5.2
"156","chr11",46493608,46508370,3.03333333333333
"157","chrM",9055,9181,3.33333333333333
"158","chr11",76463821,76472840,2.36666666666667
"159","chr19",8321500,8322286,2.03333333333333
"160","chr6",16326394,16328470,15.4
"161","chr17",18670867,18672302,9.2
"162","chr6",27867306,27867587,3.3
"163","chr16",69370483,69372355,2.5
"164","chr21",29321221,29329693,7.36666666666667
"165","chr3",197104903,197119530,4.46666666666667
"166","chr15",90217439,90221765,2.1
"167","chrM",8939,9150,2.76666666666667
"168","chr10",12081472,12120267,1.5
"169","chr11",65499666,65499772,3.2
"170","chr8",139882337,139884001,1.76666666666667
"171","chrM",9059,9183,13.5
"172","chr8",101558419,101558812,4.3
"173","chrM",4715,4763,2.23333333333333
"174","chr14",20343078,20343182,2.33333333333333
"175","chr5",177536358,177539147,4.8
"176","chr11",65500057,65500207,2.6
"177","chr6",136694140,136698682,3.03333333333333
"178","chr17",45475100,45475726,2.96666666666667
"179","chr7",64543707,64544432,1.63333333333333
"180","chr3",119500695,119504021,2.73333333333333
"181","chr15",90441506,90443478,2.76666666666667
"182","chr8",51860845,51861246,26.2
"183","chr5",142885298,142932125,3.7
"184","chr3",128806372,128807671,1.56666666666667
"185","chr19",57863501,57863762,3.33333333333333
"186","chr14",20343088,20343237,2.06666666666667
"187","chr22",21805850,21807846,1.5
"188","chr11",65499751,65499845,2
"189","chr5",143054439,143057747,3.83333333333333
"190","chr7",27629371,27649633,5.4
"191","chr18",46890580,46903635,1.83333333333333
"192","chr9",92256680,92269983,2.93333333333333
"193","chr6",7176655,7189322,10.6
"194","chr2",120127688,120175000,2.7
"195","chr4",37631385,37638504,4.23333333333333
"196","chr17",16012420,16012594,1.83333333333333
"197","chr4",127921524,127939997,2.66666666666667
"198","chr11",65504849,65505278,2.43333333333333
"199","chr14",20343083,20343187,2.43333333333333
"200","chr17",49311312,49312042,2.46666666666667
"201","chr5",171183171,171205612,7
"202","chr11",65422983,65423218,3.16666666666667
"203","chrX",53614534,53615835,3.33333333333333
"204","chr14",96833467,96860735,7.93333333333333
"205","chr14",20343074,20343210,2.53333333333333
"206","chr10",5794885,5800705,7.26666666666667
"207","chr16",2002754,2002990,2.56666666666667
"208","chr14",49853687,49862800,7.76666666666667
"209","chr6",154773989,154795139,2
"210","chr11",65504693,65504913,1.73333333333333
"211","chr8",108449823,108455930,2.2
"212","chr3",51541498,51590559,2.13333333333333
"213","chr10",68468123,68470163,5.86666666666667
"214","chr10",94245946,94246621,3.2
"215","chrM",8966,9155,1.76666666666667
"216","chr11",65501566,65501764,7.66666666666667
"217","chr3",71041328,71053773,6.7
"218","chr10",84371014,84373815,2.33333333333333
"219","chrM",9058,9184,3.53333333333333
"220","chr14",49586583,49586851,3.83333333333333
"221","chr14",105741507,105769270,129.9
"222","chr11",34957384,34978182,3
"223","chr18",21765772,21819646,3.3
"224","chr4",102714438,102726683,2.8
"225","chr8",67105905,67116122,2.2
"226","chr9",33351560,33352719,3.6
"227","chr2",202464809,202467689,4.96666666666667
"228","chr20",34072066,34078553,1.76666666666667
"229","chrY",1386308,1386561,2.56666666666667
"230","chrX",148661908,148662768,1.86666666666667
"231","chr8",144190784,144200541,2.76666666666667
"232","chr7",130120749,130122202,2.4
"233","chr2",226864604,226914351,3.96666666666667
"234","chrM",5601,5813,2.2
"235","chr14",20343315,20343397,1.8
"236","chr5",65451475,65473952,2.03333333333333
"237","chr14",105624405,105643131,44.9333333333333
"238","chr3",138570318,138571356,3.86666666666667
"239","chr11",65500452,65500531,7.26666666666667
"240","chr2",214767482,214781509,4.06666666666667
"241","chr6",13632370,13644729,4.53333333333333
"242","chr5",143037196,143057747,4.66666666666667
"243","chr19",45517663,45518094,1.6
"244","chr18",42027443,42049605,1.6
"245","chr1",1495725,1534165,5.3
"246","chr1",169978085,170031975,2.43333333333333
"247","chr3",172251260,172310881,2.83333333333333
"248","chrM",3739,3966,2.6
"249","chr3",195959183,195960086,5.66666666666667
"250","chr1",206934460,206934693,5.53333333333333
"251","chr11",65430769,65437657,1.66666666666667
"252","KI270733.1",124892,169977,3.8
"253","chr16",18841565,18845651,2.66666666666667
"254","chr4",7868622,7872080,2.83333333333333
"255","chr11",65500546,65500586,10.0666666666667
"256","chrX",132281095,132283032,2.06666666666667
"257","chr20",56381433,56386533,3.53333333333333
"258","chr10",126970702,127127764,5.83333333333333
"259","chr21",8212935,8396212,7.8
"260","chr1",155675010,155679512,4.4
"261","chr1",16564807,16567351,3.9
"262","chr10",48401612,48410168,1.7
"263","chrM",7113,7232,2.76666666666667
"264","chrX",85067127,85074391,1.96666666666667
"265","chr8",140585119,140605914,1.96666666666667
"266","chr21",46349012,46349820,1.7
"267","chr22",45793545,45807022,2.8
"268","chr10",94441896,94474783,2.8
"269","chr8",130358017,130361771,1.93333333333333
"270","chr7",129014979,129018157,13.9
"271","chr11",86011030,86031611,3.56666666666667
"272","chr3",11358418,11380052,1.53333333333333
"273","chrM",15952,16082,2.83333333333333
"274","chr17",75611659,75611865,37.8
"275","chr14",49586808,49862639,3.1
"276","chr13",60439688,60467379,6.73333333333333
"277","chr20",23637819,23637960,1.73333333333333
"278","chr11",65502173,65502360,1.7
"279","chr7",35667434,35673278,4.5
"280","chr6",27867300,27867587,8.06666666666667
"281","chrM",5917,6057,11.8666666666667
"282","chr20",21365421,21368590,2.33333333333333
"283","chr19",34430576,34434968,7.56666666666667
"284","chr1",51402435,51408332,3.3
"285","chrM",9052,9198,1.7
"286","chrX",19965044,19970298,1.46666666666667
"287","chr9",71729137,71729355,2.3
"288","chr14",49586657,49586849,4.43333333333333
"289","chr4",87195324,87195690,11.5333333333333
"290","chr2",47377014,47379969,3.03333333333333
"291","chr12",120154970,120155719,12.4333333333333
"292","chr1",20757166,20773610,3.43333333333333
"293","chr3",150544381,150545737,2.2
"294","chr5",154033791,154034967,7.36666666666667
"295","chr9",16727797,16738485,1.63333333333333
"296","chr2",63856306,63857936,4
"297","chrM",4042,4131,4
"298","chr12",19462510,19473355,2.16666666666667
"299","chr5",154029489,154034967,2
"300","chr21",33432177,33432871,2.5
"301","chr12",116230533,116237705,14.4666666666667
"302","chr8",101624061,101624562,1.56666666666667
"303","chrM",8973,9191,6.2
"304","chr14",49586741,49862825,4.33333333333333
"305","chr11",65499697,65499840,2.93333333333333
"306","chr13",95757644,95763953,5.33333333333333
"307","chr2",214767482,214797117,1.96666666666667
"308","chr9",35657758,35658019,6.3
"309","chr3",47425485,47428670,2.2
"310","chr3",125313308,125331238,6.03333333333333
"311","chr3",170359699,170361429,5
"312","chr16",87748673,87762040,2.2
"313","chr5",123545417,123575963,1.6
"314","chr11",65499634,65499734,6.2
"315","chr10",93381219,93389154,2
"316","chr14",49586706,49586872,3.26666666666667
"317","KI270857.1",1189251,1190272,1.96666666666667
"318","chrX",119871899,119872000,2.26666666666667
"319","chr18",8718424,8720496,3.3
"320","chrM",3322,3552,2.6
"321","chr4",185247294,185267155,4.1
"322","chr1",155438327,155459898,4.13333333333333
"323","chr3",119500695,119513719,1.86666666666667
"324","chr14",49586732,49586865,1.9
"325","chr1",205616478,205623891,21.4666666666667
"326","chr7",100819557,100820296,2.1
"327","chrM",15526,15712,1.56666666666667
"328","chr2",201145378,201149835,2.16666666666667
"329","chr7",66127704,66134374,1.93333333333333
"330","chrX",24073601,24074959,1.83333333333333
"331","chr11",33286413,33287511,22.3666666666667
"332","chr4",3086939,3107423,4.06666666666667
"333","chr19",1208910,1209293,1.86666666666667
"334","KI270936.1",93602,93667,1.73333333333333
"335","chr14",31127785,31133675,2.8
"336","chr12",124912735,124913418,2.5
"337","chr11",65499602,65499873,1.66666666666667
"338","chr12",111509549,111510582,2.46666666666667
"339","chr13",21167988,21168399,6.53333333333333
"340","chr4",48684673,48710698,2.13333333333333
"341","chr18",9583117,9595102,3.26666666666667
"342","chr1",95143891,95151419,7.2
"343","chr9",33948374,33956146,2.53333333333333
"344","chr13",49451553,49451909,1.66666666666667
"345","chr20",25297073,25297387,3.9
"346","chr8",60741259,60743097,3.96666666666667
"347","chr2",159324225,159324477,5
"348","chr7",22308339,22318037,7.76666666666667
"349","chr3",120056642,120056873,3.73333333333333
"350","chr14",73147795,73148094,1.9
"351","chr11",65499785,65499896,4.86666666666667
"352","chr16",85633914,85634132,6.33333333333333
"353","chr11",86007542,86031611,3
"354","chr11",77683710,77693611,5.33333333333333
"355","chr8",51845661,51861246,1.7
"356","chr9",14639896,14680162,2.53333333333333
"357","chr19",47264603,47264946,1.7
"358","chr8",18867674,18872733,2.13333333333333
"359","KI270733.1",123206,123368,1.76666666666667
"360","chr11",73707420,73718718,7.23333333333333
"361","chr11",117152441,117163892,2.5
"362","chr5",139363759,139364743,2.73333333333333
"363","chrM",8685,8775,2.06666666666667
"364","chr5",168488602,168494650,19.8666666666667
"365","chr4",122927634,122979386,1.56666666666667
"366","chr8",47396376,47407961,9.86666666666667
"367","chrM",10571,10732,3.1
"368","chr20",41092472,41101353,5.63333333333333
"369","chr11",65499285,65499483,1.93333333333333
"370","chrM",14136,14215,2.26666666666667
"371","chr1",20770930,20773610,3.1
"372","chrM",12843,13046,6.13333333333333
"373","chr5",146254943,146258593,2.2
"374","chr10",112415414,112416263,1.76666666666667
"375","chr9",4823548,4833228,2.6
"376","chrM",7109,7228,2.56666666666667
"377","chr10",94030683,94032252,2.93333333333333
"378","chr17",36952886,36953907,2.1
"379","chr5",73074742,73077493,13.8333333333333
"380","chrM",10537,10598,2
"381","chr13",41252645,41260915,2.86666666666667
"382","KI270733.1",123418,168867,7.16666666666667
"383","chr12",49763732,49763922,2.1
"384","chrY",310599,666321,1.66666666666667
"385","chr8",140846260,140890769,4.13333333333333
"386","chr9",135881633,135883078,26.7333333333333
"387","chr11",65499750,65499859,5.26666666666667
"388","chr7",24623663,24668660,4.26666666666667
"389","chr4",1394590,1394865,2.83333333333333
"390","chr6",4891713,4892379,5.96666666666667
"391","chr4",148435104,148436862,2.4
"392","chr14",49586693,49586873,10.4
"393","chr19",3660966,3662001,3.16666666666667
"394","chr22",41808875,41813822,3.83333333333333
"395","chrM",8964,9183,2.4
"396","chr5",36953618,36976402,4.33333333333333
"397","KI270733.1",124216,169301,8.96666666666667
"398","chrM",11950,12012,10.8
"399","chr11",65500064,65500227,2.4
"400","chr3",3137260,3144710,1.76666666666667
"401","chr3",67495798,67508903,5.96666666666667
"402","chr9",112262435,112297916,2.3
"403","chr9",37424845,37426654,9.43333333333333
"404","chr2",238182065,238185287,4.36666666666667
"405","chrM",10523,10576,1.83333333333333
"406","chr9",710804,713464,2.16666666666667
"407","chr8",100712362,100712765,4.8
"408","chr14",49586675,49586878,15.4
"409","chr12",2820086,2821792,2.4
"410","chrM",7169,7285,5.93333333333333
"411","chr11",65499775,65499928,1.83333333333333
"412","chrM",14865,14929,2.66666666666667
"413","chr4",186706563,186709845,21.3
"414","chr8",130152736,130169067,2.23333333333333
"415","chr2",224535528,224557856,3.3
"416","chr3",47435008,47443091,1.96666666666667
"417","chr7",16258390,16278226,3.16666666666667
"418","chr22",36341370,36349255,1.9
"419","chr1",28742403,28743986,1.76666666666667
"420","chr2",171925537,171953001,2.3
"421","chr11",65500542,65500630,9.93333333333333
"422","chr11",65500559,65500598,2.33333333333333
"423","chrM",11203,11530,1.9
"424","chr14",21230319,21234229,6.33333333333333
"425","chr5",145764931,145826200,4.13333333333333
"426","chr8",73673107,73688813,4.23333333333333
"427","chr4",139125164,139139497,2.6
"428","chr1",155725382,155726019,1.9
"429","chr2",68490190,68545312,4.93333333333333
"430","chr8",94664697,94665196,2.86666666666667
"431","chrM",15651,15709,1.93333333333333
"432","chr1",207076630,207076661,3.93333333333333
"433","chrM",9064,9199,5.86666666666667
"434","chr3",61622463,61623555,2.5
"435","chr9",19356972,19358160,1.76666666666667
"436","chr19",5604583,5604936,4.86666666666667
"437","chr15",49235851,49239367,2.76666666666667
"438","chr1",32948222,32949774,7.6
"439","chr2",58198594,58232112,3.73333333333333
"440","chr11",65499716,65499842,7.73333333333333
"441","chr11",129123446,129164427,3.5
"442","chr18",9524594,9525851,3.23333333333333
"443","chr11",121045674,121060085,4.46666666666667
"444","chr4",153292982,153296036,1.7
"445","chr15",94298201,94298730,1.96666666666667
"446","chr6",18236452,18258405,3.56666666666667
"447","chr6",31863555,31869637,2.53333333333333
"448","chr21",8208487,8435723,1.43333333333333
"449","chr22",38245935,38248019,2.1
"450","chr9",6880012,6893232,7.3
"451","chr3",56660731,56673725,3.2
"452","chr5",168488602,168497348,4.66666666666667
"453","chr5",179716245,179719782,1.86666666666667
"454","chr12",32598497,32611283,4.96666666666667
"455","chr4",9005264,9536809,3.26666666666667
"456","chr13",75560753,75569507,4.96666666666667
"457","chr20",32366384,32369123,11.4333333333333
"458","chr11",65500854,65501189,57.1333333333333
"459","chr11",65499718,65499833,5.56666666666667
"460","chr16",11020193,11061022,3.3
"461","chr14",49586801,49862778,2.06666666666667
"462","chr14",49586664,49586856,2.2
"463","chr7",77585543,77600806,2.06666666666667
"464","chr5",43675511,43704400,1.76666666666667
"465","chrX",44524002,44527365,3.76666666666667
"466","chr9",37126312,37126942,4.73333333333333
"467","chr7",92294889,92327900,7.6
"468","chr11",65500521,65500603,5.2
"469","chr11",65500847,65501205,2.4
"470","chrM",7772,7972,2
"471","chr1",171523221,171532961,1.96666666666667
"472","chr13",60439688,60460540,2.56666666666667
"473","chr9",33996223,34017189,2.06666666666667
"474","chr1",206933120,206934507,2.9
"475","chr5",61472681,61473037,2.4
"476","chr15",60442416,60445791,2.46666666666667
"477","chr11",65501623,65501838,2.5
"478","chrM",11753,11848,4.13333333333333
"479","chr15",29761139,29773357,1.63333333333333
"480","chr1",153614326,153614582,2.66666666666667
"481","chr12",100282943,100298175,4.36666666666667
"482","chr20",25297080,25297394,3.76666666666667
"483","chr14",20343147,20343277,2.73333333333333
"484","chr20",35716740,35725155,3.66666666666667
"485","chr5",134741063,134744052,2.43333333333333
"486","chr10",110124017,110130486,2.53333333333333
"487","chr1",8541214,8557523,2.93333333333333
"488","chr1",48355670,48359770,2.26666666666667
"489","chrM",3615,3784,2.83333333333333
"490","chrM",7691,7798,5.56666666666667
"491","chr11",65499781,65499835,5.66666666666667
"492","chrX",2953143,2955537,2.03333333333333
"493","chrX",41660439,41671530,1.63333333333333
"494","chr5",65567513,65572286,3.13333333333333
"495","chr1",103565435,103575540,2.16666666666667
"496","chr12",124913268,124913495,1.8
"497","chr11",65499781,65499935,3
"498","chr8",130152736,130180880,2.76666666666667
"499","chr3",50065031,50066502,3.66666666666667
"500","chr3",169976946,169988359,3.06666666666667
"501","chr4",153270335,153276130,1.76666666666667
"502","chrM",8439,8493,2.53333333333333
"503","chr15",85113873,85121014,5.36666666666667
"504","chr6",89751431,89762530,1.8
"505","chr12",69589485,69592159,4.76666666666667
"506","chr16",4466153,4469465,3.03333333333333
"507","chr11",65499788,65499944,1.53333333333333
"508","chr10",13127745,13136897,2.26666666666667
"509","chrM",5902,6084,6.1
"510","chr14",63998914,64022863,2.43333333333333
"511","chr4",150735258,150808398,2.9
"512","chr3",158122103,158123991,3.23333333333333
"513","chr1",213996469,214011715,4.16666666666667
"514","chr21",15014344,15043574,7.43333333333333
"515","chr5",139278327,139279129,2.8
"516","chr7",92294889,92307656,1.86666666666667
"517","chr15",44711513,44715560,3.46666666666667
"518","chr11",85974708,85983973,1.86666666666667
"519","chr8",18799295,18804898,3.66666666666667
"520","chr6",89862126,89871388,1.96666666666667
"521","chr14",20343129,20343277,1.53333333333333
"522","chr14",21503173,21503881,8.73333333333333
"523","chr7",6800948,6801523,5.9
"524","chr22",41342529,41343576,1.93333333333333
"525","chr6",157036835,157084905,3.06666666666667
"526","chr18",12999421,13019206,7.13333333333333
"527","chrM",3574,3792,2.23333333333333
"528","chr11",65499661,65499768,2.73333333333333
"529","chr2",23823258,23823569,2.63333333333333
"530","chr21",15762891,15766141,3.76666666666667
"531","chr16",4332215,4333519,2.73333333333333
"532","chr9",33953285,33963791,8.9
"533","chr20",35714185,35725155,10.4333333333333
"534","chr11",65500535,65500623,4.6
"535","chr1",230954333,230961303,6.23333333333333
"536","chr7",100991692,101003844,7.13333333333333
"537","chrM",13352,13435,2.53333333333333
"538","chr1",51827796,51834170,1.53333333333333
"539","chrX",2953143,2958435,4.36666666666667
"540","chr21",8396071,8440805,4.8
"541","chr10",7243558,7285954,1.9
"542","chr4",94573351,94586444,3.03333333333333
"543","chr6",158312051,158314268,18.9333333333333
"544","chrM",9060,9172,5.83333333333333
"545","chr7",6814764,6823360,2.53333333333333
"546","chr1",151315573,151316509,1.7
"547","chr5",138810038,138827718,2.56666666666667
"548","chr4",48369849,48383784,7.1
"549","chr20",33619517,33623296,8.96666666666667
"550","chr15",92924321,92929091,2
"551","chr12",124912507,124913190,3.83333333333333
"552","chr11",65499696,65499931,3.86666666666667
"553","chr7",131375424,131399433,3.9
"554","chr2",58084089,58089723,2.3
"555","chrM",9057,9169,5.8
"556","chr14",22926133,22927660,3.93333333333333
"557","chr11",68347847,68365702,2
"558","chr14",99458279,99465813,21.6333333333333
"559","chr5",36982165,36986301,4.43333333333333
"560","chr11",65500208,65500412,11.5
"561","chr7",135577796,135593192,3
"562","chr9",133019662,133019842,3.73333333333333
"563","chrX",48522971,48523255,2.03333333333333
"564","chr3",138570318,138572932,2.7
"565","chrM",9294,9341,5.03333333333333
"566","chr20",35564373,35564521,2.6
"567","chr15",84680713,84691644,2.5
"568","chr18",12999421,13030608,6
"569","chr2",32377588,32395593,2.06666666666667
"570","chr7",6463136,6466242,2.5
"571","chr16",31722626,31723353,2.66666666666667
"572","chr1",631902,632096,2.76666666666667
"573","chr16",21962460,21976243,2.23333333333333
"574","chr7",22266964,22318037,2.7
"575","chr6",43055545,43056445,3.03333333333333
"576","chr4",25127264,25159107,1.8
"577","chr1",92333391,92380873,3.56666666666667
"578","chr3",56592970,56594028,4.86666666666667
"579","chr8",668598,674047,2.43333333333333
"580","chr1",197642711,197658369,5.16666666666667
"581","chr17",16381925,16382152,1.86666666666667
"582","chr3",63912588,63913225,3.2
"583","chrM",13418,13498,2.5
"584","chr2",54982515,54987698,6.5
"585","chr9",93471141,93476338,7.6
"586","chr11",65502175,65502339,5.66666666666667
"587","chr1",58506060,58536741,2.8
"588","chr19",49196440,49196874,1.7
"589","chr6",159682474,159688242,3.06666666666667
"590","chr11",73707420,73718890,2.83333333333333
"591","chr4",76134175,76144473,5.1
"592","chr11",65500426,65500518,2.06666666666667
"593","chr5",79439010,79457018,2.43333333333333
"594","chrM",12840,12998,2.06666666666667
"595","chr13",41865736,41868477,7.1
"596","chrM",6932,7153,1.76666666666667
"597","chr8",140879471,140890769,4.26666666666667
"598","chrM",5902,6118,4.86666666666667
"599","chr12",50427762,50430570,2.8
"600","chr11",65500472,65500558,1.96666666666667
"601","chr12",69800209,69801721,14.6
"602","chr5",145817894,145826200,8.7
"603","chr11",65499642,65499750,2.4
"604","chr19",18537601,18538436,6.5
"605","chr1",172551512,172557794,1.9
"606","chr18",13681605,13682105,2.06666666666667
"607","chrM",8134,8275,1.73333333333333
"608","chr11",65499781,65499937,3.56666666666667
"609","chr7",30621393,30622462,1.43333333333333
"610","chr7",43639449,43640649,6
"611","chr8",70213903,70216764,6.16666666666667
"612","chr12",45926142,45928859,1.73333333333333
"613","chr1",224952670,225007544,4.06666666666667
"614","chr6",145864388,145894977,1.76666666666667
"615","chr2",231460766,231461645,1.73333333333333
"616","chr2",109564366,109593119,2.66666666666667
"617","chr11",65502716,65502915,3.83333333333333
"618","chr3",56627037,56628614,1.73333333333333
"619","chr2",8943187,8958642,2.4
"620","chr19",12524796,12528696,1.83333333333333
"621","chr6",75702645,75703072,5.93333333333333
"622","chr1",117402186,117442325,9.5
"623","chr21",37420299,37472880,3.7
"624","chr11",65504860,65505052,11.3
"625","chr14",49586811,49862713,3.36666666666667
"626","chrM",3782,3976,1.7
"627","KI270905.1",4737029,4747949,2.1
"628","chr13",112516440,112527484,3.66666666666667
"629","chrM",7029,7175,4.66666666666667
"630","chrM",6810,7009,3.8
"631","chr12",28225795,28259442,5.1
"632","chr16",31090775,31091342,4.76666666666667
"633","chr5",56864734,56865977,3.26666666666667
"634","chr11",65499719,65499833,3.83333333333333
"635","chr11",65499243,65499354,1.83333333333333
"636","chr17",59839990,59840217,2.43333333333333
"637","chrM",5902,6119,13.9666666666667
"638","chr10",84438512,84477664,5.26666666666667
"639","chr2",58221942,58232112,9.03333333333333
"640","chr21",8208499,8435732,9.6
"641","chr8",37765526,37766355,3.76666666666667
"642","chr1",12578718,12579412,2.26666666666667
"643","chr8",140347757,140360193,2.1
"644","chr8",140818277,140864399,1.9
"645","chrM",5912,6052,9.53333333333333
"646","chrM",11694,11772,2.6
"647","chrM",13019,13120,2.66666666666667
"648","chr1",23397545,23418016,9.36666666666667
"649","chrM",15561,15690,3
"650","chr11",65499691,65499742,4.46666666666667
"651","chr7",92213195,92226682,1.8
"652","chr22",46626751,46637960,2.63333333333333
"653","chr8",17743604,17755961,5.23333333333333
"654","chr11",85996826,86031611,8.5
"655","chrM",6855,6965,1.66666666666667
"656","chr3",3777725,3789074,3.53333333333333
"657","chr14",99257471,99257839,4.96666666666667
"658","chr9",107300141,107311737,2.63333333333333
